transcript_id,RNA-POR-71,RNA-POR-73,RNA-POR-76,RNA-POR-79,RNA-POR-82
Peve_00012138,8795,1972,4204,2307,9767
Peve_00012133,457,150,2109,778,608
Peve_00012132,19578,9276,11542,15447,26414
Peve_00012131,2023,1115,2499,1053,2528
Peve_00002452,243,70,221,193,169
Peve_00012137,1098,1076,1065,544,1427
Peve_00012136,358,81,1774,345,393
Peve_00012135,2796,651,1121,1045,2333
Peve_00012134,548,136,646,332,482
Peve_00007940,158,56,261,102,135
Peve_00002717,0,0,0,0,0
Peve_00007943,0,0,38,0,0
Peve_00002713,0,0,0,0,0
Peve_00022325,0,0,0,0,1
Peve_00002710,2,0,0,0,0
Peve_00002711,0,0,0,0,0
Peve_00041678,241,167,787,255,379
Peve_00041679,38198,9907,31429,21967,32377
Peve_00041670,0,0,0,0,0
Peve_00041671,0,0,0,0,0
Peve_00041672,5,0,0,0,0
Peve_00041673,0,0,0,0,0
Peve_00041675,2439,1105,5106,2484,4325
Peve_00041676,400,133,832,197,629
Peve_00041677,102,19,343,48,41
Peve_00014474,154,54,66,147,122
Peve_00014475,2,0,0,0,13
Peve_00008118,8550,2772,1115,2493,13727
Peve_00008119,136,85,126,45,293
Peve_00014471,4,0,0,0,10
Peve_00014472,0,0,0,0,0
Peve_00014473,9,9,0,4,3
Peve_00008112,0,0,0,0,0
Peve_00008113,455,228,1231,320,475
Peve_00008110,0,0,0,0,0
Peve_00008111,0,0,0,0,0
Peve_00008116,911,825,2201,493,1667
Peve_00008117,58,35,319,37,197
Peve_00008114,6062,2953,8221,3460,7831
Peve_00008115,29,0,145,37,58
Peve_00000347,179,74,598,66,366
Peve_00000346,223,40,745,88,439
Peve_00000345,0,0,0,0,6
Peve_00000344,0,0,0,17,0
Peve_00000342,1345,408,2550,1115,1779
Peve_00000340,15903,5944,11256,7038,22188
Peve_00000349,0,0,25,0,5
Peve_00000348,25,13,49,36,43
Peve_00006420,33,0,0,0,0
Peve_00001437,570,296,938,343,725
Peve_00001434,146,0,256,60,437
Peve_00001435,7557,124,11032,5220,7919
Peve_00006424,8,0,0,0,43
Peve_00006425,20,0,98,8,26
Peve_00001430,1379,597,3019,886,2334
Peve_00006427,0,0,0,0,0
Peve_00001438,407,78,1351,323,1263
Peve_00001439,256,97,616,213,178
Peve_00042099,29,0,0,0,6
Peve_00042095,753,345,1158,176,1345
Peve_00042097,299,165,318,220,516
Peve_00042096,7,7,0,22,11
Peve_00042090,212,0,0,0,0
Peve_00042093,20,4,168,14,29
Peve_00042092,123,11,745,38,137
Peve_00003496,0,0,0,0,0
Peve_00019748,53,13,0,71,110
Peve_00003494,572,113,93,190,632
Peve_00003495,3,0,0,0,0
Peve_00003492,41,9,0,9,57
Peve_00003493,264,240,330,913,422
Peve_00003490,0,0,24,0,0
Peve_00003491,0,0,30,0,0
Peve_00019741,1971,676,532,530,2390
Peve_00019740,29,21,41,0,0
Peve_00019743,0,0,0,0,0
Peve_00005471,0,0,0,0,6
Peve_00016933,4,0,0,0,0
Peve_00019744,7,0,0,0,0
Peve_00019747,81,0,0,141,100
Peve_00019746,1175,102,622,672,1260
Peve_00042328,34,13,268,22,115
Peve_00042323,1206,528,766,754,2095
Peve_00042322,17,6,0,0,18
Peve_00042321,0,0,0,0,0
Peve_00042320,85,34,0,19,171
Peve_00042325,0,1,0,3,0
Peve_00042324,8,8,0,25,61
Peve_00025218,0,0,0,0,0
Peve_00009645,2066,270,94,996,3211
Peve_00009644,357,18,212,112,308
Peve_00009647,129,95,635,117,172
Peve_00009646,1994,1038,2574,656,3262
Peve_00009641,875,297,1381,436,1175
Peve_00009640,95,65,76,33,103
Peve_00009643,0,0,0,0,0
Peve_00009642,0,0,0,0,6
Peve_00009649,282,38,73,44,344
Peve_00009648,79,42,198,53,122
Peve_00007773,1089,739,120,1170,1403
Peve_00007772,1110,111,2048,707,1043
Peve_00035662,1064,151,2524,693,965
Peve_00007770,439,407,1352,646,522
Peve_00007777,8956,6169,3374,2705,9030
Peve_00007776,2916,566,16,18,2463
Peve_00007775,622,376,905,336,954
Peve_00007774,6,0,0,6,5
Peve_00035668,0,12,81,61,3
Peve_00035669,0,0,0,0,3
Peve_00007779,21,0,0,0,0
Peve_00007778,36,57,14,21,109
Peve_00010638,0,0,0,0,0
Peve_00025213,0,0,0,0,0
Peve_00004141,11,3,0,0,6
Peve_00009392,57,5,29,3,47
Peve_00009391,4,0,0,0,0
Peve_00009390,6,0,0,0,0
Peve_00009397,4,0,0,0,0
Peve_00004144,664,189,398,256,1284
Peve_00004147,20,0,85,0,49
Peve_00009394,5,0,0,0,0
Peve_00004149,1470,496,3762,2710,2052
Peve_00004148,300,6,497,508,865
Peve_00009399,0,0,0,0,0
Peve_00009398,0,0,0,11,0
Peve_00012805,7,0,228,12,0
Peve_00007489,16,0,0,0,78
Peve_00007488,9,6,0,1,56
Peve_00012804,0,2,187,0,56
Peve_00029078,13,20,113,0,0
Peve_00029079,77,28,114,32,96
Peve_00005988,0,0,0,2,0
Peve_00007481,1832,1069,3917,940,1778
Peve_00007480,290,4,858,594,627
Peve_00007483,0,0,153,0,0
Peve_00007482,86,0,481,66,128
Peve_00029070,1629,816,3151,1515,2376
Peve_00007484,41,29,0,0,19
Peve_00007487,6,23,0,0,23
Peve_00029073,0,5,0,0,0
Peve_00005438,0,0,0,0,9
Peve_00005439,1866,962,2731,362,850
Peve_00012801,0,0,113,0,3
Peve_00005432,0,6,0,6,0
Peve_00005433,0,0,0,0,0
Peve_00005430,0,0,0,0,0
Peve_00012800,0,0,85,0,47
Peve_00005436,52,2,174,31,206
Peve_00005437,0,0,126,3,26
Peve_00012700,185,0,292,85,34
Peve_00015573,19,0,0,0,294
Peve_00015570,653,150,1381,117,854
Peve_00005190,9,0,127,4,0
Peve_00015576,1,0,10,0,4
Peve_00015577,464,186,1740,371,743
Peve_00038623,0,8,0,7,0
Peve_00038622,0,16,0,0,0
Peve_00038621,0,7,0,18,1
Peve_00038627,0,41,0,44,0
Peve_00015574,454,876,1470,392,971
Peve_00038625,0,295,0,325,5
Peve_00023677,0,0,0,0,0
Peve_00038629,95,50,182,80,47
Peve_00015575,3267,1683,2007,1118,5315
Peve_00034133,180,162,44,70,381
Peve_00034132,0,2,0,0,2
Peve_00034130,233,288,223,986,1306
Peve_00034137,0,0,0,0,0
Peve_00034136,1122,239,1227,678,1422
Peve_00034135,1342,421,1204,705,1849
Peve_00034134,7849,2378,2056,6031,11093
Peve_00034139,0,95,80,18,89
Peve_00008938,10,0,0,0,8
Peve_00008939,48,0,415,0,142
Peve_00024157,8,0,0,0,24
Peve_00008930,0,0,0,0,21
Peve_00008931,0,0,0,0,423
Peve_00008932,0,0,0,0,49
Peve_00008933,530,258,415,287,703
Peve_00008934,154,80,357,57,99
Peve_00008935,20,0,435,29,13
Peve_00008936,241,46,225,339,84
Peve_00008937,7692,2962,6259,4942,7919
Peve_00006164,3,0,14,0,2
Peve_00006167,0,5,0,0,9
Peve_00006166,99,30,126,33,820
Peve_00006160,118,137,168,396,126
Peve_00006163,3138,318,4451,2333,2674
Peve_00006162,79,62,352,57,67
Peve_00006169,1154,267,1575,492,1497
Peve_00006168,2561,702,3954,1620,3679
Peve_00033709,25,14,181,26,108
Peve_00005193,0,0,0,0,0
Peve_00032478,47,0,0,0,0
Peve_00032474,88,119,147,9,53
Peve_00032475,0,0,0,0,0
Peve_00032476,0,0,0,0,0
Peve_00032477,3,0,0,0,0
Peve_00032472,0,0,0,0,14
Peve_00032473,61,0,169,7,0
Peve_00030909,1715,287,1966,482,0
Peve_00030902,39,26,25,22,26
Peve_00030903,60,9,123,0,0
Peve_00030900,182,40,464,87,158
Peve_00030901,95,78,305,82,195
Peve_00030906,26,23,17,3,35
Peve_00039248,259,153,587,357,382
Peve_00030904,0,0,0,0,0
Peve_00030905,0,0,0,0,0
Peve_00039249,20,9,0,0,21
Peve_00033706,9,0,22,2,36
Peve_00038301,0,0,0,2,0
Peve_00039245,19,15,66,0,42
Peve_00041353,0,0,0,0,0
Peve_00044185,51,51,123,96,127
Peve_00044184,10,0,12,21,19
Peve_00044187,4,0,20,0,0
Peve_00044186,2370,1007,3067,1578,1974
Peve_00036881,10,0,0,7,11
Peve_00036883,25,0,54,8,7
Peve_00036882,63,10,98,169,105
Peve_00036885,328,310,1068,307,466
Peve_00036884,47,54,0,70,70
Peve_00036887,0,0,0,16,6
Peve_00036886,40,84,112,34,125
Peve_00036889,0,0,0,0,0
Peve_00036888,0,0,0,4,42
Peve_00034951,70,0,153,20,46
Peve_00034950,0,0,0,0,0
Peve_00034953,346,133,424,123,732
Peve_00034952,0,0,0,0,0
Peve_00031358,100,43,541,47,232
Peve_00031359,102,31,40,46,104
Peve_00034957,43227,30188,44460,19329,52723
Peve_00034956,6867,2474,3236,4233,11242
Peve_00031354,8,3,0,2,0
Peve_00031355,0,0,0,0,124
Peve_00031356,28,0,0,0,12
Peve_00031357,158,79,110,44,157
Peve_00031350,28,1,15,25,33
Peve_00031351,11,0,0,0,56
Peve_00031352,388,335,1565,629,948
Peve_00031353,14,0,0,0,58
Peve_00008259,0,0,0,2,0
Peve_00008258,7,0,0,0,0
Peve_00008255,0,0,0,0,0
Peve_00008257,1668,1145,342,1505,14
Peve_00008256,0,0,0,4,0
Peve_00008252,0,0,0,0,0
Peve_00037021,0,347,0,0,0
Peve_00037022,0,0,0,72,5
Peve_00037023,39,13275,25,21,21
Peve_00037024,135,34,44,43,68
Peve_00038031,29,0,59,0,0
Peve_00008974,938,201,455,452,1348
Peve_00013468,1207,596,1920,735,1886
Peve_00013469,10,8,0,0,16
Peve_00008975,3991,2215,5197,2658,4319
Peve_00013462,52,0,85,96,83
Peve_00013463,48,73,156,61,28
Peve_00013460,0,0,0,0,0
Peve_00013461,35,0,0,7,8
Peve_00013466,59,97,279,76,133
Peve_00034287,56,53,260,6,71
Peve_00013464,240,132,724,222,140
Peve_00013465,480,280,768,291,517
Peve_00028065,138,134,415,219,202
Peve_00017518,4,0,82,0,13
Peve_00017519,74,0,140,21,48
Peve_00028060,1845,77,472,1423,573
Peve_00028061,70,24,49,21,60
Peve_00028062,25,5,56,42,48
Peve_00028063,778,328,1682,715,1198
Peve_00017512,13,657,20,4,68
Peve_00034281,1657,1546,4054,1571,9810
Peve_00017510,0,102,0,0,0
Peve_00017511,5,94,0,0,0
Peve_00017516,322,109,402,179,315
Peve_00017517,226,18,0,42,81
Peve_00017514,13,11,0,0,16
Peve_00034280,251,68,71,133,14
Peve_00008972,547,263,517,193,658
Peve_00040286,0,0,0,0,0
Peve_00008973,7277,2376,1475,3201,9239
Peve_00031828,127,12,0,81,52
Peve_00031829,11,0,140,79,111
Peve_00031826,5,17,10,37,212
Peve_00034289,0,15,0,9,4
Peve_00031824,6624,2194,3292,2385,15038
Peve_00031825,0,6,0,11,50
Peve_00031822,25292,3302,28832,16703,24885
Peve_00031823,4025,1502,3707,2472,4052
Peve_00031820,25,15,59,0,15
Peve_00031821,4,12,2,0,6
Peve_00040285,0,0,0,0,0
Peve_00012335,0,0,18,0,0
Peve_00012334,28,9,86,23,25
Peve_00012337,396,291,841,398,575
Peve_00012336,291,178,965,197,560
Peve_00012331,23,0,0,0,0
Peve_00012333,295,60,761,96,525
Peve_00012332,3,0,0,0,2
Peve_00012339,11,3,82,0,40
Peve_00012338,14,0,0,0,19
Peve_00040282,0,7,0,0,4
Peve_00011820,0,0,30,0,23
Peve_00011821,2,112,651,108,582
Peve_00011824,0,0,0,65,0
Peve_00011825,0,0,0,0,0
Peve_00011826,0,0,0,0,26
Peve_00011827,14,7,9,5,1
Peve_00037374,147,318,501,321,184
Peve_00037375,393,154,758,399,657
Peve_00021818,150,23,738,0,85
Peve_00037377,97,67,289,59,185
Peve_00037370,0,0,0,0,0
Peve_00037371,239,49,56,260,312
Peve_00037372,0,0,0,0,0
Peve_00021812,328,28,449,92,159
Peve_00021813,1530,1340,3916,1107,1984
Peve_00021810,10,10,93,0,0
Peve_00021811,30,0,0,0,32
Peve_00037378,1566,496,309,629,2310
Peve_00037379,1432,906,1786,894,1432
Peve_00021814,2150,2140,4781,2455,3102
Peve_00021815,192,106,320,159,662
Peve_00033464,63212,39656,52701,40259,71485
Peve_00033465,7197,3655,8288,4287,7254
Peve_00033466,0,0,5766,0,0
Peve_00033467,18973,8937,14416,10781,18089
Peve_00028053,311,53,613,239,339
Peve_00033461,4331,1752,3004,2214,3104
Peve_00033462,99957,71007,76730,36051,101923
Peve_00033463,22283,9598,14801,7094,22394
Peve_00033468,0,0,0,0,0
Peve_00033469,49396,24765,34684,24244,53283
Peve_00045177,0,0,0,0,0
Peve_00045176,398,178,114,199,481
Peve_00045175,291,234,310,163,487
Peve_00045174,0,0,0,0,0
Peve_00045172,0,0,0,0,0
Peve_00015934,0,0,0,0,0
Peve_00014624,0,0,10,17,4
Peve_00045179,0,3,0,0,0
Peve_00001187,0,0,0,0,0
Peve_00015585,0,0,0,0,0
Peve_00011172,6,29,1637,87,27
Peve_00011173,0,0,0,0,0
Peve_00011170,0,0,0,0,0
Peve_00011171,0,0,0,0,2
Peve_00011176,1017,77,442,569,65
Peve_00011177,541,119,3,243,304
Peve_00011174,36,184,1219,58,36
Peve_00014629,168,30,331,68,80
Peve_00011178,634,160,682,244,322
Peve_00011179,0,21,128,13,33
Peve_00019189,0,14,0,0,0
Peve_00014628,11,0,0,0,6
Peve_00010889,12,0,0,6,8
Peve_00010881,0,0,0,0,0
Peve_00010882,524,98,905,778,650
Peve_00010885,9,0,0,0,1
Peve_00010887,19,0,0,0,3
Peve_00020073,530,116,3377,897,496
Peve_00020072,7,0,22,5,0
Peve_00020071,131,83,221,34,104
Peve_00020070,0,0,0,0,0
Peve_00020077,0,37,291,41,48
Peve_00020076,100,8,46,6,3154
Peve_00020075,148,46,722,20,59
Peve_00020074,266,63,1383,329,211
Peve_00020078,173,90,351,128,316
Peve_00019181,3042,1838,4509,1673,3432
Peve_00024943,0,0,0,0,0
Peve_00013044,5,0,0,0,0
Peve_00024941,46,31,13,82,87
Peve_00019180,0,0,0,0,0
Peve_00024947,0,0,0,0,8
Peve_00024946,0,0,0,0,0
Peve_00024945,156,161,347,296,740
Peve_00013045,0,0,0,0,0
Peve_00044614,0,0,0,39,0
Peve_00024949,0,0,0,0,0
Peve_00024948,1296,76,1090,31,0
Peve_00013046,49,46,140,82,68
Peve_00026893,0,0,0,0,0
Peve_00043431,0,0,0,0,15
Peve_00043432,0,1,6,0,0
Peve_00043433,29,0,183,0,71
Peve_00043434,22,0,169,7,3
Peve_00043435,19,12,171,10,16
Peve_00043436,45,13,85,2,16
Peve_00043437,141,50,424,105,166
Peve_00043438,0,0,0,0,7
Peve_00013040,65,21,63,30,91
Peve_00026899,0,0,0,0,9
Peve_00026898,0,0,46,0,0
Peve_00013041,15,0,0,0,28
Peve_00020389,141,125,736,88,213
Peve_00020388,263,319,44,92,127
Peve_00027760,0,0,0,0,0
Peve_00027761,0,0,22,0,2
Peve_00027766,2294,805,846,954,2117
Peve_00013042,5,2,0,0,4
Peve_00027764,0,0,0,0,0
Peve_00027765,336,151,561,288,579
Peve_00020381,45,0,222,0,41
Peve_00020380,319,52,291,209,218
Peve_00020383,5,0,0,2,4
Peve_00013043,87,20,73,35,129
Peve_00020385,288,0,133,20,24
Peve_00020384,925,209,1072,1433,5334
Peve_00020387,42,39,212,31,197
Peve_00020386,0,0,74,15,0
Peve_00024499,63,6,648,70,0
Peve_00024498,1034,38,258,711,330
Peve_00024491,213,30,113,42,21
Peve_00024490,0,0,0,92,220
Peve_00024492,276,50,494,80,160
Peve_00024495,0,0,20,11,11
Peve_00024494,167,19,409,83,217
Peve_00024497,82,73,541,63,0
Peve_00024496,532,28,107,472,160
Peve_00010229,28,3,0,6,29
Peve_00010225,0,0,0,0,0
Peve_00010224,0,0,0,0,0
Peve_00010227,6,0,9,0,9
Peve_00010221,0,0,0,0,0
Peve_00010220,12,0,0,0,0
Peve_00004236,0,9,0,0,0
Peve_00010222,11,0,17,0,16
Peve_00021382,184,148,1177,161,411
Peve_00021383,3226,946,12,1698,0
Peve_00021380,133,144,45,57,177
Peve_00021381,839,167,1145,287,1119
Peve_00021386,26,3,2,0,8
Peve_00021384,34,17,232,0,135
Peve_00021385,171,36,117,70,141
Peve_00021388,158,20,35,43,54
Peve_00021389,49,3,45,22,108
Peve_00024239,2,0,0,0,0
Peve_00024238,24,0,0,3,0
Peve_00024235,53,0,188,27,0
Peve_00024234,0,0,0,0,0
Peve_00024237,97,9,136,137,120
Peve_00024236,74,36,313,112,39
Peve_00024231,14,0,123,0,0
Peve_00024233,0,0,0,0,0
Peve_00024232,126,2,186,54,46
Peve_00000930,0,0,0,0,0
Peve_00021039,29,47,9,18,60
Peve_00000933,0,0,0,0,0
Peve_00000934,52,0,27,42,62
Peve_00000935,0,0,0,0,0
Peve_00000936,127,6,10,197,225
Peve_00000937,98,0,77,432,165
Peve_00000938,266,96,291,290,221
Peve_00000939,0,22,220,19,21
Peve_00021032,142,16,750,35,529
Peve_00021033,32,86,94,76,27
Peve_00021034,13,20,0,0,15
Peve_00021035,267,176,134,128,266
Peve_00021036,3675,0,0,0,0
Peve_00021037,98,6,343,104,145
Peve_00025728,72,69,500,45,7
Peve_00025729,0,0,0,9,0
Peve_00006469,0,0,0,0,0
Peve_00030244,0,0,0,0,0
Peve_00025720,0,0,0,0,0
Peve_00025721,0,0,65,0,0
Peve_00025722,110,42,432,14,46
Peve_00025723,35,23,124,63,15
Peve_00041967,0,0,0,0,10
Peve_00025726,4201,2746,7350,2600,134
Peve_00025727,0,0,0,10,0
Peve_00009632,0,0,0,0,0
Peve_00040312,41,9,40,35,33
Peve_00040313,4,0,0,0,0
Peve_00040314,24,0,9,11,13
Peve_00040315,793,568,1809,607,1274
Peve_00040316,51,20,335,26,25
Peve_00040317,0,0,0,0,0
Peve_00040318,0,0,0,0,0
Peve_00040319,352,73,485,137,515
Peve_00030248,12,0,0,29,3
Peve_00016708,0,0,0,0,0
Peve_00016709,361,2,3,0,616
Peve_00013149,1,0,0,0,0
Peve_00013148,0,0,0,0,0
Peve_00016319,2144,267,6339,2662,2340
Peve_00016318,47,69,233,66,99
Peve_00016317,438,164,801,145,1012
Peve_00016316,59,13,74,22,45
Peve_00016315,29573,18176,32846,15268,32871
Peve_00016314,0,0,0,0,0
Peve_00016313,1,2,0,2,1
Peve_00016312,0,0,0,0,0
Peve_00016311,5,2,0,2,10
Peve_00016310,550,309,2121,453,952
Peve_00019451,421,108,790,142,565
Peve_00026569,0,0,0,0,0
Peve_00026568,0,0,0,0,0
Peve_00019450,6856,4043,21644,6047,12282
Peve_00026563,1726,794,2884,1169,2315
Peve_00026562,11894,4236,17020,6828,17641
Peve_00026561,1111,672,1619,440,1676
Peve_00026560,114,124,196,91,335
Peve_00026567,1516,864,2832,1246,2483
Peve_00026566,770,125,720,164,318
Peve_00026565,466,265,1518,296,518
Peve_00026564,79,16,0,58,100
Peve_00019452,0,0,0,0,0
Peve_00016702,3945,1193,1201,1313,3865
Peve_00036852,0,0,67,0,0
Peve_00016703,36,135,29,15,0
Peve_00019454,5455,2568,4395,3633,5486
Peve_00019457,203,21,156,238,83
Peve_00019456,861,497,803,522,3005
Peve_00013852,199,165,332,94,194
Peve_00004899,0,0,25,0,0
Peve_00004898,38,0,145,0,15
Peve_00004893,57,30,233,49,139
Peve_00004892,23,0,0,21,20
Peve_00004891,398,215,935,143,216
Peve_00004890,127,16,0,17,23
Peve_00004897,1959,1034,2690,1375,2259
Peve_00004896,13278,3359,3470,2537,15963
Peve_00004895,19,13,146,10,186
Peve_00004894,3400,2114,4595,1748,11364
Peve_00020802,0,0,0,0,0
Peve_00020803,486,291,344,291,740
Peve_00020800,973,49,130,666,640
Peve_00020801,81,2,0,110,84
Peve_00020806,0,0,0,0,0
Peve_00020804,5,0,0,19,28
Peve_00020805,0,0,0,0,7
Peve_00020808,0,0,0,0,0
Peve_00040862,16,0,9,3,35
Peve_00040863,0,0,0,0,0
Peve_00040860,343,98,842,165,280
Peve_00040861,48,85,575,108,62
Peve_00040866,195,132,592,53,483
Peve_00040867,7888,6956,6169,5009,23630
Peve_00040864,7,4,0,14,0
Peve_00040865,5077,1714,5151,1956,10066
Peve_00040868,166,138,545,307,466
Peve_00040869,236,11,41,157,245
Peve_00041199,0,14,0,0,0
Peve_00004760,72,124,113,57,266
Peve_00004763,53,11,0,13,109
Peve_00004762,18,20,0,9,71
Peve_00004765,52,43,311,35,54
Peve_00004764,100,0,178,0,343
Peve_00004767,67,24,135,25,32
Peve_00004766,200,111,272,224,439
Peve_00004769,32,34,114,3,12
Peve_00041190,0,154,0,0,112
Peve_00015664,38,19,31,16,19
Peve_00015665,0,0,0,0,0
Peve_00015662,68,22,36,17,68
Peve_00015663,0,0,0,0,0
Peve_00044341,0,0,0,0,8
Peve_00044340,140,20,215,65,113
Peve_00002392,0,0,0,0,0
Peve_00002393,0,0,0,0,0
Peve_00002390,149,84,118,27,204
Peve_00002391,106,89,32,87,104
Peve_00002396,0,0,48,14,7
Peve_00002397,61,31,246,106,109
Peve_00002394,174,108,615,16,344
Peve_00002395,0,0,0,31,26
Peve_00002398,870,464,1706,671,1115
Peve_00002399,157,48,222,101,66
Peve_00040832,0,0,0,0,6
Peve_00002648,270,278,715,216,391
Peve_00002649,266,96,455,0,181
Peve_00002640,1527,596,1965,586,1619
Peve_00002641,0,0,0,0,0
Peve_00002642,0,22,0,0,0
Peve_00002643,164,118,881,134,194
Peve_00002644,214,147,584,286,211
Peve_00002645,207,0,755,307,206
Peve_00002646,2448,772,1724,1212,2555
Peve_00002647,160,60,497,195,270
Peve_00005380,7,7,116,6,33
Peve_00005382,0,0,0,0,0
Peve_00005383,98,28,911,49,222
Peve_00005384,25,0,40,8,16
Peve_00005385,137,10,259,16,103
Peve_00005386,9,0,176,0,18
Peve_00005388,233,11,504,52,177
Peve_00005389,256,102,971,84,328
Peve_00041739,1836,897,1341,755,2398
Peve_00041738,266,312,814,198,325
Peve_00018311,38,0,32,11,150
Peve_00018310,0,0,0,0,34
Peve_00041737,464,552,810,283,455
Peve_00041736,0,0,0,0,0
Peve_00041731,2077,1324,1955,1308,2649
Peve_00041730,6,10,418,11,120
Peve_00041733,909,1039,1761,471,1020
Peve_00041732,988,467,581,483,1659
Peve_00035541,30,16,263,4,48
Peve_00037380,0,0,0,0,0
Peve_00035540,867,86,1508,319,1458
Peve_00014994,775,613,706,723,1056
Peve_00042428,0,0,0,0,0
Peve_00042429,60,11,56,73,55
Peve_00035542,112,86,307,68,61
Peve_00008099,5,18,232,20,20
Peve_00042111,2,0,0,0,5
Peve_00008097,92,108,166,0,18
Peve_00042421,0,0,0,0,0
Peve_00042422,0,0,0,0,0
Peve_00042423,278,94,252,121,205
Peve_00008093,377,240,347,99,454
Peve_00045324,6,0,0,0,0
Peve_00008091,8,0,18,20,32
Peve_00008090,184,54,288,79,181
Peve_00043779,0,0,0,0,1
Peve_00045325,0,0,0,0,0
Peve_00043773,0,0,0,0,0
Peve_00045322,10,0,0,0,9
Peve_00043771,0,0,0,0,0
Peve_00030794,111,0,316,32,151
Peve_00043777,0,0,0,0,0
Peve_00043776,34,10,73,0,0
Peve_00043775,12,0,0,6,2
Peve_00043774,1,0,0,0,1
Peve_00045321,83,42,105,25,156
Peve_00037382,3,0,0,0,0
Peve_00029985,0,0,19,0,0
Peve_00023160,735,500,1705,1348,1334
Peve_00023161,166,58,84,35,267
Peve_00029988,0,0,0,0,0
Peve_00003519,0,0,0,0,0
Peve_00011690,0,0,0,0,0
Peve_00005244,0,0,0,0,0
Peve_00003513,321,55,115,104,678
Peve_00003512,0,0,0,0,0
Peve_00003511,6,4,0,0,9
Peve_00003510,64,16,56,135,96
Peve_00003517,5,5,0,17,14
Peve_00003516,0,0,0,0,0
Peve_00013858,0,4,0,0,0
Peve_00009054,0,0,0,0,0
Peve_00009055,0,0,0,0,0
Peve_00009056,38,32,220,0,0
Peve_00009050,0,36,547,0,0
Peve_00009051,1734,633,3095,784,2190
Peve_00009052,3989,1642,5441,3338,4152
Peve_00009053,0,0,0,0,0
Peve_00009058,4,0,275,11,0
Peve_00009059,0,0,0,0,0
Peve_00001601,0,0,37,0,72
Peve_00001600,1326,284,1693,518,1133
Peve_00001603,0,0,0,0,0
Peve_00028265,0,0,0,0,0
Peve_00001605,59,0,47,59,45
Peve_00001604,166,10,273,33,208
Peve_00001607,0,0,0,0,0
Peve_00001606,133,24,568,126,147
Peve_00001609,1,0,0,0,0
Peve_00001608,0,0,0,0,0
Peve_00028268,263,33,139,73,161
Peve_00028269,0,0,0,0,0
Peve_00023500,11,0,0,0,0
Peve_00019958,274,320,539,175,393
Peve_00019959,0,3,0,0,0
Peve_00019950,604,566,602,318,548
Peve_00019951,4116,903,2653,1732,3733
Peve_00019952,110,48,352,173,318
Peve_00019954,57,51,0,0,61
Peve_00036083,9,4,0,0,0
Peve_00019956,320,281,1506,450,471
Peve_00019957,29,6,260,31,42
Peve_00036082,6,14,7,33,44
Peve_00043866,0,0,0,0,22
Peve_00035145,26,0,113,25,57
Peve_00035144,572,205,1173,193,500
Peve_00035147,1509,193,472,286,691
Peve_00035146,304,76,259,113,198
Peve_00030313,74,0,0,9,30
Peve_00035140,140,71,47,12,104
Peve_00030311,0,0,0,0,21
Peve_00035142,122,50,237,21,154
Peve_00004274,0,0,0,0,0
Peve_00035149,5,0,0,0,0
Peve_00035148,626,87,225,153,237
Peve_00030318,19,9,17,4,9
Peve_00038120,17,0,21,14,44
Peve_00038121,827,185,1560,573,990
Peve_00038122,369,335,233,171,754
Peve_00038123,30,0,0,0,10
Peve_00038124,171,104,673,173,450
Peve_00038125,185,169,1065,138,199
Peve_00038126,405,63,396,124,343
Peve_00038127,1160,1684,701,652,1349
Peve_00038128,470,32,749,454,976
Peve_00038129,16,0,0,0,17
Peve_00013189,0,0,0,0,0
Peve_00043869,1591,310,2465,2135,2338
Peve_00043868,139,42,71,15,43
Peve_00035493,168,111,128,83,192
Peve_00007523,50,3,0,16,12
Peve_00035491,0,0,0,0,0
Peve_00007521,19,0,66,0,15
Peve_00007526,0,0,2,0,0
Peve_00035496,0,0,0,0,0
Peve_00007524,0,0,0,0,0
Peve_00035494,520,321,1623,480,848
Peve_00035498,0,0,0,0,0
Peve_00006502,729,793,323,519,512
Peve_00029609,0,164,19,0,496
Peve_00029608,1287,559,2269,522,1156
Peve_00029606,108,105,246,45,83
Peve_00029605,175,92,136,97,263
Peve_00029604,106,25,29,0,24
Peve_00029603,11,16,94,11,17
Peve_00029602,46,48,18,0,32
Peve_00029601,0,0,0,0,0
Peve_00029600,0,0,0,0,0
Peve_00038784,62,16,33,3,49
Peve_00038785,158,103,184,84,122
Peve_00005607,202,34,431,53,307
Peve_00038787,67,0,0,5,81
Peve_00038780,352,36,0,84,891
Peve_00038781,63,43,0,75,32
Peve_00038782,170,137,1562,385,173
Peve_00038783,318,354,502,199,420
Peve_00005609,96,0,191,25,233
Peve_00038789,62,35,278,57,36
Peve_00033666,0,0,0,0,16
Peve_00033667,0,0,0,0,0
Peve_00033664,16,55,0,4,0
Peve_00033665,5,19,2,0,0
Peve_00033662,0,0,0,0,0
Peve_00033663,0,0,0,0,0
Peve_00033660,1336,322,1538,434,916
Peve_00033661,162,0,0,0,0
