Orthogroup	Species	Pocillopora_meandrina_HIv1.genes.pep	Orthologs
OG0014114	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24411.t1	Peve_00032677
OG0014114	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24411.t1	FUN_031641-T1
OG0014115	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5693.t1	FUN_031642-T1
OG0014115	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5693.t1	Peve_00032678
OG0014116	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5686.t1	FUN_031643-T1
OG0014116	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5686.t1	Peve_00043580
OG0014117	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5685.t1	Peve_00043582
OG0014117	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5685.t1	FUN_031644-T1
OG0014118	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24404.t1	FUN_031645-T1
OG0014118	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24404.t1	Peve_00043583
OG0014119	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5683.t1	FUN_031646-T1
OG0014119	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5683.t1	Peve_00043571
OG0014120	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5681.t1	FUN_031648-T1
OG0014120	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5681.t1	Peve_00043574
OG0014121	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24400.t2a	Peve_00043575
OG0014121	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24400.t2a	FUN_031649-T1
OG0014122	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24400.t2b	FUN_031650-T1
OG0014122	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24400.t2b	Peve_00043578
OG0014123	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5677.t1	FUN_031651-T1
OG0014123	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5677.t1	Peve_00017754
OG0014124	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5674.t1a	Peve_00017752
OG0014124	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5674.t1a	FUN_031653-T1
OG0014125	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5666.t1	FUN_031665-T3
OG0014125	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5666.t1	Peve_00015111
OG0014126	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5665.t4	FUN_031666-T1
OG0014126	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5665.t4	Peve_00015110
OG0014127	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24371.t1	Peve_00015108
OG0014127	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24371.t1	FUN_031667-T1
OG0014128	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5726.t1	Peve_00026337
OG0014128	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5726.t1	FUN_031669-T1
OG0014129	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5745.t1	FUN_031678-T1
OG0014129	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5745.t1	Peve_00012833
OG0014130	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24464.t2	Peve_00012832
OG0014130	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24464.t2	FUN_031679-T1
OG0014131	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5779.t1	FUN_031683-T1
OG0014131	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5779.t1	Peve_00013837
OG0014132	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5778.t1	FUN_031684-T1
OG0014132	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5778.t1	Peve_00013836
OG0014133	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5776.t1	FUN_031686-T1
OG0014133	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5776.t1	Peve_00013838
OG0014134	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5768.t1	Peve_00008190
OG0014134	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5768.t1	FUN_031688-T1
OG0014136	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5767.t1	FUN_031696-T1
OG0014136	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5767.t1	Peve_00008196
OG0014137	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24481.t1a	Peve_00008197
OG0014137	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24481.t1a	FUN_031697-T1
OG0014138	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24481.t1b	FUN_031698-T1
OG0014138	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24481.t1b	Peve_00008191
OG0014139	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5761.t1	Peve_00029680
OG0014139	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5761.t1	FUN_031702-T1
OG0014140	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24476.t1a	FUN_031705-T1
OG0014140	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24476.t1a	Peve_00018220
OG0014141	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5756.t1	Peve_00002669
OG0014141	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5756.t1	FUN_031708-T1
OG0014142	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5755.t1	FUN_031709-T1
OG0014142	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5755.t1	Peve_00002668
OG0014143	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5753.t1a	Peve_00002662
OG0014143	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5753.t1a	FUN_031711-T1
OG0014144	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5450.t1	Peve_00002661
OG0014144	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5450.t1	FUN_031712-T1
OG0014145	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5451.t1	Peve_00002672
OG0014145	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5451.t1	FUN_031713-T1
OG0014146	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5452.t1	FUN_031714-T1
OG0014146	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5452.t1	Peve_00025698
OG0014147	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5460.t1	FUN_031715-T1
OG0014147	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5460.t1	Peve_00039096
OG0014148	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24210.t1	FUN_031724-T1
OG0014148	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24210.t1	Peve_00000894
OG0014149	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5493.t1	Peve_00040632
OG0014149	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5493.t1	FUN_031725-T1
OG0014150	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5506.t1	FUN_031726-T1
OG0014150	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5506.t1	Peve_00040633
OG0014151	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5508.t1	FUN_031731-T1
OG0014151	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5508.t1	Peve_00029895
OG0014152	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5510.t1	Peve_00029893
OG0014152	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5510.t1	FUN_031733-T1
OG0014153	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5511.t1	FUN_031734-T1
OG0014153	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5511.t1	Peve_00043416
OG0014154	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5512.t1c	Peve_00043415
OG0014154	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5512.t1c	FUN_031735-T1
OG0014155	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5512.t1a	FUN_031736-T1
OG0014155	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5512.t1a	Peve_00043414
OG0014156	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5513.t1	Peve_00043413
OG0014156	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5513.t1	FUN_031738-T1
OG0014157	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5514.t1	FUN_031739-T1
OG0014157	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5514.t1	Peve_00043412
OG0014158	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5525.t1	FUN_031741-T1
OG0014158	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5525.t1	Peve_00043410
OG0014159	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24248.t1, Pocillopora_meandrina_HIv1___RNAseq.g5529.t1	FUN_031747-T1
OG0014160	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5531.t1	Peve_00045071
OG0014160	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5531.t1	FUN_031748-T1
OG0014161	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5534.t1	FUN_031751-T1
OG0014161	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5534.t1	Peve_00023211
OG0014162	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5535.t1	FUN_031752-T1
OG0014162	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5535.t1	Peve_00023214
OG0014163	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5536.t1	Peve_00023213
OG0014163	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5536.t1	FUN_031753-T1
OG0014164	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5545.t1	FUN_031757-T1
OG0014164	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5545.t1	Peve_00010422
OG0014165	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5563.t1	FUN_031780-T1
OG0014165	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5563.t1	Peve_00010423
OG0014166	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24284.t1	Peve_00010425
OG0014166	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24284.t1	FUN_031781-T1
OG0014167	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5565.t1	FUN_031782-T1
OG0014167	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5565.t1	Peve_00010427
OG0014168	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5566.t1	FUN_031783-T1
OG0014168	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5566.t1	Peve_00010428
OG0014169	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24287.t1	Peve_00010429
OG0014169	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24287.t1	FUN_031784-T1
OG0014170	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g29845.t1	Peve_00037108
OG0014170	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g29845.t1	FUN_031786-T1
OG0014171	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5570.t1	FUN_031788-T1
OG0014171	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5570.t1	Peve_00019329
OG0014172	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5569.t1	Peve_00019327
OG0014172	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5569.t1	FUN_031789-T1
OG0014173	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24291.t1	FUN_031790-T1
OG0014173	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24291.t1	Peve_00019330
OG0014174	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5572.t1	FUN_031791-T1
OG0014174	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5572.t1	Peve_00019321
OG0014175	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5589.t1	Peve_00030270
OG0014175	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5589.t1	FUN_031802-T1
OG0014176	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5595.t1	FUN_031819-T1
OG0014176	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5595.t1	Peve_00030275
OG0014177	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24318.t1	FUN_031834-T1
OG0014177	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24318.t1	Peve_00030278
OG0014178	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5598.t1	Peve_00030279
OG0014178	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5598.t1	FUN_031838-T1
OG0014179	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24321.t1	FUN_031843-T1
OG0014179	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24321.t1	Peve_00030282
OG0014180	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5601.t1	Peve_00030284
OG0014180	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5601.t1	FUN_031845-T1
OG0014182	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5607.t1	FUN_031848-T1
OG0014182	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5607.t1	Peve_00030290
OG0014183	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5608.t1	Peve_00030292
OG0014183	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5608.t1	FUN_031849-T1
OG0014184	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5613.t1	Peve_00030297
OG0014184	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5613.t1	FUN_031851-T1
OG0014185	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5616.t1	FUN_031854-T1
OG0014185	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5616.t1	Peve_00038987
OG0014186	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5630.t1	FUN_031856-T1
OG0014186	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5630.t1	Peve_00011072
OG0014187	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5631.t4	FUN_031860-T1
OG0014187	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5631.t4	Peve_00011073
OG0014188	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5648.t1	FUN_031870-T1
OG0014188	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5648.t1	Peve_00012646
OG0014189	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5445.t1a	FUN_031875-T1
OG0014189	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5445.t1a	Peve_00012649
OG0014190	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5446.t1	Peve_00012647
OG0014190	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5446.t1	FUN_031876-T1
OG0014191	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5447.t1	Peve_00012644
OG0014191	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5447.t1	FUN_031877-T1
OG0014192	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24761.t1	FUN_031878-T1
OG0014192	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24761.t1	Peve_00031835
OG0014193	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g6049.t1	Peve_00031834
OG0014193	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g6049.t1	FUN_031882-T1
OG0014194	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g6051.t1	FUN_031887-T1
OG0014194	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g6051.t1	Peve_00031832
OG0014195	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g6060.t1	FUN_031894-T1
OG0014195	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g6060.t1	Peve_00031826
OG0014196	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g6059.t1	FUN_031895-T1
OG0014196	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g6059.t1	Peve_00031824
OG0014197	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17917.t1	Peve_00013255
OG0014197	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17917.t1	FUN_031896-T2
OG0014198	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17916.t1	Peve_00013256
OG0014198	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17916.t1	FUN_031898-T1
OG0014199	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.21387_t	FUN_031900-T1
OG0014199	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.21387_t	Peve_00037707
OG0014200	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30038.t1	FUN_031901-T1
OG0014200	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30038.t1	Peve_00037704
OG0014201	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30040.t1	Peve_00037702
OG0014201	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30040.t1	FUN_031903-T1
OG0014202	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30042.t1	Peve_00037699
OG0014202	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30042.t1	FUN_031907-T1
OG0014203	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g3315.t1	FUN_031915-T1, FUN_031915-T2
OG0014204	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30190.t1	Peve_00013257
OG0014204	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30190.t1	FUN_031916-T1
OG0014205	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30047.t1	FUN_031920-T1
OG0014205	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30047.t1	Peve_00040655
OG0014206	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30046.t1	Peve_00040661
OG0014206	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30046.t1	FUN_031921-T1
OG0014207	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g18234.t1	Peve_00004241
OG0014207	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g18234.t1	FUN_031926-T1
OG0014208	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g18295.t1	Peve_00004242
OG0014208	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g18295.t1	FUN_031927-T1
OG0014209	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g18236.t1	Peve_00004239
OG0014209	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g18236.t1	FUN_031929-T1
OG0014210	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g18237.t1	FUN_031930-T1
OG0014210	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g18237.t1	Peve_00004237
OG0014211	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g18238.t1	Peve_00004235
OG0014211	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g18238.t1	FUN_031931-T1
OG0014212	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g18219.t1	FUN_031934-T1
OG0014212	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g18219.t1	Peve_00035174
OG0014213	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g21206.t1	Peve_00035173
OG0014213	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g21206.t1	FUN_031935-T1
OG0014214	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g18209.t1	Peve_00024800
OG0014214	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g18209.t1	FUN_031939-T1
OG0014215	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g18206.t1	FUN_031942-T1
OG0014215	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g18206.t1	Peve_00024803
OG0014216	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g18205.t1	Peve_00031842
OG0014216	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g18205.t1	FUN_031943-T1
OG0014217	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g18204.t2	FUN_031944-T1
OG0014217	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g18204.t2	Peve_00031843
OG0014218	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g6066.t1	FUN_031945-T1
OG0014218	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g6066.t1	Peve_00031844
OG0014219	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g6064.t1	FUN_031947-T1
OG0014219	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g6064.t1	Peve_00031821
OG0014220	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g6063.t2	FUN_031949-T1
OG0014220	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g6063.t2	Peve_00031822
OG0014221	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g6062.t1	FUN_031950-T1
OG0014221	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g6062.t1	Peve_00031823
OG0014222	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g20904.t2	FUN_031953-T1
OG0014222	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g20904.t2	Peve_00013254
OG0014223	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30201.t1	Peve_00013253
OG0014223	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30201.t1	FUN_031954-T1
OG0014224	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g22498.t1	Peve_00013252
OG0014224	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g22498.t1	FUN_031957-T1
OG0014225	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30203.t1	FUN_031966-T1
OG0014225	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30203.t1	Peve_00043673
OG0014226	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17806.t1	Peve_00013260
OG0014226	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17806.t1	FUN_031967-T1
OG0014227	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30205.t1	Peve_00043665
OG0014227	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30205.t1	FUN_031971-T1
OG0014228	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g22502.t1	FUN_031972-T1
OG0014228	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g22502.t1	Peve_00043663
OG0014229	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30207.t1	FUN_031973-T1, FUN_031973-T2
OG0014230	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.27566_t	Peve_00043634
OG0014230	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.27566_t	FUN_031975-T1
OG0014231	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30254.t1	Peve_00043633
OG0014231	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30254.t1	FUN_031976-T1
OG0014232	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30256.t2	FUN_031981-T1
OG0014232	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30256.t2	Peve_00028816
OG0014233	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30257.t1	Peve_00028815
OG0014233	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30257.t1	FUN_031982-T1
