Orthogroup	Species	Apulchra-genome.pep	Orthologs
OG0011975	Pocillopora_meandrina_HIv1.genes.pep	FUN_017889-T1	Pocillopora_meandrina_HIv1___RNAseq.g9667.t1
OG0011975	Porites_evermanni_v1.annot.pep	FUN_017889-T1	Peve_00001917
OG0011976	Pocillopora_meandrina_HIv1.genes.pep	FUN_017890-T1	Pocillopora_meandrina_HIv1___RNAseq.g9666.t1
OG0011976	Porites_evermanni_v1.annot.pep	FUN_017890-T1	Peve_00019164
OG0011977	Porites_evermanni_v1.annot.pep	FUN_017891-T1	Peve_00019165
OG0011977	Pocillopora_meandrina_HIv1.genes.pep	FUN_017891-T1	Pocillopora_meandrina_HIv1___TS.g23200.t2
OG0011978	Pocillopora_meandrina_HIv1.genes.pep	FUN_017893-T1	Pocillopora_meandrina_HIv1___RNAseq.g9662.t1
OG0011978	Porites_evermanni_v1.annot.pep	FUN_017893-T1	Peve_00019166
OG0011979	Porites_evermanni_v1.annot.pep	FUN_017896-T1	Peve_00000236
OG0011979	Pocillopora_meandrina_HIv1.genes.pep	FUN_017896-T1	Pocillopora_meandrina_HIv1___RNAseq.g344.t1
OG0011980	Porites_evermanni_v1.annot.pep	FUN_017897-T1	Peve_00000237
OG0011980	Pocillopora_meandrina_HIv1.genes.pep	FUN_017897-T1	Pocillopora_meandrina_HIv1___RNAseq.g343.t1
OG0011981	Pocillopora_meandrina_HIv1.genes.pep	FUN_017899-T1	Pocillopora_meandrina_HIv1___RNAseq.g341.t1
OG0011981	Porites_evermanni_v1.annot.pep	FUN_017899-T1	Peve_00000241
OG0011982	Pocillopora_meandrina_HIv1.genes.pep	FUN_017902-T1	Pocillopora_meandrina_HIv1___RNAseq.g336.t1
OG0011982	Porites_evermanni_v1.annot.pep	FUN_017902-T1	Peve_00025079
OG0011983	Pocillopora_meandrina_HIv1.genes.pep	FUN_017915-T1	Pocillopora_meandrina_HIv1___RNAseq.g332.t1
OG0011983	Porites_evermanni_v1.annot.pep	FUN_017915-T1	Peve_00017903
OG0011984	Porites_evermanni_v1.annot.pep	FUN_017916-T1	Peve_00025080
OG0011984	Pocillopora_meandrina_HIv1.genes.pep	FUN_017916-T1	Pocillopora_meandrina_HIv1___RNAseq.g333.t1
OG0011985	Pocillopora_meandrina_HIv1.genes.pep	FUN_017917-T1	Pocillopora_meandrina_HIv1___RNAseq.g329.t1
OG0011985	Porites_evermanni_v1.annot.pep	FUN_017917-T1	Peve_00013070
OG0011986	Pocillopora_meandrina_HIv1.genes.pep	FUN_017919-T1	Pocillopora_meandrina_HIv1___RNAseq.g312.t1
OG0011986	Porites_evermanni_v1.annot.pep	FUN_017919-T1	Peve_00005940
OG0011987	Pocillopora_meandrina_HIv1.genes.pep	FUN_017923-T1	Pocillopora_meandrina_HIv1___TS.g7057.t1
OG0011987	Porites_evermanni_v1.annot.pep	FUN_017923-T1	Peve_00015799
OG0011988	Pocillopora_meandrina_HIv1.genes.pep	FUN_017924-T1	Pocillopora_meandrina_HIv1___TS.g7056.t1
OG0011988	Porites_evermanni_v1.annot.pep	FUN_017924-T1	Peve_00035877
OG0011989	Porites_evermanni_v1.annot.pep	FUN_017929-T1	Peve_00001599
OG0011989	Pocillopora_meandrina_HIv1.genes.pep	FUN_017929-T1	Pocillopora_meandrina_HIv1___RNAseq.g283.t1
OG0011990	Pocillopora_meandrina_HIv1.genes.pep	FUN_017932-T1	Pocillopora_meandrina_HIv1___RNAseq.g393.t1
OG0011990	Porites_evermanni_v1.annot.pep	FUN_017932-T1	Peve_00001593
OG0011991	Pocillopora_meandrina_HIv1.genes.pep	FUN_017935-T1	Pocillopora_meandrina_HIv1___RNAseq.g394.t1
OG0011991	Porites_evermanni_v1.annot.pep	FUN_017935-T1	Peve_00001592
OG0011992	Porites_evermanni_v1.annot.pep	FUN_017936-T1	Peve_00001591
OG0011992	Pocillopora_meandrina_HIv1.genes.pep	FUN_017936-T1	Pocillopora_meandrina_HIv1___RNAseq.g395.t1
OG0011993	Pocillopora_meandrina_HIv1.genes.pep	FUN_017938-T1	Pocillopora_meandrina_HIv1___RNAseq.g218.t1
OG0011993	Porites_evermanni_v1.annot.pep	FUN_017938-T1	Peve_00001589
OG0011994	Porites_evermanni_v1.annot.pep	FUN_017939-T1	Peve_00001588
OG0011994	Pocillopora_meandrina_HIv1.genes.pep	FUN_017939-T1	Pocillopora_meandrina_HIv1___RNAseq.g219.t1
OG0011995	Pocillopora_meandrina_HIv1.genes.pep	FUN_017941-T1	Pocillopora_meandrina_HIv1___RNAseq.g221.t1
OG0011995	Porites_evermanni_v1.annot.pep	FUN_017941-T1	Peve_00001585
OG0011996	Porites_evermanni_v1.annot.pep	FUN_017947-T1	Peve_00000380
OG0011996	Pocillopora_meandrina_HIv1.genes.pep	FUN_017947-T1	Pocillopora_meandrina_HIv1___RNAseq.g25233.t1
OG0011997	Pocillopora_meandrina_HIv1.genes.pep	FUN_017948-T1	Pocillopora_meandrina_HIv1___RNAseq.g25232.t1
OG0011997	Porites_evermanni_v1.annot.pep	FUN_017948-T1	Peve_00000381
OG0011998	Porites_evermanni_v1.annot.pep	FUN_017949-T1	Peve_00000379
OG0011998	Pocillopora_meandrina_HIv1.genes.pep	FUN_017949-T1	Pocillopora_meandrina_HIv1___RNAseq.g25231.t1
OG0011999	Porites_evermanni_v1.annot.pep	FUN_017950-T1	Peve_00000377
OG0011999	Pocillopora_meandrina_HIv1.genes.pep	FUN_017950-T1	Pocillopora_meandrina_HIv1___RNAseq.g25230.t1
OG0012000	Pocillopora_meandrina_HIv1.genes.pep	FUN_017952-T1	Pocillopora_meandrina_HIv1___RNAseq.g224.t1
OG0012000	Porites_evermanni_v1.annot.pep	FUN_017952-T1	Peve_00001586
OG0012001	Pocillopora_meandrina_HIv1.genes.pep	FUN_017954-T1	Pocillopora_meandrina_HIv1___RNAseq.g225.t1
OG0012001	Porites_evermanni_v1.annot.pep	FUN_017954-T1	Peve_00001595
OG0012002	Pocillopora_meandrina_HIv1.genes.pep	FUN_017955-T1	Pocillopora_meandrina_HIv1___RNAseq.g25234.t1
OG0012002	Porites_evermanni_v1.annot.pep	FUN_017955-T1	Peve_00000384
OG0012003	Pocillopora_meandrina_HIv1.genes.pep	FUN_017957-T1	Pocillopora_meandrina_HIv1___RNAseq.g25240.t1
OG0012003	Porites_evermanni_v1.annot.pep	FUN_017957-T1	Peve_00000386
OG0012004	Porites_evermanni_v1.annot.pep	FUN_017959-T1	Peve_00000387
OG0012004	Pocillopora_meandrina_HIv1.genes.pep	FUN_017959-T1	Pocillopora_meandrina_HIv1___RNAseq.g25237.t1
OG0012005	Pocillopora_meandrina_HIv1.genes.pep	FUN_017962-T1	Pocillopora_meandrina_HIv1___RNAseq.g25235.t1
OG0012005	Porites_evermanni_v1.annot.pep	FUN_017962-T1	Peve_00000388
OG0012007	Porites_evermanni_v1.annot.pep	FUN_017964-T1	Peve_00000391
OG0012007	Pocillopora_meandrina_HIv1.genes.pep	FUN_017964-T1	Pocillopora_meandrina_HIv1___TS.g25524.t1
OG0012008	Pocillopora_meandrina_HIv1.genes.pep	FUN_017966-T1	Pocillopora_meandrina_HIv1___RNAseq.g25246.t1
OG0012008	Porites_evermanni_v1.annot.pep	FUN_017966-T1	Peve_00000393
OG0012009	Porites_evermanni_v1.annot.pep	FUN_017967-T1	Peve_00000394
OG0012009	Pocillopora_meandrina_HIv1.genes.pep	FUN_017967-T1	Pocillopora_meandrina_HIv1___RNAseq.g25247.t1
OG0012010	Porites_evermanni_v1.annot.pep	FUN_017968-T1	Peve_00038129
OG0012010	Pocillopora_meandrina_HIv1.genes.pep	FUN_017968-T1	Pocillopora_meandrina_HIv1___RNAseq.g24286.t1
OG0012011	Porites_evermanni_v1.annot.pep	FUN_017970-T1	Peve_00000395
OG0012011	Pocillopora_meandrina_HIv1.genes.pep	FUN_017970-T1	Pocillopora_meandrina_HIv1___TS.g25528.t2
OG0012012	Porites_evermanni_v1.annot.pep	FUN_017973-T1	Peve_00026630
OG0012012	Pocillopora_meandrina_HIv1.genes.pep	FUN_017973-T1	Pocillopora_meandrina_HIv1___RNAseq.g25290.t1
OG0012013	Porites_evermanni_v1.annot.pep	FUN_017974-T1	Peve_00027236
OG0012013	Pocillopora_meandrina_HIv1.genes.pep	FUN_017974-T1	Pocillopora_meandrina_HIv1___RNAseq.g25289.t1
OG0012014	Pocillopora_meandrina_HIv1.genes.pep	FUN_017990-T1	Pocillopora_meandrina_HIv1___RNAseq.g25285.t1
OG0012014	Porites_evermanni_v1.annot.pep	FUN_017990-T1	Peve_00037470
OG0012015	Porites_evermanni_v1.annot.pep	FUN_017991-T1	Peve_00004551
OG0012015	Pocillopora_meandrina_HIv1.genes.pep	FUN_017991-T1	Pocillopora_meandrina_HIv1___RNAseq.g25286.t1
OG0012016	Pocillopora_meandrina_HIv1.genes.pep	FUN_018000-T1	Pocillopora_meandrina_HIv1___RNAseq.29588_t
OG0012016	Porites_evermanni_v1.annot.pep	FUN_018000-T1	Peve_00044834
OG0012017	Porites_evermanni_v1.annot.pep	FUN_018003-T1	Peve_00015725
OG0012017	Pocillopora_meandrina_HIv1.genes.pep	FUN_018003-T1	Pocillopora_meandrina_HIv1___RNAseq.g25261.t1
OG0012018	Porites_evermanni_v1.annot.pep	FUN_018004-T1	Peve_00015727
OG0012018	Pocillopora_meandrina_HIv1.genes.pep	FUN_018004-T1	Pocillopora_meandrina_HIv1___RNAseq.g25251.t1
OG0012019	Porites_evermanni_v1.annot.pep	FUN_018005-T1	Peve_00015726
OG0012019	Pocillopora_meandrina_HIv1.genes.pep	FUN_018005-T1	Pocillopora_meandrina_HIv1___RNAseq.g25259.t1
OG0012020	Porites_evermanni_v1.annot.pep	FUN_018007-T1	Peve_00015729
OG0012020	Pocillopora_meandrina_HIv1.genes.pep	FUN_018007-T1	Pocillopora_meandrina_HIv1___RNAseq.g25257.t1
OG0012021	Porites_evermanni_v1.annot.pep	FUN_018008-T1	Peve_00018955
OG0012021	Pocillopora_meandrina_HIv1.genes.pep	FUN_018008-T1	Pocillopora_meandrina_HIv1___RNAseq.g25256.t1
OG0012022	Pocillopora_meandrina_HIv1.genes.pep	FUN_018010-T1	Pocillopora_meandrina_HIv1___RNAseq.g25255.t4
OG0012022	Porites_evermanni_v1.annot.pep	FUN_018010-T1	Peve_00000404
OG0012023	Porites_evermanni_v1.annot.pep	FUN_018011-T1	Peve_00000403
OG0012023	Pocillopora_meandrina_HIv1.genes.pep	FUN_018011-T1	Pocillopora_meandrina_HIv1___RNAseq.g25254.t1
OG0012024	Pocillopora_meandrina_HIv1.genes.pep	FUN_018012-T1	Pocillopora_meandrina_HIv1___RNAseq.g25253.t1
OG0012024	Porites_evermanni_v1.annot.pep	FUN_018012-T1	Peve_00000401
OG0012025	Pocillopora_meandrina_HIv1.genes.pep	FUN_018013-T1	Pocillopora_meandrina_HIv1___RNAseq.g25252.t1
OG0012025	Porites_evermanni_v1.annot.pep	FUN_018013-T1	Peve_00000400
OG0012026	Pocillopora_meandrina_HIv1.genes.pep	FUN_018014-T1	Pocillopora_meandrina_HIv1___RNAseq.g25260.t2
OG0012026	Porites_evermanni_v1.annot.pep	FUN_018014-T1	Peve_00000399
OG0012027	Pocillopora_meandrina_HIv1.genes.pep	FUN_018017-T1	Pocillopora_meandrina_HIv1___RNAseq.g25291.t1
OG0012027	Porites_evermanni_v1.annot.pep	FUN_018017-T1	Peve_00026632
OG0012028	Pocillopora_meandrina_HIv1.genes.pep	FUN_018018-T2	Pocillopora_meandrina_HIv1___RNAseq.g25292.t1
OG0012028	Porites_evermanni_v1.annot.pep	FUN_018018-T2	Peve_00026633
OG0012029	Porites_evermanni_v1.annot.pep	FUN_018019-T1	Peve_00026634
OG0012029	Pocillopora_meandrina_HIv1.genes.pep	FUN_018019-T1	Pocillopora_meandrina_HIv1___RNAseq.29613_t
OG0012030	Pocillopora_meandrina_HIv1.genes.pep	FUN_018020-T2	Pocillopora_meandrina_HIv1___RNAseq.29614_t
OG0012030	Porites_evermanni_v1.annot.pep	FUN_018020-T2	Peve_00005732
OG0012031	Porites_evermanni_v1.annot.pep	FUN_018023-T1	Peve_00005730
OG0012031	Pocillopora_meandrina_HIv1.genes.pep	FUN_018023-T1	Pocillopora_meandrina_HIv1___RNAseq.g25298.t1
OG0012032	Porites_evermanni_v1.annot.pep	FUN_018026-T1	Peve_00005737
OG0012032	Pocillopora_meandrina_HIv1.genes.pep	FUN_018026-T1	Pocillopora_meandrina_HIv1___RNAseq.g25300.t1
OG0012033	Porites_evermanni_v1.annot.pep	FUN_018027-T1	Peve_00005736
OG0012033	Pocillopora_meandrina_HIv1.genes.pep	FUN_018027-T1	Pocillopora_meandrina_HIv1___TS.g25576.t2
OG0012034	Pocillopora_meandrina_HIv1.genes.pep	FUN_018029-T1	Pocillopora_meandrina_HIv1___RNAseq.g25340.t1
OG0012034	Porites_evermanni_v1.annot.pep	FUN_018029-T1	Peve_00017615
OG0012035	Pocillopora_meandrina_HIv1.genes.pep	FUN_018037-T1	Pocillopora_meandrina_HIv1___TS.g16529.t1
OG0012035	Porites_evermanni_v1.annot.pep	FUN_018037-T1	Peve_00043705
OG0012036	Pocillopora_meandrina_HIv1.genes.pep	FUN_018040-T1	Pocillopora_meandrina_HIv1___RNAseq.g25362.t1
OG0012036	Porites_evermanni_v1.annot.pep	FUN_018040-T1	Peve_00020010
OG0012037	Pocillopora_meandrina_HIv1.genes.pep	FUN_018042-T1	Pocillopora_meandrina_HIv1___RNAseq.g25354.t1
OG0012037	Porites_evermanni_v1.annot.pep	FUN_018042-T1	Peve_00021780
OG0012038	Pocillopora_meandrina_HIv1.genes.pep	FUN_018043-T1	Pocillopora_meandrina_HIv1___RNAseq.g25353.t1
OG0012038	Porites_evermanni_v1.annot.pep	FUN_018043-T1	Peve_00021781
OG0012039	Porites_evermanni_v1.annot.pep	FUN_018044-T1	Peve_00021778
OG0012039	Pocillopora_meandrina_HIv1.genes.pep	FUN_018044-T1	Pocillopora_meandrina_HIv1___RNAseq.g25351.t1
OG0012040	Porites_evermanni_v1.annot.pep	FUN_018045-T1	Peve_00021776
OG0012040	Pocillopora_meandrina_HIv1.genes.pep	FUN_018045-T1	Pocillopora_meandrina_HIv1___RNAseq.g25350.t1
OG0012041	Pocillopora_meandrina_HIv1.genes.pep	FUN_018046-T1	Pocillopora_meandrina_HIv1___RNAseq.g25349.t2
OG0012041	Porites_evermanni_v1.annot.pep	FUN_018046-T1	Peve_00021796
OG0012042	Pocillopora_meandrina_HIv1.genes.pep	FUN_018086-T1	Pocillopora_meandrina_HIv1___RNAseq.g25348.t1
OG0012042	Porites_evermanni_v1.annot.pep	FUN_018086-T1	Peve_00034410
OG0012043	Porites_evermanni_v1.annot.pep	FUN_018087-T1	Peve_00034413
OG0012043	Pocillopora_meandrina_HIv1.genes.pep	FUN_018087-T1	Pocillopora_meandrina_HIv1___RNAseq.g25347.t1
OG0012044	Pocillopora_meandrina_HIv1.genes.pep	FUN_018088-T2, FUN_018088-T1	Pocillopora_meandrina_HIv1___RNAseq.g25345.t1
OG0012045	Porites_evermanni_v1.annot.pep	FUN_018089-T1	Peve_00034409
OG0012045	Pocillopora_meandrina_HIv1.genes.pep	FUN_018089-T1	Pocillopora_meandrina_HIv1___RNAseq.g25344.t1
OG0012046	Pocillopora_meandrina_HIv1.genes.pep	FUN_018090-T1	Pocillopora_meandrina_HIv1___RNAseq.g25343.t1
OG0012046	Porites_evermanni_v1.annot.pep	FUN_018090-T1	Peve_00017613
OG0012047	Porites_evermanni_v1.annot.pep	FUN_018124-T1	Peve_00001655
OG0012047	Pocillopora_meandrina_HIv1.genes.pep	FUN_018124-T1	Pocillopora_meandrina_HIv1___RNAseq.g25306.t1
OG0012048	Porites_evermanni_v1.annot.pep	FUN_018126-T1	Peve_00029939, Peve_00003764
OG0012049	Pocillopora_meandrina_HIv1.genes.pep	FUN_018138-T1	Pocillopora_meandrina_HIv1___RNAseq.g25310.t1
OG0012049	Porites_evermanni_v1.annot.pep	FUN_018138-T1	Peve_00001660
OG0012051	Porites_evermanni_v1.annot.pep	FUN_018321-T1	Peve_00023455, Peve_00033451
OG0012052	Porites_evermanni_v1.annot.pep	FUN_018385-T1	Peve_00033452, Peve_00033328
OG0012053	Porites_evermanni_v1.annot.pep	FUN_018387-T1	Peve_00032316
OG0012053	Pocillopora_meandrina_HIv1.genes.pep	FUN_018387-T1	Pocillopora_meandrina_HIv1___RNAseq.g10089.t1
OG0012054	Porites_evermanni_v1.annot.pep	FUN_018389-T1	Peve_00032312
OG0012054	Pocillopora_meandrina_HIv1.genes.pep	FUN_018389-T1	Pocillopora_meandrina_HIv1___RNAseq.g10090.t1
OG0012055	Porites_evermanni_v1.annot.pep	FUN_018391-T1	Peve_00032315
OG0012055	Pocillopora_meandrina_HIv1.genes.pep	FUN_018391-T1	Pocillopora_meandrina_HIv1___RNAseq.g10091.t1
OG0012056	Porites_evermanni_v1.annot.pep	FUN_018392-T1	Peve_00031705
OG0012056	Pocillopora_meandrina_HIv1.genes.pep	FUN_018392-T1	Pocillopora_meandrina_HIv1___RNAseq.g10095.t1
OG0012057	Porites_evermanni_v1.annot.pep	FUN_018395-T1	Peve_00031706
OG0012057	Pocillopora_meandrina_HIv1.genes.pep	FUN_018395-T1	Pocillopora_meandrina_HIv1___RNAseq.16757_t
OG0012058	Porites_evermanni_v1.annot.pep	FUN_018397-T1	Peve_00031707
OG0012058	Pocillopora_meandrina_HIv1.genes.pep	FUN_018397-T1	Pocillopora_meandrina_HIv1___RNAseq.g10093.t1
OG0012059	Pocillopora_meandrina_HIv1.genes.pep	FUN_018398-T1	Pocillopora_meandrina_HIv1___TS.g23627.t2
OG0012059	Porites_evermanni_v1.annot.pep	FUN_018398-T1	Peve_00032288
OG0012060	Porites_evermanni_v1.annot.pep	FUN_018401-T1	Peve_00031702
OG0012060	Pocillopora_meandrina_HIv1.genes.pep	FUN_018401-T1	Pocillopora_meandrina_HIv1___RNAseq.g10160.t1
OG0012061	Pocillopora_meandrina_HIv1.genes.pep	FUN_018405-T1	Pocillopora_meandrina_HIv1___RNAseq.g10164.t1
OG0012061	Porites_evermanni_v1.annot.pep	FUN_018405-T1	Peve_00031697
OG0012062	Pocillopora_meandrina_HIv1.genes.pep	FUN_018412-T1	Pocillopora_meandrina_HIv1___TS.g23694.t2
OG0012062	Porites_evermanni_v1.annot.pep	FUN_018412-T1	Peve_00031696
OG0012063	Porites_evermanni_v1.annot.pep	FUN_018413-T1	Peve_00031695
OG0012063	Pocillopora_meandrina_HIv1.genes.pep	FUN_018413-T1	Pocillopora_meandrina_HIv1___RNAseq.g10167.t1
OG0012064	Pocillopora_meandrina_HIv1.genes.pep	FUN_018414-T1	Pocillopora_meandrina_HIv1___TS.g23697.t1
OG0012064	Porites_evermanni_v1.annot.pep	FUN_018414-T1	Peve_00032828
OG0012065	Pocillopora_meandrina_HIv1.genes.pep	FUN_018423-T1	Pocillopora_meandrina_HIv1___RNAseq.g10176.t1
OG0012065	Porites_evermanni_v1.annot.pep	FUN_018423-T1	Peve_00031689
OG0012066	Porites_evermanni_v1.annot.pep	FUN_018424-T1	Peve_00031688
OG0012066	Pocillopora_meandrina_HIv1.genes.pep	FUN_018424-T1	Pocillopora_meandrina_HIv1___RNAseq.g10173.t1
OG0012067	Pocillopora_meandrina_HIv1.genes.pep	FUN_018425-T1	Pocillopora_meandrina_HIv1___RNAseq.g10172.t1
OG0012067	Porites_evermanni_v1.annot.pep	FUN_018425-T1	Peve_00031687
OG0012068	Porites_evermanni_v1.annot.pep	FUN_018428-T1	Peve_00007315
OG0012068	Pocillopora_meandrina_HIv1.genes.pep	FUN_018428-T1	Pocillopora_meandrina_HIv1___TS.g23705.t3
OG0012071	Porites_evermanni_v1.annot.pep	FUN_018449-T1, FUN_018516-T1	Peve_00005704
OG0012072	Porites_evermanni_v1.annot.pep	FUN_018519-T1	Peve_00007317
OG0012072	Pocillopora_meandrina_HIv1.genes.pep	FUN_018519-T1	Pocillopora_meandrina_HIv1___TS.g23707.t1
OG0012073	Pocillopora_meandrina_HIv1.genes.pep	FUN_018520-T1	Pocillopora_meandrina_HIv1___RNAseq.g10180.t1
OG0012073	Porites_evermanni_v1.annot.pep	FUN_018520-T1	Peve_00007308
OG0012074	Pocillopora_meandrina_HIv1.genes.pep	FUN_018521-T1	Pocillopora_meandrina_HIv1___RNAseq.g10181.t1
OG0012074	Porites_evermanni_v1.annot.pep	FUN_018521-T1	Peve_00007312
OG0012075	Porites_evermanni_v1.annot.pep	FUN_018523-T1	Peve_00038651
OG0012075	Pocillopora_meandrina_HIv1.genes.pep	FUN_018523-T1	Pocillopora_meandrina_HIv1___RNAseq.g10183.t1
OG0012076	Porites_evermanni_v1.annot.pep	FUN_018525-T1	Peve_00039210
OG0012076	Pocillopora_meandrina_HIv1.genes.pep	FUN_018525-T1	Pocillopora_meandrina_HIv1___RNAseq.g10001.t1
OG0012077	Porites_evermanni_v1.annot.pep	FUN_018526-T1	Peve_00039209
OG0012077	Pocillopora_meandrina_HIv1.genes.pep	FUN_018526-T1	Pocillopora_meandrina_HIv1___TS.g23531.t1
OG0012078	Pocillopora_meandrina_HIv1.genes.pep	FUN_018527-T1	Pocillopora_meandrina_HIv1___RNAseq.g9997.t1
OG0012078	Porites_evermanni_v1.annot.pep	FUN_018527-T1	Peve_00039208
OG0012079	Pocillopora_meandrina_HIv1.genes.pep	FUN_018529-T2	Pocillopora_meandrina_HIv1___RNAseq.g9995.t1
OG0012079	Porites_evermanni_v1.annot.pep	FUN_018529-T2	Peve_00039204
OG0012080	Porites_evermanni_v1.annot.pep	FUN_018531-T1	Peve_00039201
OG0012080	Pocillopora_meandrina_HIv1.genes.pep	FUN_018531-T1	Pocillopora_meandrina_HIv1___RNAseq.g9981.t1
OG0012081	Pocillopora_meandrina_HIv1.genes.pep	FUN_018536-T1	Pocillopora_meandrina_HIv1___RNAseq.g9988.t1
OG0012081	Porites_evermanni_v1.annot.pep	FUN_018536-T1	Peve_00006701
OG0012082	Pocillopora_meandrina_HIv1.genes.pep	FUN_018540-T1	Pocillopora_meandrina_HIv1___RNAseq.g9993.t1
OG0012082	Porites_evermanni_v1.annot.pep	FUN_018540-T1	Peve_00006702
OG0012083	Pocillopora_meandrina_HIv1.genes.pep	FUN_018544-T1	Pocillopora_meandrina_HIv1___RNAseq.g9994.t1
OG0012083	Porites_evermanni_v1.annot.pep	FUN_018544-T1	Peve_00003137
OG0012084	Porites_evermanni_v1.annot.pep	FUN_018593-T1	Peve_00043161
OG0012084	Pocillopora_meandrina_HIv1.genes.pep	FUN_018593-T1	Pocillopora_meandrina_HIv1___RNAseq.g10066.t1
OG0012085	Porites_evermanni_v1.annot.pep	FUN_018595-T1	Peve_00043160
OG0012085	Pocillopora_meandrina_HIv1.genes.pep	FUN_018595-T1	Pocillopora_meandrina_HIv1___RNAseq.g10034.t1
OG0012086	Pocillopora_meandrina_HIv1.genes.pep	FUN_018596-T1	Pocillopora_meandrina_HIv1___RNAseq.g501.t1
OG0012086	Porites_evermanni_v1.annot.pep	FUN_018596-T1	Peve_00043163
OG0012087	Porites_evermanni_v1.annot.pep	FUN_018598-T1	Peve_00043164
OG0012087	Pocillopora_meandrina_HIv1.genes.pep	FUN_018598-T1	Pocillopora_meandrina_HIv1___RNAseq.g502.t1
OG0012088	Pocillopora_meandrina_HIv1.genes.pep	FUN_018599-T1	Pocillopora_meandrina_HIv1___RNAseq.g10033.t1
OG0012088	Porites_evermanni_v1.annot.pep	FUN_018599-T1	Peve_00043159
OG0012089	Pocillopora_meandrina_HIv1.genes.pep	FUN_018604-T1	Pocillopora_meandrina_HIv1___RNAseq.g9881.t1
OG0012089	Porites_evermanni_v1.annot.pep	FUN_018604-T1	Peve_00002871
OG0012090	Porites_evermanni_v1.annot.pep	FUN_027588-T1, FUN_018635-T1	Peve_00028785
OG0012091	Pocillopora_meandrina_HIv1.genes.pep	FUN_018637-T1	Pocillopora_meandrina_HIv1___RNAseq.g12427.t2, Pocillopora_meandrina_HIv1___RNAseq.g20854.t1
OG0012093	Pocillopora_meandrina_HIv1.genes.pep	FUN_018698-T1	Pocillopora_meandrina_HIv1___TS.g27804.t1, Pocillopora_meandrina_HIv1___TS.g23934.t1
OG0012094	Pocillopora_meandrina_HIv1.genes.pep	FUN_045123-T1, FUN_018800-T1	Pocillopora_meandrina_HIv1___RNAseq.g20783.t1
OG0012095	Pocillopora_meandrina_HIv1.genes.pep	FUN_018802-T1	Pocillopora_meandrina_HIv1___RNAseq.g9880.t1
OG0012095	Porites_evermanni_v1.annot.pep	FUN_018802-T1	Peve_00013887
OG0012096	Pocillopora_meandrina_HIv1.genes.pep	FUN_018824-T1	Pocillopora_meandrina_HIv1___RNAseq.g9870.t1
OG0012096	Porites_evermanni_v1.annot.pep	FUN_018824-T1	Peve_00035784
OG0012097	Pocillopora_meandrina_HIv1.genes.pep	FUN_018835-T2	Pocillopora_meandrina_HIv1___RNAseq.g9856.t1
OG0012097	Porites_evermanni_v1.annot.pep	FUN_018835-T2	Peve_00035787
OG0012098	Pocillopora_meandrina_HIv1.genes.pep	FUN_018842-T1	Pocillopora_meandrina_HIv1___RNAseq.g9855.t1
OG0012098	Porites_evermanni_v1.annot.pep	FUN_018842-T1	Peve_00035790
OG0012100	Porites_evermanni_v1.annot.pep	FUN_018860-T1	Peve_00035792
OG0012100	Pocillopora_meandrina_HIv1.genes.pep	FUN_018860-T1	Pocillopora_meandrina_HIv1___RNAseq.g372.t1
OG0012102	Pocillopora_meandrina_HIv1.genes.pep	FUN_018866-T1	Pocillopora_meandrina_HIv1___RNAseq.g369.t1
OG0012102	Porites_evermanni_v1.annot.pep	FUN_018866-T1	Peve_00035799
OG0012107	Porites_evermanni_v1.annot.pep	FUN_018992-T1, FUN_020862-T1	Peve_00042584
OG0012108	Porites_evermanni_v1.annot.pep	FUN_019010-T1, FUN_029747-T1	Peve_00030813
OG0012109	Pocillopora_meandrina_HIv1.genes.pep	FUN_019018-T1	Pocillopora_meandrina_HIv1___RNAseq.g16830.t1, Pocillopora_meandrina_HIv1___RNAseq.g17463.t1
OG0012110	Porites_evermanni_v1.annot.pep	FUN_019020-T1	Peve_00026057, Peve_00024757
OG0012111	Porites_evermanni_v1.annot.pep	FUN_019023-T1	Peve_00009450
OG0012111	Pocillopora_meandrina_HIv1.genes.pep	FUN_019023-T1	Pocillopora_meandrina_HIv1___RNAseq.g9987.t1
OG0012113	Porites_evermanni_v1.annot.pep	FUN_039655-T1, FUN_019050-T1	Peve_00034507
OG0012115	Porites_evermanni_v1.annot.pep	FUN_019072-T1	Peve_00044631, Peve_00038040
OG0012116	Pocillopora_meandrina_HIv1.genes.pep	FUN_036257-T1, FUN_019085-T1	Pocillopora_meandrina_HIv1___RNAseq.g27048.t1
OG0012117	Porites_evermanni_v1.annot.pep	FUN_019100-T1	Peve_00004211, Peve_00026745
OG0012119	Pocillopora_meandrina_HIv1.genes.pep	FUN_019134-T1	Pocillopora_meandrina_HIv1___TS.g25657.t1
OG0012119	Porites_evermanni_v1.annot.pep	FUN_019134-T1	Peve_00005117
OG0012120	Porites_evermanni_v1.annot.pep	FUN_019137-T1	Peve_00011526
OG0012120	Pocillopora_meandrina_HIv1.genes.pep	FUN_019137-T1	Pocillopora_meandrina_HIv1___RNAseq.g25736.t1
OG0012121	Pocillopora_meandrina_HIv1.genes.pep	FUN_019141-T1	Pocillopora_meandrina_HIv1___RNAseq.g25378.t1
OG0012121	Porites_evermanni_v1.annot.pep	FUN_019141-T1	Peve_00024881
OG0012122	Porites_evermanni_v1.annot.pep	FUN_045366-T1, FUN_019145-T1	Peve_00024172
