transcript_id,RNA-ACR-140,RNA-ACR-145,RNA-ACR-150,RNA-ACR-173,RNA-ACR-178
FUN_020452-T1,0,0,0,0,0
FUN_038432-T1,2498,2015,924,1446,977
FUN_019929-T1,0,0,0,0,1
FUN_005916-T1,417,23,63,414,160
FUN_013161-T1,4607,4103,2283,3961,2581
FUN_039742-T1,0,0,0,0,0
FUN_030893-T1,0,0,0,0,0
FUN_022052-T1,48,84,43,108,51
FUN_020025-T1,0,0,0,0,0
FUN_035499-T1,399,175,178,346,176
FUN_001851-T1,441,303,304,339,491
FUN_029459-T1,252,47,106,135,313
FUN_028710-T1,0,0,0,0,1
FUN_015634-T1,0,0,0,0,0
FUN_017477-T1,0,0,0,0,1
FUN_028571-T1,0,0,0,0,0
FUN_026043-T1,206,42,13,0,35
FUN_011855-T1,0,32,0,27,27
FUN_030625-T1,34,37,30,45,26
FUN_001154-T1,354,165,204,205,272
FUN_002526-T1,0,107,167,0,26
FUN_031785-T1,4744,3281,3453,6265,6311
FUN_001761-T1,0,1,0,0,0
FUN_031185-T1,39,14,11,61,15
FUN_043538-T1,0,0,0,0,0
FUN_040645-T1,0,0,0,0,0
FUN_038860-T1,0,0,0,0,0
FUN_012812-T1,164,15,0,29,8
FUN_005804-T1,0,0,0,0,0
FUN_005344-T1,0,0,0,4,3
FUN_004636-T1,1325,448,538,1842,1555
FUN_016574-T1,2,0,6,2,13
FUN_014271-T1,0,0,1,8,0
FUN_003564-T1,0,0,0,0,0
FUN_025908-T1,58,50,17,26,145
FUN_024063-T1,95,67,85,74,90
FUN_009361-T1,669,636,113,2715,931
FUN_036131-T1,0,3,0,0,0
FUN_023172-T1,340,554,152,362,272
FUN_029687-T1,87,37,23,21,11
FUN_031269-T1,622,235,219,330,316
FUN_034055-T1,2339,1335,928,1887,1537
FUN_023995-T1,44,71,34,105,56
FUN_008006-T1,1046,1226,838,1338,579
FUN_039091-T1,3640,2775,1847,4014,2998
FUN_004880-T1,1816,827,983,2658,2415
FUN_042980-T1,670,155,18,537,729
FUN_035224-T1,491,495,335,599,507
FUN_011436-T1,4,3,38,2,107
FUN_041565-T1,2495,1791,977,2590,1738
FUN_003604-T1,0,0,0,5,0
FUN_026118-T1,0,23,16,19,0
FUN_013383-T1,3426,2616,1946,3399,2789
FUN_013802-T1,0,0,0,0,0
FUN_009323-T1,0,0,0,0,0
FUN_019361-T1,0,0,0,0,3
FUN_001361-T1,1220,223,911,819,2792
FUN_012671-T1,3196,3179,1367,2972,2287
FUN_011066-T1,493,295,185,321,560
FUN_022609-T1,1648,1491,809,1193,1161
FUN_014283-T1,0,0,0,0,6
FUN_012837-T1,0,0,0,0,0
FUN_024786-T1,57,43,44,48,12
FUN_040176-T1,0,0,0,0,0
FUN_009919-T1,0,0,0,0,3
FUN_007805-T1,0,6,0,8,0
FUN_021265-T1,0,0,0,0,0
FUN_024278-T1,0,0,0,0,6
FUN_021976-T1,0,0,0,0,0
FUN_002267-T1,0,0,0,0,3
FUN_002687-T1,0,0,0,0,0
FUN_016726-T1,457,2489,526,285,703
FUN_038203-T1,1384,2589,1134,1563,1076
FUN_027436-T1,0,5,22,37,23
FUN_025538-T1,520,520,390,503,605
FUN_009255-T1,0,0,0,0,2
FUN_039214-T1,0,0,0,0,0
FUN_012843-T1,2,0,2,184,41
FUN_014765-T1,3641,1972,2029,3888,3255
FUN_037720-T1,0,0,0,0,0
FUN_028236-T1,3214,1534,585,1583,1892
FUN_012443-T1,0,31,0,25,0
FUN_029883-T1,39,0,0,0,77
FUN_001865-T1,1375,4785,2169,1667,2748
FUN_007141-T1,1078,670,627,794,926
FUN_007443-T1,0,0,0,0,0
FUN_041304-T1,0,0,0,0,0
FUN_000899-T1,2156,2023,1317,1793,1129
FUN_015888-T1,0,0,0,0,0
FUN_003465-T1,0,0,28,0,0
FUN_029020-T1,1379,946,626,997,1738
FUN_016678-T1,74,0,71,58,13
FUN_027342-T1,0,0,0,0,7
FUN_026323-T1,351,26,44,0,6
FUN_043411-T1,82,60,0,25,29
FUN_042335-T1,0,0,0,0,0
FUN_033416-T1,0,0,0,1,1
FUN_035864-T1,1385,733,677,929,1146
FUN_039148-T1,0,0,0,0,0
FUN_016041-T1,53,31,51,57,59
FUN_043809-T1,11,3,237,14,8
FUN_031650-T1,683,530,328,1456,426
FUN_043206-T1,75,36,46,171,28
FUN_015474-T1,1242,578,606,1059,696
FUN_040494-T1,0,0,0,0,0
FUN_012208-T1,0,0,0,10,0
FUN_001859-T1,99,140,169,94,21
FUN_000573-T1,737,859,735,245,682
FUN_013417-T1,11,117,45,65,42
FUN_021549-T1,0,0,0,0,0
FUN_027815-T1,2317,1602,1191,2227,2553
FUN_008503-T1,1,2,4,11,19
FUN_041084-T1,0,0,0,0,0
FUN_032070-T1,1057,709,563,305,493
FUN_025912-T1,418,645,314,627,223
FUN_024376-T1,39878,52186,18862,33345,19829
FUN_003921-T1,128,22,36,18,10
FUN_043453-T1,0,0,44,0,0
FUN_015396-T1,1218,533,33,184,725
FUN_017985-T1,123,128,26,134,156
FUN_001316-T1,11073,9667,5532,15663,16181
FUN_014065-T1,0,0,0,0,0
FUN_025268-T1,0,0,0,0,0
FUN_029110-T1,1778,2013,882,1280,633
FUN_040508-T1,220,181,37,67,79
FUN_025055-T1,0,0,0,0,0
FUN_034964-T1,96,18,44,28,25
FUN_017487-T1,0,0,1,0,0
FUN_026975-T1,0,6,17,0,0
FUN_016072-T1,10,12,5,19,18
FUN_008328-T1,3810,963,2169,2195,3381
FUN_006009-T1,0,141,50,130,115
FUN_027930-T1,553,270,256,272,195
FUN_028347-T1,0,12,11,22,19
FUN_028916-T1,0,139,89,124,80
FUN_019889-T1,0,0,0,0,0
FUN_036391-T1,0,0,0,0,0
FUN_018291-T1,472,59,125,196,267
FUN_007163-T1,611,473,324,571,319
FUN_007409-T1,0,0,0,0,0
FUN_006369-T1,944,543,242,945,835
FUN_006817-T1,17,32,67,204,177
FUN_013910-T1,0,0,18,0,0
FUN_030494-T1,118,7,10,20,640
FUN_029569-T1,70,240,56,41,234
FUN_012029-T1,9811,5986,5782,14358,11246
FUN_032908-T1,1237,1310,958,878,897
FUN_015521-T1,0,0,0,1,0
FUN_031951-T1,51,0,7,10,25
FUN_026662-T1,0,0,0,0,0
FUN_005675-T1,1,1,0,0,0
FUN_002315-T1,0,0,0,0,1
FUN_000402-T1,8020,5637,2559,2988,1754
FUN_026818-T1,49,23,37,36,75
FUN_021092-T1,0,0,0,0,0
FUN_041704-T1,454,117,137,342,268
FUN_044026-T1,112,392,783,391,229
FUN_023462-T1,25,9,16,0,20
FUN_042278-T1,0,0,0,0,0
FUN_013459-T1,0,0,16,0,0
FUN_005485-T1,18,0,36,0,0
FUN_033771-T1,303,66,147,208,183
FUN_014424-T1,2,2,8,7,15
FUN_005146-T1,241,28,29,2881,6872
FUN_002569-T1,45,11,79,31,65
FUN_029164-T1,4,0,2,2,25
FUN_022683-T1,647,613,393,604,632
FUN_015716-T1,0,0,0,0,0
FUN_008491-T1,0,0,0,0,54
FUN_017770-T1,21,0,0,0,8
FUN_034332-T1,444,228,396,348,288
FUN_027906-T1,11,2,27,0,0
FUN_023278-T1,0,31,0,44,0
FUN_024425-T1,0,0,0,0,0
FUN_007560-T1,0,0,1,0,1
FUN_005398-T1,0,0,0,0,0
FUN_022355-T1,109,228,0,0,149
FUN_038145-T1,908,334,397,381,461
FUN_023041-T1,173,176,111,80,201
FUN_033686-T1,20,20,35,0,41
FUN_042064-T1,0,0,0,0,0
FUN_027702-T1,0,0,0,6,0
FUN_031663-T1,0,0,0,0,0
FUN_031551-T1,455,161,184,503,343
FUN_038089-T1,1153,188,300,669,434
FUN_030867-T1,0,0,0,0,0
FUN_009363-T1,1453,798,823,1149,1676
FUN_019846-T1,1,0,0,0,0
FUN_039976-T1,4026,969,940,4015,1166
FUN_034268-T1,61,66,29,39,24
FUN_042349-T1,0,0,0,0,1
FUN_000427-T1,171,62,12,295,0
FUN_028045-T1,303,19,42,9,9
FUN_005286-T1,0,0,0,0,0
FUN_017046-T1,0,0,0,0,0
FUN_030560-T1,0,0,0,0,0
FUN_015704-T1,313,216,10,298,54
FUN_006324-T1,208,406,254,209,148
FUN_034657-T1,0,0,0,0,23
FUN_004379-T1,776,571,350,1238,910
FUN_031658-T1,522,266,233,359,403
FUN_005530-T1,132,70,86,60,79
FUN_017504-T1,0,0,0,0,0
FUN_014861-T1,1069,501,892,2722,679
FUN_000453-T1,14,0,18,10,53
FUN_033870-T1,6,24,0,25,0
FUN_044282-T1,6,6,28,50,16
FUN_043093-T1,0,0,0,0,0
FUN_038584-T1,0,0,0,0,158
FUN_042764-T1,1,0,2,0,2
FUN_000053-T1,8,0,19,1,19
FUN_030818-T1,0,0,0,0,0
FUN_004606-T1,43,0,86,217,250
FUN_043920-T1,0,0,0,0,0
FUN_008514-T1,1559,953,748,1872,1809
FUN_041443-T1,146,86,61,53,141
FUN_025047-T1,10,0,0,0,0
FUN_041786-T1,8423,7762,4604,8160,6779
FUN_013087-T1,0,0,6,0,0
FUN_022079-T1,4703,2889,2371,3779,1597
FUN_017276-T1,0,0,0,0,0
FUN_018508-T1,3,21,6,5,26
FUN_026187-T1,0,0,0,0,0
FUN_015668-T1,0,0,0,0,0
FUN_022331-T1,0,0,0,0,3
FUN_026310-T1,74,33,48,47,15
FUN_008669-T1,0,0,0,0,0
FUN_008573-T1,0,51,0,59,0
FUN_033264-T1,0,0,1,0,0
FUN_026125-T1,0,0,0,0,0
FUN_044021-T1,34,6,10,2,52
FUN_009257-T1,0,0,0,0,29
FUN_041618-T1,603,500,144,429,446
FUN_019351-T1,2,1,0,1,0
FUN_035505-T1,0,0,16,20,58
FUN_004312-T1,193,65,72,148,222
FUN_020059-T1,0,0,0,0,1
FUN_024465-T1,122,212,66,81,6
FUN_021288-T1,0,0,0,0,0
FUN_005789-T1,0,0,0,0,11
FUN_035161-T1,0,113,157,0,106
FUN_004182-T1,0,0,10,0,1
FUN_042455-T1,0,0,0,0,0
FUN_020065-T1,0,0,0,0,0
FUN_029095-T1,699,491,332,563,556
FUN_028174-T1,1926,1480,674,966,914
FUN_006555-T1,0,0,0,0,1
FUN_010206-T1,0,0,0,0,0
FUN_035996-T1,0,51,85,54,6
FUN_037898-T1,868,928,515,1304,1032
FUN_031526-T1,257,108,70,60,162
FUN_023812-T1,0,10,0,0,7
FUN_012211-T1,548,197,314,436,260
FUN_020911-T1,1,0,0,0,1
FUN_002678-T1,769,264,133,97,108
FUN_040142-T1,1893,10,0,0,61
FUN_029909-T1,8,0,6,6,43
FUN_011123-T1,0,0,0,0,0
FUN_014339-T1,0,25,68,6,15
FUN_028148-T1,2111,1690,1197,2402,2199
FUN_005990-T1,0,0,23,61,42
FUN_030159-T1,38,56,45,12,257
FUN_021176-T1,0,0,0,0,0
FUN_010054-T1,15,19,0,0,14
FUN_013133-T1,26,31,28,73,45
FUN_029515-T1,0,0,0,0,0
FUN_030979-T1,0,0,0,0,0
FUN_038754-T1,12,0,155,229,263
FUN_026084-T1,73,5,48,3,488
FUN_037282-T1,27,31,68,24,133
FUN_024294-T1,0,24,0,0,0
FUN_008908-T1,39698,35562,20859,38603,30049
FUN_009376-T1,234,91,119,228,264
FUN_042352-T1,0,0,6,0,10
FUN_039801-T1,0,0,0,7,3
FUN_021649-T1,0,0,0,0,1
FUN_019343-T1,731,204,305,384,251
FUN_035832-T1,12,35,13,161,40
FUN_020170-T1,0,0,0,0,0
FUN_037867-T1,1740,923,865,1722,1069
FUN_035078-T1,0,5,8,0,0
FUN_032032-T1,6,7,7,0,13
FUN_021024-T1,2,4,5,14,50
FUN_006992-T1,173,149,202,449,178
FUN_014613-T1,2508,1570,1380,3058,2751
FUN_018902-T1,0,0,0,0,0
FUN_003118-T1,0,0,0,0,0
FUN_015587-T1,0,0,0,0,0
FUN_028208-T1,0,13,0,0,0
FUN_002195-T1,502,806,506,654,333
FUN_002325-T1,3,4,20,53,95
FUN_011371-T1,0,0,0,18,0
FUN_011762-T1,15,25,28,13,18
FUN_010622-T1,710,774,549,827,435
FUN_028471-T1,2356,1722,959,2827,2161
FUN_041400-T1,70,41,48,78,28
FUN_012861-T1,0,0,0,0,21
FUN_013381-T1,2817,2449,980,1453,2068
FUN_014055-T1,0,0,0,0,0
FUN_029454-T1,0,0,0,0,219
FUN_008404-T1,62,26,95,84,13
FUN_020340-T1,0,0,0,0,0
FUN_014521-T1,0,0,9,0,18
FUN_038654-T1,0,0,0,23,0
FUN_021364-T1,0,0,0,0,0
FUN_023638-T1,501,331,268,1337,462
FUN_011169-T1,0,0,0,4,0
FUN_016889-T1,837,1395,285,560,355
FUN_042522-T1,0,0,0,3,0
FUN_038660-T1,116,68,158,94,134
FUN_001326-T1,349,251,134,258,105
FUN_009242-T1,151,260,75,174,66
FUN_036955-T1,2578,2039,1031,2228,1756
FUN_007113-T1,55,0,0,38,164
FUN_035806-T1,596,526,165,623,603
FUN_032017-T1,4673,1246,1530,3984,1881
FUN_031330-T1,31,29,34,0,43
FUN_013715-T1,2,1,1,0,2
FUN_019380-T1,0,0,0,0,0
FUN_005798-T1,0,0,0,0,0
FUN_008661-T1,4541,1439,1359,3014,1550
FUN_001220-T1,7624,1776,1256,5230,701
FUN_038746-T1,18,0,68,0,163
FUN_005715-T1,0,0,0,0,0
FUN_007996-T1,0,0,0,4,7
FUN_019436-T1,1099,469,345,914,1403
FUN_023516-T1,96,140,27,142,79
FUN_023016-T1,611,275,282,604,415
FUN_043406-T1,97,11,0,141,54
FUN_032063-T1,3369,1843,253,1033,1548
FUN_009411-T1,24,0,19,152,29
FUN_030519-T1,0,0,0,0,0
FUN_007527-T1,1,0,0,0,1
FUN_014047-T1,0,0,0,0,0
FUN_010029-T1,0,0,0,0,0
FUN_001981-T1,0,0,0,0,0
FUN_024143-T1,156,100,134,83,70
FUN_002150-T1,0,0,1,0,0
FUN_036966-T1,678,288,307,541,463
FUN_003294-T1,0,0,0,0,0
FUN_037403-T1,13,0,0,57,54
FUN_008856-T1,0,0,0,7,0
FUN_040040-T1,235,96,169,211,395
FUN_019568-T1,0,0,4,0,0
FUN_013362-T1,735,1126,536,698,297
FUN_033723-T1,220,381,203,286,753
FUN_036116-T1,977,1055,908,1230,2002
FUN_000848-T1,1,1,0,0,0
FUN_026167-T1,1207,431,513,1107,1250
FUN_007216-T1,0,0,0,0,0
FUN_011396-T1,0,0,0,0,0
FUN_026644-T1,196,160,0,0,0
FUN_022286-T1,143,83,29,70,47
FUN_005624-T1,0,0,0,1,0
FUN_001032-T1,206,49,93,98,94
FUN_013050-T1,0,0,0,0,0
FUN_020622-T1,0,0,0,0,0
FUN_030345-T1,5,0,6,1,19
FUN_002586-T1,81,5,963,104,23
FUN_023382-T1,159,185,135,188,27
FUN_043943-T1,4,3,7,3,35
FUN_001447-T1,2604,1962,2004,3773,3421
FUN_011988-T1,0,0,0,0,0
FUN_001096-T1,142,558,177,428,261
FUN_016606-T1,97,130,125,104,135
FUN_013545-T1,17,462,280,222,87
FUN_006843-T1,5342,4106,3063,9839,6305
FUN_015774-T1,0,0,0,0,0
FUN_036852-T1,1927,3405,525,2602,812
FUN_005082-T1,0,0,0,0,0
FUN_012419-T1,11890,10222,7725,8036,5442
FUN_026869-T1,0,0,0,0,0
FUN_008258-T1,1495,780,797,1005,806
FUN_037527-T1,1993,1155,715,2096,918
FUN_004691-T1,15317,10224,5359,10948,6717
FUN_015041-T1,5423,5661,2428,4544,2357
FUN_030557-T1,0,0,2,0,1
FUN_031279-T1,5,11,4,8,17
FUN_029563-T1,0,38,0,0,0
FUN_009452-T1,0,12,0,44,94
FUN_023189-T1,8580,5699,3624,8252,5330
FUN_031172-T1,0,0,0,0,0
FUN_034794-T1,82,173,64,118,128
FUN_012429-T1,747,377,237,710,474
FUN_020447-T1,0,0,0,0,0
FUN_039515-T1,0,0,0,0,0
FUN_031389-T1,0,0,0,0,28
FUN_001729-T1,9,50,32,62,36
FUN_016959-T1,147,28,4,145,17
FUN_024309-T1,11,117,72,54,81
FUN_026625-T1,0,0,0,0,1
FUN_040920-T1,11,0,23,1,15
FUN_005830-T1,13,12,0,10,0
FUN_029280-T1,1,2,0,0,3
FUN_043966-T1,0,0,2,0,2
FUN_027197-T1,14,0,0,0,0
FUN_033328-T1,3,0,7,0,11
FUN_015654-T1,10,65,0,0,44
FUN_015597-T1,0,0,0,0,0
FUN_014988-T1,1435,1179,899,1665,1279
FUN_034785-T1,870,1368,989,501,539
FUN_040136-T1,5,5,12,14,33
FUN_014796-T1,1942,1078,415,1251,1112
FUN_015343-T1,0,0,22,10,51
FUN_043296-T1,194,12,0,0,0
FUN_001232-T1,669,529,553,657,715
FUN_019275-T1,6,0,0,0,26
FUN_025635-T1,0,0,0,0,0
FUN_019260-T1,0,4,7,14,13
FUN_003762-T1,0,0,0,7,7
FUN_000471-T1,1534,2401,623,1210,548
FUN_018620-T1,15,0,0,12,0
FUN_003591-T1,83,0,40,62,47
FUN_023840-T1,0,0,0,0,0
FUN_013558-T1,108,126,113,22,45
FUN_039919-T1,5,0,0,1428,0
FUN_035026-T1,490,774,192,417,209
FUN_027829-T1,6535,3277,1528,4102,2362
FUN_005706-T1,0,0,0,0,0
FUN_027540-T1,0,0,0,0,0
FUN_031582-T1,31,0,10,0,0
FUN_037613-T1,0,0,0,0,0
FUN_016547-T1,83,117,60,68,73
FUN_041846-T1,3910,5175,2882,3145,2080
FUN_031516-T1,9751,4410,878,3369,278
FUN_019048-T1,0,2,44,9,17
FUN_006644-T1,45,32,44,36,28
FUN_033530-T1,0,0,0,0,0
FUN_038713-T1,0,0,0,0,0
FUN_025520-T1,3661,4600,2550,2433,1447
FUN_010461-T1,0,0,0,0,0
FUN_029313-T1,149,184,80,108,100
FUN_027178-T1,0,0,0,0,0
FUN_031138-T1,0,0,0,0,0
FUN_014622-T1,622,587,228,408,749
FUN_037187-T1,0,18,27,0,22
FUN_043865-T1,0,0,0,0,0
FUN_009879-T1,2,0,3,0,0
FUN_014523-T1,614,476,352,267,401
FUN_038333-T1,399,295,250,232,493
FUN_015327-T1,0,0,6,0,0
FUN_021223-T1,0,0,0,0,0
FUN_021746-T1,0,0,0,0,0
FUN_018991-T1,0,1,1,0,0
FUN_042578-T1,0,0,0,0,0
FUN_011422-T1,0,0,0,262,0
FUN_033837-T1,330,520,158,340,299
FUN_011920-T1,748,1218,700,801,574
FUN_006504-T1,166,39,23,148,78
FUN_041501-T1,707,249,245,347,310
FUN_033447-T1,0,0,0,0,1
FUN_019399-T1,175,192,6,157,98
FUN_034125-T1,290,223,296,536,320
FUN_031712-T1,415,113,254,788,353
FUN_002439-T1,5,29,123,0,34
FUN_026464-T1,0,6,2,8,0
FUN_034740-T1,0,0,21,0,0
FUN_012873-T1,0,0,0,0,0
FUN_012979-T1,0,0,0,0,0
FUN_033284-T1,0,0,0,0,0
FUN_019595-T1,2,0,0,0,48
FUN_040173-T1,747,433,287,480,563
FUN_031758-T1,5638,4601,44,198,2180
FUN_017878-T1,3022,1138,652,1371,1270
FUN_016749-T1,0,16,0,0,47
FUN_026253-T1,0,0,0,0,0
FUN_025951-T1,1784,799,338,599,615
FUN_018707-T1,0,0,0,0,0
FUN_043521-T1,7700,7657,5112,7215,5424
FUN_006515-T1,0,0,0,0,0
FUN_002840-T1,0,0,0,2,0
FUN_029101-T1,96,74,21,88,86
FUN_004700-T1,2023,1439,593,1483,544
FUN_000907-T1,5,104,10,4,443
FUN_044033-T1,665,3860,4561,2317,4126
FUN_022614-T1,267,188,155,100,270
FUN_007421-T1,0,0,1,0,1
FUN_043774-T1,78,162,211,181,46
FUN_018951-T1,0,0,0,0,0
FUN_026441-T1,0,0,0,0,35
FUN_026238-T1,150,278,172,197,142
FUN_032478-T1,658,450,366,478,519
FUN_003792-T1,2220,1721,720741,1875,993
FUN_017395-T1,0,0,0,0,0
FUN_018281-T1,83,0,50,145,81
FUN_027831-T1,1610,798,520,892,651
FUN_003609-T1,0,0,0,0,0
FUN_012108-T1,499,355,252,553,432
FUN_044246-T1,285,43,12,120,79
FUN_028139-T1,2236,2679,1950,3067,1330
FUN_031422-T1,1953,435,700,1152,731
FUN_043348-T1,2359,1683,1693,2567,2543
FUN_035758-T1,785,153,777,1048,612
FUN_014992-T1,1076,971,436,991,1261
FUN_013451-T1,404,526,236,98,59
FUN_003460-T1,0,0,0,0,0
FUN_001794-T1,214,93,61,368,227
FUN_026629-T1,1037,872,827,1004,891
FUN_015127-T1,16,31,0,31,13
FUN_018341-T1,89,12,45,90,54
FUN_031857-T1,75,0,0,0,0
FUN_020776-T1,0,0,0,0,0
FUN_027054-T1,0,0,0,0,0
FUN_011087-T1,52,4,12,75,6
FUN_031486-T1,0,0,0,0,0
FUN_002828-T1,0,9,0,0,45
FUN_022994-T1,40,0,58,5,231
FUN_005472-T1,43,15,42,41,15
FUN_040683-T1,299,97,231,266,250
FUN_035903-T1,1198,671,940,1322,1702
FUN_008633-T1,7837,8465,3560,7674,2255
FUN_025208-T1,0,0,0,0,0
FUN_028403-T1,0,4,0,0,0
FUN_022854-T1,104,29,92,99,92
FUN_026314-T1,328,230,49,200,105
FUN_038503-T1,50982,88266,46019,78775,37888
FUN_008562-T1,141,90,102,186,133
FUN_039529-T1,0,0,0,0,0
FUN_009443-T1,0,37,0,0,0
FUN_014927-T1,4713,2196,4260,5457,3015
FUN_043856-T1,0,0,0,0,0
FUN_041327-T1,0,0,0,0,2
FUN_000039-T1,1,0,4,8,9
FUN_027880-T1,0,0,0,0,0
FUN_040714-T1,20570,14736,10541,10751,4875
FUN_025599-T1,5434,3264,2558,4169,4517
FUN_031919-T1,354,239,23,187,589
FUN_007890-T1,1043,732,495,1033,921
FUN_039374-T1,382,83,134,483,167
FUN_006769-T1,2810,6229,2528,9393,6514
FUN_036124-T1,1073,535,548,954,1290
FUN_017898-T1,405,257,439,512,508
FUN_037374-T1,65,34,66,74,43
FUN_036384-T1,0,0,0,0,0
FUN_014536-T1,643,344,192,358,174
FUN_000833-T1,1,0,0,0,0
FUN_024668-T1,235,590,445,587,663
FUN_007037-T1,108,88,61,88,204
FUN_021758-T1,0,0,0,0,0
FUN_023115-T1,209,167,112,239,207
FUN_043032-T1,1,0,0,0,0
FUN_028913-T1,456,344,400,547,419
FUN_041749-T1,140,29,35,184,220
FUN_006794-T1,0,0,9,0,51
FUN_010665-T1,2494,1755,1731,1974,900
FUN_013998-T1,0,0,0,0,0
FUN_042737-T1,4,0,5,0,11
FUN_019405-T1,0,0,0,0,20
FUN_034202-T1,3236,973,1176,1714,1196
FUN_009070-T1,36,45,75,57,398
FUN_032041-T1,15,144,68,16,129
FUN_025395-T1,65,135,113,181,151
FUN_009845-T1,12,77,0,11,3
FUN_041276-T1,2669,827,342,2003,1328
FUN_013522-T1,0,3,0,0,0
FUN_038324-T1,0,0,0,0,0
FUN_010971-T1,168,12,0,0,41
FUN_018045-T1,247,94,145,142,186
FUN_035949-T1,3,13,8,90,10
FUN_030091-T1,0,0,0,0,0
FUN_014218-T1,0,0,0,0,0
FUN_030464-T1,7,1,8,0,35
FUN_028759-T1,275,85,91,323,194
FUN_038343-T1,0,0,0,0,0
FUN_026290-T1,519,9,22,23,15
FUN_039907-T1,2,0,0,0,11
FUN_018336-T1,19,7,144,60,25
FUN_043974-T1,0,0,2,0,2
FUN_004681-T1,8,11,14,7,16
FUN_028276-T1,92,56,16,48,155
FUN_043822-T1,0,0,0,0,7
FUN_036145-T1,30489,21514,14607,19488,15200
FUN_010042-T1,0,22,0,0,31
FUN_005069-T1,0,0,0,0,0
FUN_017258-T1,0,0,0,0,0
FUN_022440-T1,0,0,0,0,0
FUN_001527-T1,362,375,130,324,285
FUN_006524-T1,987,415,491,1488,635
FUN_012719-T1,23,2,6,14,26
FUN_029653-T1,0,7,3,8,12
FUN_024413-T1,6565,3806,3856,6532,3686
FUN_009185-T1,0,20,24,34,66
FUN_020411-T1,0,0,0,0,0
FUN_026759-T1,0,0,0,0,0
FUN_026223-T1,5,0,0,12,9
FUN_030314-T1,0,0,0,0,1
FUN_036171-T1,1634,329,354,1290,401
FUN_015682-T1,0,0,0,0,0
FUN_031357-T1,188,261,157,32,682
FUN_027507-T1,0,0,0,0,0
FUN_025902-T1,0,0,0,0,0
FUN_025882-T1,32,0,18,45,55
FUN_012931-T1,0,0,0,0,0
FUN_021299-T1,0,0,0,0,1
FUN_025388-T1,0,0,136,0,114
FUN_007279-T1,0,0,0,0,0
FUN_019958-T1,0,0,0,0,0
FUN_018794-T1,0,4,0,6,4
FUN_028434-T1,0,0,0,94,0
FUN_035589-T1,29,0,22,49,96
FUN_000463-T1,5,11,0,4,5
FUN_003856-T1,50,0,95,24,77
FUN_009519-T1,6689,5991,4272,4371,4458
FUN_027019-T1,0,0,0,4,0
FUN_029493-T1,0,0,0,32,82
FUN_012322-T1,0,0,0,6,62
FUN_034700-T1,0,0,0,0,0
FUN_020901-T1,3,0,0,0,28
FUN_030305-T1,5,0,6,1,23
FUN_007698-T1,453,168,435,251,374
FUN_023653-T1,0,0,0,0,0
FUN_042094-T1,76,422,56,328,106
FUN_032317-T1,794,739,873,774,904
FUN_039660-T1,0,0,0,0,0
FUN_036240-T1,724,411,330,1269,917
FUN_027636-T1,0,0,0,0,0
FUN_037880-T1,70,783,196,309,382
FUN_042640-T1,45,0,25,12,117
FUN_006785-T1,0,0,0,0,0
FUN_006609-T1,54,0,1,0,2
FUN_002391-T1,0,0,0,0,0
FUN_025812-T1,64,42,15,72,95
FUN_006646-T1,779,810,419,1092,1373
FUN_030439-T1,9,0,9,1,40
FUN_023125-T1,62,0,0,78,29
FUN_033383-T1,0,0,0,0,0
FUN_033626-T1,0,0,0,0,0
FUN_031716-T1,189,52,26,79,101
FUN_025446-T1,0,0,0,0,0
FUN_021418-T1,0,0,0,0,0
FUN_009737-T1,6,0,28,9,21
FUN_038601-T1,0,0,0,3,0
FUN_037809-T1,2134,2185,847,1413,911
FUN_011551-T1,0,0,0,0,0
FUN_011991-T1,1765,1757,1418,1769,815
FUN_043147-T1,8015,9225,4183,6543,3995
FUN_021791-T1,5,0,0,16,202
FUN_003109-T1,0,0,0,0,0
FUN_018920-T1,0,0,0,0,15
FUN_038014-T1,19,17,11,0,21
FUN_016601-T1,0,0,0,0,0
FUN_027316-T1,4,0,0,0,0
FUN_032872-T1,0,5,0,0,0
FUN_004256-T1,376,318,176,343,115
FUN_012883-T1,0,0,0,0,0
FUN_043635-T1,1138,521,493,1137,993
FUN_026360-T1,0,0,0,0,0
FUN_044187-T1,0,1,0,2,4
FUN_006958-T1,287,334,492,847,391
FUN_004669-T1,2,2,10,92,20
FUN_041875-T1,2801,2329,1354,2654,2107
FUN_003135-T1,0,0,0,0,9
FUN_011141-T1,4,0,0,0,37
FUN_002424-T1,260,372,25,55,19
FUN_001635-T1,0,0,3,3,11
FUN_007411-T1,0,0,0,0,0
FUN_019712-T1,0,0,0,0,1
FUN_035705-T1,263,191,29,32,166
FUN_023766-T1,108,3,53,11,213
FUN_037065-T1,92,8,28,42,174
FUN_021010-T1,0,0,5,0,0
FUN_038671-T1,1087,482,285,430,600
FUN_032403-T1,129,32,38,39,43
FUN_000800-T1,1,0,0,0,0
FUN_019339-T1,0,1,0,0,0
FUN_041986-T1,1901,1238,1491,2828,2798
FUN_014710-T1,3523,2230,2329,3964,3415
FUN_041886-T1,964,531,380,903,794
FUN_008194-T1,42510,31916,20857,22209,9355
FUN_003219-T1,0,9,27,0,8
FUN_005988-T1,30,22,23,10,0
FUN_022664-T1,1211,712,530,772,597
FUN_016001-T1,1267,1109,628,2005,1979
FUN_001075-T1,482,261,352,957,313
FUN_026772-T1,170,0,0,0,0
