transcript_id,RNA-ACR-140,RNA-ACR-145,RNA-ACR-150,RNA-ACR-173,RNA-ACR-178
FUN_017965-T1,145,51,44,80,265
FUN_013956-T1,2,0,0,0,4
FUN_039173-T1,0,0,0,0,0
FUN_002349-T1,16,13,16,106,6
FUN_023954-T1,329,314,300,496,391
FUN_014906-T1,296,205,241,275,170
FUN_033126-T1,3670,2688,1964,2385,2761
FUN_018502-T1,142,375,189,736,309
FUN_022631-T1,291,207,327,390,432
FUN_033266-T1,0,0,0,0,0
FUN_034053-T1,883,640,272,564,681
FUN_033898-T1,1,4,1,1,1
FUN_032693-T1,537,309,51,1039,420
FUN_041345-T1,0,1,0,2,0
FUN_043646-T1,39,33,21,16,25
FUN_029695-T1,1,0,3,2,0
FUN_009769-T1,263,87,227,237,172
FUN_009029-T1,0,0,0,3,0
FUN_016283-T1,0,0,0,0,0
FUN_003953-T1,10,202,68,43,0
FUN_000466-T1,4774,2934,3036,5666,6086
FUN_023846-T1,1,2,1,1,1
FUN_004863-T1,1,1,0,1,0
FUN_029418-T1,12239,10690,6182,5486,8516
FUN_005193-T1,175,123,131,732,496
FUN_037885-T1,0,127,0,0,0
FUN_020049-T1,0,0,0,0,0
FUN_041342-T1,0,47,51,40,29
FUN_038097-T1,64,487,488,404,88
FUN_006230-T1,2025,939,863,1613,1650
FUN_012215-T1,444,32,343,212,140
FUN_020922-T1,0,0,0,0,0
FUN_006031-T1,20,0,12,0,67
FUN_042895-T1,1,1,0,1,1
FUN_009925-T1,0,0,0,0,0
FUN_028931-T1,0,18,0,16,53
FUN_003467-T1,690,940,407,1008,409
FUN_020434-T1,0,0,0,0,0
FUN_038832-T1,1432,1554,737,1917,1199
FUN_040653-T1,0,0,0,0,0
FUN_044142-T1,0,0,0,0,21
FUN_027824-T1,0,0,0,0,0
FUN_005970-T1,1267,533,779,1129,560
FUN_018028-T1,173,0,53,10,21
FUN_039768-T1,0,4,0,0,0
FUN_005570-T1,0,0,0,0,0
FUN_017602-T1,0,0,0,0,0
FUN_021578-T1,0,0,1,0,0
FUN_040515-T1,386,0,164,164,0
FUN_027061-T1,0,0,0,0,0
FUN_030441-T1,11,2,10,1,47
FUN_017499-T1,0,0,0,0,1
FUN_026577-T1,0,0,0,0,0
FUN_009911-T1,132,78,89,63,115
FUN_028527-T1,0,0,0,0,5
FUN_028289-T1,23,28,6,13,18
FUN_001132-T1,257,159,264,191,353
FUN_034162-T1,1367,1324,897,1337,1041
FUN_002540-T1,116,4,119,182,165
FUN_010900-T1,63736,72772,38979,50578,30392
FUN_020293-T1,0,0,0,0,0
FUN_018624-T1,16,16,11,0,10
FUN_002963-T1,0,0,0,0,0
FUN_044365-T1,1,0,4,7,4
FUN_023476-T1,99,37,27,18,127
FUN_038538-T1,0,0,0,0,0
FUN_027313-T1,76,988,197,81,204
FUN_016402-T1,3344,1691,2185,3531,2832
FUN_009537-T1,559,489,193,566,233
FUN_023716-T1,0,1,0,0,1
FUN_021726-T1,0,0,0,0,1
FUN_036157-T1,0,0,20,18,26
FUN_035446-T1,0,15,0,60,0
FUN_024404-T1,0,0,0,8,4
FUN_032296-T1,3912,3123,1849,4114,2535
FUN_021103-T1,0,0,0,0,0
FUN_031809-T1,268,115,594,262,277
FUN_008020-T1,6807,5161,3705,5822,4566
FUN_028914-T1,663,1032,678,486,291
FUN_024771-T1,31,92,228,204,110
FUN_001769-T1,379,790,316,848,643
FUN_029472-T1,436,124,60,275,129
FUN_043099-T1,1578,740,646,1052,1506
FUN_012794-T1,404,419,184,872,709
FUN_026172-T1,361,254,267,400,135
FUN_041924-T1,1250,742,569,1199,756
FUN_010799-T1,2235,1008,1037,2328,2145
FUN_000510-T1,984,523,351,1314,1172
FUN_006183-T1,0,0,0,0,0
FUN_036417-T1,0,0,0,0,0
FUN_009889-T1,0,0,0,0,0
FUN_021283-T1,0,0,0,0,0
FUN_022445-T1,199,175,441,554,115
FUN_031835-T1,399,471,407,613,289
FUN_041879-T1,310,280,283,318,200
FUN_023706-T1,3,0,7,22,7
FUN_039092-T1,118,151,91,122,158
FUN_003214-T1,29,0,13,20,65
FUN_011040-T1,0,0,0,0,0
FUN_036613-T1,0,0,0,0,0
FUN_036436-T1,0,0,0,0,0
FUN_032776-T1,110,108,66,91,30
FUN_029323-T1,24,1635,1296,1029,360
FUN_032302-T1,304,136,108,198,230
FUN_034121-T1,2151,1277,985,1316,1348
FUN_007863-T1,366,277,141,446,393
FUN_023987-T1,37,24,0,5,18
FUN_030300-T1,0,0,0,0,0
FUN_021910-T1,0,0,0,0,1
FUN_032537-T1,16,47,14,7,71
FUN_011057-T1,0,0,0,0,0
FUN_038265-T1,2227,2815,1185,1974,1785
FUN_033869-T1,262,171,146,262,89
FUN_026092-T1,0,0,0,0,0
FUN_040175-T1,0,0,0,0,0
FUN_006375-T1,0,0,0,0,0
FUN_042001-T1,1597,1217,918,1183,1209
FUN_012469-T1,660,442,207,598,315
FUN_031373-T1,0,36,36,5,40
FUN_014106-T1,0,0,0,0,0
FUN_001803-T1,0,0,0,0,0
FUN_033405-T1,0,0,2,0,2
FUN_007425-T1,0,0,1,0,1
FUN_022601-T1,447,211,276,384,601
FUN_041322-T1,0,0,6,17,14
FUN_029621-T1,1,1,0,0,0
FUN_015862-T1,0,0,0,0,0
FUN_012628-T1,685,343,620,399,1058
FUN_016940-T1,0,0,1,0,1
FUN_027364-T1,0,0,0,0,0
FUN_009275-T1,1754,46,374,2655,615
FUN_026345-T1,731,177,170,140,112
FUN_003113-T1,0,0,0,0,0
FUN_002790-T1,0,0,0,0,0
FUN_001141-T1,1890,955,799,1161,1826
FUN_029232-T1,89,28,34,91,58
FUN_007440-T1,0,0,0,0,1
FUN_003581-T1,0,0,0,0,13
FUN_017997-T1,0,35,0,5,0
FUN_011905-T1,275,487,77,378,596
FUN_025227-T1,15,9,0,0,0
FUN_000324-T1,390,1308,1318,922,270
FUN_012116-T1,24,409,10,1667,560
FUN_044192-T1,2,0,6,5,10
FUN_011083-T1,0,0,3,8,38
FUN_018810-T1,34,72,0,0,10
FUN_042998-T1,51722,66115,25826,33706,22835
FUN_001877-T1,0,0,0,0,0
FUN_008708-T1,34,31,35,37,33
FUN_034954-T1,2514,1335,1126,849,1425
FUN_011299-T1,0,0,0,0,0
FUN_032056-T1,365,202,128,412,293
FUN_025938-T1,330,1549,1770,10999,237
FUN_024358-T1,323,67,175,433,250
FUN_041189-T1,0,1332,201,731,256
FUN_038586-T1,0,0,0,5,0
FUN_013737-T1,0,0,0,0,0
FUN_019571-T1,0,0,0,0,0
FUN_041849-T1,81,29,24,10,30
FUN_042183-T1,30,108,3,15,15
FUN_042745-T1,0,0,0,0,0
FUN_012474-T1,2425,589,821,1578,625
FUN_026295-T1,205,0,112,29,13
FUN_026953-T1,0,0,0,0,1
FUN_008436-T1,2954,1709,1422,2212,1769
FUN_016018-T1,19,0,17,46,25
FUN_041883-T1,163,41,66,105,74
FUN_038498-T1,2248,2246,1570,1741,1812
FUN_007109-T1,6,1,2,1,35
FUN_027250-T1,0,0,0,0,5
FUN_011468-T1,0,0,0,0,0
FUN_006343-T1,0,0,0,0,139
FUN_002665-T1,79,12,74,125,58
FUN_026051-T1,18,52,14,71,63
FUN_035480-T1,545,113,100,509,249
FUN_009686-T1,0,0,0,0,0
FUN_013581-T1,1733,1219,666,851,945
FUN_000947-T1,0,0,2,0,0
FUN_036758-T1,609,206,122,296,327
FUN_008695-T1,1039,679,717,1104,379
FUN_039835-T1,356,338,201,311,529
FUN_033699-T1,3687,3407,1323,2478,1607
FUN_000609-T1,57,38,56,137,9
FUN_004251-T1,1928,1114,721,1446,1135
FUN_032787-T1,216,524,241,874,762
FUN_011765-T1,1777,525,303,434,1334
FUN_019016-T1,20,25,12,86,71
FUN_041295-T1,0,0,0,0,3
FUN_026537-T1,474,230,197,602,103
FUN_025884-T1,515,491,552,166,506
FUN_023404-T1,112,80,26,83,45
FUN_013473-T1,48,54,40,74,0
FUN_015964-T1,0,27,0,0,6
FUN_006562-T1,769,18,301,1419,437
FUN_004537-T1,0,25,17,23,49
FUN_016990-T1,768,424,458,1205,797
FUN_011253-T1,4,100,37,411,267
FUN_025677-T1,321,229,239,242,407
FUN_039667-T1,0,0,47,0,54
FUN_018327-T1,55,0,25,27,20
FUN_037167-T1,6191,4212,4050,5370,2860
FUN_038655-T1,32,18,20,0,67
FUN_031169-T1,0,0,0,0,0
FUN_006250-T1,1106,555,837,879,673
FUN_033525-T1,0,13,0,0,3
FUN_003874-T1,0,0,0,0,26
FUN_035302-T1,1318,931,610,711,516
FUN_013010-T1,1,1,0,1,1
FUN_022178-T1,58,12,80,74,131
FUN_004504-T1,40,29,27,13,190
FUN_016175-T1,1,3,19,13,61
FUN_032915-T1,540,187,242,92,75
FUN_001377-T1,724,897,330,1437,985
FUN_042042-T1,791,793,679,934,957
FUN_027724-T1,0,0,0,0,0
FUN_031645-T1,151,384,124,355,375
FUN_017773-T1,3684,3759,2758,5631,5766
FUN_033204-T1,0,0,0,0,0
FUN_009389-T1,16,0,0,0,22
FUN_024953-T1,0,0,0,0,3
FUN_039958-T1,275,125,6,72,24
FUN_011744-T1,10,0,0,0,0
FUN_024199-T1,4758,2637,3608,3148,2671
FUN_027503-T1,0,0,2,1,0
FUN_017068-T1,0,0,0,0,1
FUN_015762-T1,0,0,0,0,0
FUN_009841-T1,244,211,259,263,382
FUN_036764-T1,1183,253,374,1099,1358
FUN_019488-T1,0,0,0,4,0
FUN_004058-T1,149,259,109,198,135
FUN_019200-T1,0,0,0,0,9
FUN_010989-T1,27,28,15,22,17
FUN_036624-T1,0,0,1,0,1
FUN_028473-T1,8434,6885,5681,5039,3976
FUN_041581-T1,10084,12362,7173,10431,8835
FUN_043132-T1,803,453,210,580,365
FUN_026230-T1,462,253,211,75,203
FUN_039784-T1,1,1,1,1,1
FUN_023438-T1,1139,1333,490,1045,421
FUN_013819-T1,82,0,0,173,43
FUN_011756-T1,5260,5015,2681,4174,2631
FUN_016632-T1,0,0,0,0,0
FUN_000079-T1,3,0,6,0,10
FUN_025563-T1,0,2,4,0,70
FUN_032198-T1,60,34,19,19,77
FUN_034260-T1,3842,2594,2389,5345,3238
FUN_025021-T1,0,0,0,0,0
FUN_014356-T1,0,0,0,0,4
FUN_021823-T1,0,0,0,0,0
FUN_019604-T1,0,0,0,0,0
FUN_023793-T1,22,1,3,7,8
FUN_033407-T1,0,0,0,0,1
FUN_018526-T1,1211,941,473,1115,830
FUN_014670-T1,1122,532,876,902,1200
FUN_023540-T1,0,0,0,0,0
FUN_033714-T1,482,412,371,512,280
FUN_031602-T1,45,84,23,30,33
FUN_006539-T1,6,34,0,66,48
FUN_033323-T1,0,0,0,0,0
FUN_036583-T1,0,0,1,0,0
FUN_022422-T1,4,0,1,0,0
FUN_041635-T1,1985,1892,655,1244,1115
FUN_028658-T1,0,0,0,7,0
FUN_014869-T1,225,246,217,274,425
FUN_024945-T1,54,34,0,0,58
FUN_004334-T1,166,221,103,199,130
FUN_010210-T1,0,0,0,0,0
FUN_042839-T1,2421,1781,1040,1622,1483
FUN_035382-T1,11,3,12,3,26
FUN_003220-T1,0,0,0,0,0
FUN_014244-T1,16,0,0,0,3
FUN_038604-T1,0,0,0,59,17
FUN_011995-T1,26,9,0,0,0
FUN_027085-T1,361,300,109,219,253
FUN_042290-T1,0,0,0,0,0
FUN_023208-T1,44,99,140,69,107
FUN_037042-T1,1516,1629,1480,2846,2399
FUN_029520-T1,536,1136,547,531,360
FUN_020043-T1,0,0,0,0,0
FUN_032932-T1,9,0,2,3,14
FUN_039325-T1,21,0,0,115,0
FUN_030786-T1,1,0,0,0,0
FUN_022989-T1,374,375,245,303,458
FUN_004908-T1,346,386,295,374,374
FUN_038438-T1,1101,658,710,1209,1090
FUN_007694-T1,2087,1224,1119,1771,1865
FUN_042772-T1,0,0,3,0,8
FUN_023628-T1,0,0,0,13,0
FUN_026851-T1,0,0,192,0,0
FUN_040124-T1,44,18,58,110,89
FUN_005012-T1,72,2,54,34,28
FUN_011145-T1,0,0,0,0,0
FUN_020459-T1,0,0,0,0,0
FUN_024219-T1,811,689,289,543,760
FUN_005817-T1,0,0,0,0,0
FUN_035325-T1,310,161,164,241,111
FUN_021110-T1,0,0,5,0,26
FUN_004985-T1,592,286,267,454,400
FUN_003129-T1,0,0,0,0,0
FUN_014727-T1,1435,1371,954,1176,800
FUN_007876-T1,306,253,35,0,144
FUN_019295-T1,0,0,0,0,0
FUN_034065-T1,184,200,78,167,125
FUN_030953-T1,0,0,0,0,0
FUN_025721-T1,0,0,0,14,0
FUN_039405-T1,123,52,99,71,76
FUN_009872-T1,71,0,0,44,0
FUN_009398-T1,10,0,0,0,17
FUN_014131-T1,525,39,1,2,490
FUN_011120-T1,0,0,0,0,14
FUN_003567-T1,0,0,2,0,16
FUN_023837-T1,0,0,0,0,0
FUN_010586-T1,708,745,416,437,596
FUN_007433-T1,0,0,0,0,1
FUN_003447-T1,0,0,0,0,4
FUN_037387-T1,0,0,0,0,10
FUN_014484-T1,254,256,76,119,159
FUN_004513-T1,241,194,174,492,348
FUN_018924-T1,663,2622,113,13,198
FUN_003132-T1,0,0,0,0,0
FUN_009083-T1,0,0,0,0,0
FUN_008434-T1,72,254,64,579,581
FUN_029468-T1,195,1065,786,975,85
FUN_009381-T1,1588,1147,1113,1536,2308
FUN_041048-T1,0,0,0,0,0
FUN_014882-T1,933,441,672,976,516
FUN_011357-T1,4,10,43,730,93
FUN_042416-T1,1,0,2,3,34
FUN_025765-T1,619,388,435,900,885
FUN_007593-T1,0,0,0,0,0
FUN_011748-T1,512,638,495,308,760
FUN_006310-T1,0,0,0,0,0
FUN_041586-T1,2778,2001,1169,2571,1218
FUN_041074-T1,0,0,46,0,94
FUN_039129-T1,0,0,0,0,0
FUN_036340-T1,0,0,0,0,0
FUN_001821-T1,0,0,0,0,0
FUN_040966-T1,1113,1754,515,1121,1392
FUN_013779-T1,4,0,0,0,7
FUN_021610-T1,748,733,747,1137,579
FUN_000870-T1,300,460,43,340,388
FUN_033644-T1,52,3,0,0,86
FUN_029330-T1,1705,792,698,1318,837
FUN_021342-T1,0,0,0,0,0
FUN_018555-T1,0,0,0,0,4
FUN_028645-T1,0,63,0,179,0
FUN_023325-T1,0,0,0,0,4
FUN_004577-T1,895,959,766,1402,1499
FUN_033464-T1,1,0,0,0,1
FUN_043989-T1,0,0,2,0,2
FUN_004436-T1,1575,1016,933,1210,990
FUN_011187-T1,647,23,214,77,36
FUN_031547-T1,15,0,0,0,0
FUN_021796-T1,0,0,0,0,17
FUN_042593-T1,1956,929,995,1380,1476
FUN_025351-T1,4764,3112,2244,4860,2876
FUN_009224-T1,0,0,0,0,0
FUN_028520-T1,0,0,0,41,0
FUN_004283-T1,2321,2022,1513,1655,1696
FUN_004685-T1,2,0,0,0,28
FUN_040056-T1,0,149,0,119,0
FUN_041897-T1,4977,4583,3331,4080,2212
FUN_007139-T1,153,63,58,166,127
FUN_035820-T1,1083,2882,520,893,541
FUN_002850-T1,0,0,0,0,0
FUN_037099-T1,9,2,0,9,1
FUN_013209-T1,0,0,0,0,0
FUN_014169-T1,3956,3801,2455,3116,2735
FUN_001455-T1,949,617,703,1137,1245
FUN_011927-T1,3154,2889,1741,3447,2875
FUN_043992-T1,0,0,0,0,0
FUN_001963-T1,66,13,23,25,25
FUN_032627-T1,54,0,33,0,135
FUN_036756-T1,3525,1933,1288,3179,1591
FUN_009235-T1,32,27,0,0,6
FUN_035519-T1,927,1451,1293,460,769
FUN_003760-T1,1,0,34,0,56
FUN_023038-T1,1099,980,464,1055,859
FUN_031353-T1,70,77,47,0,189
FUN_038911-T1,0,109,25,60,0
FUN_018777-T1,0,0,0,0,0
FUN_014021-T1,0,0,0,0,0
FUN_039439-T1,0,0,0,0,0
FUN_035124-T1,2077,174,25,73,87
FUN_016063-T1,652,465,660,517,496
FUN_016388-T1,4183,4352,1823,3173,2659
FUN_012416-T1,284,268,234,285,225
FUN_001578-T1,1813,1693,1137,2023,1977
FUN_041711-T1,3181,4752,3466,3306,1951
FUN_012978-T1,0,0,0,0,0
FUN_020851-T1,9317,12403,6959,9111,3676
FUN_003632-T1,0,0,36,0,11
FUN_043847-T1,0,0,2,0,18
FUN_013304-T1,11,0,9,16,23
FUN_033709-T1,3746,1584,1210,3149,1643
FUN_028117-T1,3311,2739,2007,2448,2338
FUN_030329-T1,4,0,5,0,26
FUN_010651-T1,554,82,54,229,69
FUN_039786-T1,559,853,177,84,23
FUN_013177-T1,0,0,0,0,0
FUN_007238-T1,0,0,0,0,0
FUN_018510-T1,69,0,10,0,2
FUN_033230-T1,0,0,0,0,0
FUN_019242-T1,0,0,0,0,1
FUN_000238-T1,841,816,514,655,533
FUN_005683-T1,0,0,6,0,7
FUN_008143-T1,46,43,3,0,32
FUN_005582-T1,0,0,0,1,0
FUN_031141-T1,0,0,0,0,0
FUN_034082-T1,684,412,421,1067,414
FUN_010832-T1,13821,10123,7251,10865,6969
FUN_007824-T1,2386,1011,1026,1451,1992
FUN_017664-T1,0,0,0,0,0
FUN_014645-T1,1701,829,891,994,990
FUN_011954-T1,0,0,0,0,0
FUN_034069-T1,17,56,13,395,741
FUN_025066-T1,18,15,27,8,14
FUN_033509-T1,10039,11035,5482,9297,3496
FUN_016660-T1,6147,6149,2046,8940,7913
FUN_043028-T1,0,0,0,0,0
FUN_010302-T1,0,0,0,0,0
FUN_040997-T1,28,21,23,28,90
FUN_015752-T1,0,0,0,0,0
FUN_028091-T1,0,7,37,0,10
FUN_032574-T1,9675,7998,4190,5594,3508
FUN_037541-T1,0,0,0,3,0
FUN_002999-T1,0,0,0,0,0
FUN_044268-T1,2,2,16,5,66
FUN_021858-T1,0,0,0,0,1
FUN_039860-T1,2256,1303,1472,2331,2115
FUN_023911-T1,0,0,0,0,0
FUN_043079-T1,8,14,23,31,70
FUN_027407-T1,0,1,0,1,1
FUN_018109-T1,0,0,0,0,0
FUN_009474-T1,25,0,0,18,0
FUN_015099-T1,893,952,683,889,479
FUN_027990-T1,25,4365,2112,2074,1918
FUN_016299-T1,5434,2602,2063,4737,2762
FUN_028242-T1,366,394,143,304,290
FUN_036036-T1,156,143,145,350,146
FUN_021837-T1,0,0,0,0,0
FUN_007088-T1,0,0,0,6,70
FUN_026603-T1,23,31,14,49,39
FUN_042226-T1,75,236,138,186,308
FUN_044314-T1,0,0,0,0,0
FUN_034886-T1,95,81,56,48,110
FUN_000236-T1,642,362,326,654,508
FUN_033302-T1,51,77,60,5,345
FUN_030052-T1,0,0,0,0,0
FUN_029041-T1,2692,1888,1386,2456,1965
FUN_040110-T1,2691,2280,872,2301,1137
FUN_020774-T1,0,35,0,345,0
FUN_001214-T1,3932,2862,1920,3234,2453
FUN_019213-T1,0,0,0,0,0
FUN_010268-T1,0,0,0,0,0
FUN_005649-T1,2,0,1,0,5
FUN_005833-T1,199,826,223,294,119
FUN_003744-T1,0,0,0,0,0
FUN_011734-T1,55,18,14,41,22
FUN_017698-T1,0,0,0,0,25
FUN_016614-T1,361,320,101,254,285
FUN_031748-T1,2072,2740,883,3321,2248
FUN_034394-T1,93,33,12,55,36
FUN_011093-T1,2,0,0,1,0
FUN_032440-T1,28,33,31,94,25
FUN_005728-T1,14,0,0,57,17
FUN_005291-T1,0,13,0,0,0
FUN_041277-T1,284,84,64,433,206
FUN_040290-T1,22,38,32,22,51
FUN_004968-T1,2,0,3,0,25
FUN_037639-T1,0,0,0,0,0
FUN_034985-T1,810,526,546,513,693
FUN_019857-T1,0,0,0,0,0
FUN_032249-T1,360,283,227,241,279
FUN_026069-T1,310,586,253,375,401
FUN_043256-T1,0,0,0,0,1
FUN_017589-T1,0,0,0,0,0
FUN_030702-T1,0,0,0,0,0
FUN_020157-T1,0,0,0,0,0
FUN_004995-T1,0,0,0,0,0
FUN_002842-T1,0,0,0,0,0
FUN_038739-T1,426,97,201,200,205
FUN_011153-T1,3,0,24,0,241
FUN_002701-T1,472,291,348,126,19
FUN_000990-T1,6972,9634,5650,5599,3900
FUN_017083-T1,0,0,0,0,0
FUN_031845-T1,34,15,21,94,18
FUN_040779-T1,0,0,0,0,0
FUN_038178-T1,86,14,57,38,31
FUN_009813-T1,1,0,57,3,9
FUN_021245-T1,0,0,0,0,0
FUN_026177-T1,6050,4623,3533,6162,5796
FUN_009072-T1,64,11,0,2,27
FUN_038895-T1,0,0,0,0,0
FUN_011404-T1,25,0,20,7,72
FUN_039879-T1,3097,2343,1432,1858,1723
FUN_011033-T1,0,0,0,0,0
FUN_011946-T1,350,263,255,429,395
FUN_033039-T1,134,163,32,132,50
FUN_025543-T1,104,95,32,112,85
FUN_029310-T1,4383,2587,1949,3999,3889
FUN_030037-T1,0,4,0,5,4
FUN_027300-T1,0,0,0,0,0
FUN_034103-T1,0,63,74,59,65
FUN_005140-T1,0,0,0,0,0
FUN_004397-T1,7,0,0,4,4
FUN_012899-T1,0,0,40,27,0
FUN_005034-T1,535,1606,890,408,170
FUN_038026-T1,0,0,0,7,45
FUN_004444-T1,937,539,969,738,735
FUN_005694-T1,0,0,0,0,0
FUN_014823-T1,0,0,0,0,0
FUN_017823-T1,139,181,42,110,123
FUN_017798-T1,31,15,15,17,46
FUN_009304-T1,2207,1332,1024,1510,1017
FUN_006533-T1,0,0,0,0,0
FUN_029127-T1,955,619,315,1245,455
FUN_003514-T1,0,0,31,107,58
FUN_000961-T1,2896,2034,1367,2237,1536
FUN_032727-T1,0,0,0,0,0
FUN_037231-T1,459,469,425,569,744
FUN_035760-T1,0,0,0,0,0
FUN_022672-T1,418,155,160,335,345
FUN_010965-T1,12,25,0,2,0
FUN_026467-T1,0,24,113,186,70
FUN_026212-T1,2423,1031,950,4796,3582
FUN_038685-T1,1206,672,664,800,1071
FUN_012568-T1,84,33,0,51,0
FUN_012162-T1,0,0,0,0,0
FUN_019803-T1,0,0,0,0,0
FUN_004844-T1,2772,5005,3135,3258,4119
FUN_027998-T1,26,23,12,28,28
FUN_008147-T1,0,0,0,0,0
FUN_029079-T1,59,102,61,118,161
FUN_032631-T1,147,79,46,159,143
FUN_016945-T1,10,2,16,15,5
FUN_022523-T1,0,4,2,43,7
FUN_038525-T1,1239,734,519,1530,683
FUN_030581-T1,0,0,1,0,2
FUN_024287-T1,0,0,0,0,20
FUN_005612-T1,0,0,0,1,1
FUN_001997-T1,0,0,0,0,0
FUN_022451-T1,801,1342,611,1048,1035
FUN_005055-T1,95,84,0,28,25
FUN_040209-T1,1263,795,507,593,627
FUN_035965-T1,476,259,115,431,809
FUN_008619-T1,11471,7897,5727,9553,6126
FUN_018761-T1,0,0,0,0,0
FUN_028983-T1,5324,5167,1963,3680,3970
FUN_021196-T1,235,190,273,369,244
FUN_021037-T1,0,0,0,0,0
FUN_025222-T1,0,0,0,0,0
FUN_042862-T1,0,0,0,0,0
FUN_032221-T1,18159,14438,10160,14040,12458
FUN_015792-T1,75,57,22,37,39
FUN_002525-T1,495,36,228,188,168
FUN_039503-T1,4,0,19,0,63
FUN_028827-T1,796,125,658,1053,35
FUN_009469-T1,0,0,0,0,0
FUN_041113-T1,0,0,0,0,4
FUN_005061-T1,3697,6523,2357,4725,2198
FUN_015465-T1,317,381,228,360,159
FUN_035900-T1,910,683,410,683,947
FUN_007826-T1,71,24,13,63,107
FUN_013343-T1,0,0,0,0,0
FUN_009425-T1,63,13,90,49,231
FUN_028930-T1,4,9,0,0,0
FUN_006743-T1,1384,594,356,1126,1623
FUN_032217-T1,685,623,376,497,647
FUN_025150-T1,4,0,0,0,21
FUN_042703-T1,0,0,0,0,0
FUN_023299-T1,390,469,128,138,337
FUN_040842-T1,0,0,0,0,0
FUN_024602-T1,0,0,0,0,0
FUN_043870-T1,0,0,0,0,0
FUN_014555-T1,201,116,79,143,356
FUN_023665-T1,0,0,0,0,16
FUN_013221-T1,0,0,0,0,0
FUN_023173-T1,1019,492,291,1012,1106
FUN_010603-T1,613,412,249,373,549
FUN_042711-T1,1,1,0,0,1
FUN_002278-T1,2,0,0,0,7
FUN_037506-T1,157,5798,3481,150,1214
FUN_025958-T1,0,0,0,0,0
FUN_020575-T1,0,0,0,0,0
FUN_032870-T1,95,131,81,113,50
FUN_022324-T1,55,196,65,4,16
FUN_021292-T1,0,0,0,0,0
FUN_013508-T1,117,235,160,98,68
FUN_030193-T1,0,0,0,0,0
FUN_010917-T1,37,0,0,59,0
FUN_014302-T1,0,0,0,0,5
FUN_042753-T1,0,0,0,0,0
FUN_030402-T1,0,0,0,0,0
FUN_005319-T1,0,0,0,0,5
FUN_015365-T1,617,299,248,683,522
FUN_025085-T1,0,6,0,6,5
FUN_010781-T1,1355,524,299,819,547
FUN_043808-T1,0,0,34,0,37
FUN_036163-T1,4586,4644,2354,3936,3323
FUN_035664-T1,22,0,12,0,10
FUN_032380-T1,2829,1726,1392,1770,1394
FUN_014187-T1,35,41,43,62,67
FUN_008286-T1,335,712,125,258,132
FUN_010347-T1,0,0,0,0,0
FUN_001509-T1,36,43,56,34,38
FUN_029192-T1,1180,557,761,601,1413
FUN_025961-T1,0,0,0,0,0
FUN_008526-T1,0,0,0,0,0
FUN_012733-T1,86,111,114,244,182
FUN_034845-T1,625,323,367,528,793
FUN_006263-T1,2134,660,852,228,290
FUN_014764-T1,2237,1761,1208,2247,2017
FUN_022883-T1,1437,1242,898,1661,1099
FUN_034414-T1,0,0,0,0,0
FUN_008046-T1,347,338,282,297,126
FUN_031394-T1,6,5,0,62,68
FUN_035279-T1,1492,476,807,1195,859
FUN_028669-T1,6,0,0,0,11
FUN_035128-T1,160,103,7,115,109
FUN_013729-T1,0,0,5,0,0
FUN_014660-T1,16887,20885,15456,16744,9042
FUN_043322-T1,3467,1476,1204,2252,1508
FUN_040597-T1,0,0,0,0,0
FUN_022745-T1,92,21,45,34,34
FUN_005866-T1,0,0,0,0,11
FUN_014971-T1,0,0,0,7,0
FUN_025362-T1,6061,6118,6936,5590,2436
FUN_007293-T1,0,0,15,4,84
FUN_002414-T1,0,90,44,47,94
FUN_003102-T1,0,0,0,0,1
FUN_039107-T1,0,0,7,0,4
FUN_020392-T1,0,0,0,0,0
FUN_040632-T1,0,0,0,0,0
FUN_012364-T1,82,91,17,76,19
FUN_010208-T1,0,0,0,0,0
FUN_038575-T1,1102,1692,763,1168,782
FUN_008502-T1,3,2,46,23,220
FUN_034726-T1,0,0,0,0,0
FUN_030323-T1,6,0,5,0,22
FUN_010959-T1,3888,5039,3312,3015,3218
FUN_032371-T1,1681,363,502,690,523
FUN_021305-T1,0,0,0,0,0
FUN_005924-T1,0,0,0,0,0
FUN_004385-T1,472,365,389,368,1345
FUN_034271-T1,0,0,0,0,0
FUN_025050-T1,0,0,0,0,0
FUN_010793-T1,91,0,25,0,25
FUN_024551-T1,37,0,3,18,0
FUN_027618-T1,117,84,52,55,39
FUN_000398-T1,8564,12197,11536,10729,4911
FUN_040464-T1,4,0,0,0,128
FUN_042666-T1,6739,7228,2853,6944,4858
FUN_014270-T1,84,10,17,13,3
FUN_008044-T1,159,65,114,33,147
FUN_023844-T1,0,0,0,0,4
FUN_014945-T1,507,270,245,284,302
FUN_008204-T1,0,0,0,0,0
FUN_004498-T1,3087,3066,2929,2480,1646
FUN_038024-T1,7540,5178,3680,7466,6852
FUN_009558-T1,89,72,32,145,132
FUN_001317-T1,483,575,415,453,959
FUN_039662-T1,0,0,0,0,0
FUN_019231-T1,7,0,19,0,15
FUN_025890-T1,64,4,9,0,16
FUN_029363-T1,0,4,5,0,2
FUN_028680-T1,5,73,14,30,31
FUN_003127-T1,0,0,0,0,0
FUN_022726-T1,74,15,27,23,39
FUN_006381-T1,0,0,0,0,0
FUN_030604-T1,0,0,0,0,0
