Orthogroup	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep
OG0000109	FUN_011515-T1	Pocillopora_meandrina_HIv1___TS.g12759.t1
OG0000110	FUN_031585-T1, FUN_031576-T1, FUN_031572-T1, FUN_031571-T1, FUN_031573-T1, FUN_031587-T1, FUN_031586-T1, FUN_031584-T1, FUN_031577-T1, FUN_031582-T1, FUN_031575-T1	Pocillopora_meandrina_HIv1___RNAseq.g27827.t1
OG0000120	FUN_032208-T1, FUN_003628-T1, FUN_003616-T1, FUN_032880-T1, FUN_003618-T1, FUN_003690-T1, FUN_003687-T1	Pocillopora_meandrina_HIv1___RNAseq.g5295.t1, Pocillopora_meandrina_HIv1___RNAseq.g23950.t1
OG0000120	FUN_032674-T1, FUN_032588-T1	Pocillopora_meandrina_HIv1___RNAseq.g24361.t1
OG0000121	FUN_004143-T1	Pocillopora_meandrina_HIv1___RNAseq.g27580.t1, Pocillopora_meandrina_HIv1___TS.g14930.t1
OG0000124	FUN_007780-T1, FUN_013540-T1, FUN_039617-T1, FUN_039565-T1, FUN_013441-T1, FUN_013510-T1, FUN_013448-T1, FUN_039695-T1, FUN_039755-T1, FUN_039554-T1, FUN_039767-T2, FUN_013668-T3, FUN_013668-T2, FUN_039767-T1, FUN_013668-T1, FUN_041354-T1, FUN_039515-T1, FUN_039619-T1, FUN_013681-T1, FUN_014109-T1, FUN_014108-T1, FUN_014104-T1, FUN_039614-T1, FUN_013672-T1, FUN_039770-T1, FUN_039699-T1, FUN_039693-T1, FUN_039691-T1, FUN_039516-T1, FUN_039622-T1	Pocillopora_meandrina_HIv1___TS.g6956.t1
OG0000125	FUN_008670-T1, FUN_008690-T1, FUN_008611-T1, FUN_008689-T1, FUN_008688-T1, FUN_008669-T1, FUN_008684-T1, FUN_008682-T1, FUN_008654-T1, FUN_008675-T1, FUN_008678-T1, FUN_008671-T1, FUN_008676-T1, FUN_008612-T1, FUN_008680-T1, FUN_008658-T1, FUN_008683-T1, FUN_008683-T2, FUN_008655-T1, FUN_008674-T1, FUN_008681-T1, FUN_008677-T1, FUN_008687-T1, FUN_008657-T1, FUN_008686-T1, FUN_008672-T2, FUN_008672-T1	Pocillopora_meandrina_HIv1___RNAseq.g25771.t2
OG0000126	FUN_044913-T1	Pocillopora_meandrina_HIv1___RNAseq.g12910.t1
OG0000126	FUN_044872-T1	Pocillopora_meandrina_HIv1___RNAseq.g9175.t1, Pocillopora_meandrina_HIv1___RNAseq.g9173.t1
OG0000126	FUN_009810-T1	Pocillopora_meandrina_HIv1___RNAseq.g19551.t1, Pocillopora_meandrina_HIv1___RNAseq.g11396.t1, Pocillopora_meandrina_HIv1___RNAseq.g19598.t1, Pocillopora_meandrina_HIv1___RNAseq.g13143.t1
OG0000126	FUN_041139-T1	Pocillopora_meandrina_HIv1___RNAseq.g2822.t1, Pocillopora_meandrina_HIv1___RNAseq.g2392.t1, Pocillopora_meandrina_HIv1___TS.g19583.t1
OG0000131	FUN_041048-T1, FUN_041082-T1, FUN_005500-T1, FUN_021005-T1, FUN_003361-T1, FUN_003207-T1, FUN_044343-T1, FUN_044369-T1, FUN_036467-T1, FUN_041022-T1, FUN_002798-T1, FUN_036319-T1, FUN_009883-T1, FUN_011584-T1, FUN_011601-T1, FUN_011577-T1, FUN_036320-T1, FUN_009920-T1, FUN_002955-T1, FUN_023898-T1, FUN_043805-T1, FUN_033642-T1, FUN_039039-T1, FUN_039581-T1, FUN_039630-T1, FUN_039526-T1, FUN_039637-T1, FUN_034432-T1, FUN_044311-T1	Pocillopora_meandrina_HIv1___RNAseq.g26876.t1
OG0000133	FUN_008285-T1	Pocillopora_meandrina_HIv1___TS.g20911.t1a, Pocillopora_meandrina_HIv1___TS.g20909.t1, Pocillopora_meandrina_HIv1___RNAseq.g17921.t1, Pocillopora_meandrina_HIv1___RNAseq.g17922.t1, Pocillopora_meandrina_HIv1___RNAseq.g17924.t1
OG0000134	FUN_015370-T1	Pocillopora_meandrina_HIv1___RNAseq.g24213.t1, Pocillopora_meandrina_HIv1___RNAseq.g24184.t1, Pocillopora_meandrina_HIv1___RNAseq.g24188.t1, Pocillopora_meandrina_HIv1___RNAseq.g24183.t1, Pocillopora_meandrina_HIv1___RNAseq.g24212.t1, Pocillopora_meandrina_HIv1___RNAseq.g24194.t1, Pocillopora_meandrina_HIv1___RNAseq.g24232.t1, Pocillopora_meandrina_HIv1___RNAseq.g24231.t1, Pocillopora_meandrina_HIv1___RNAseq.g24193.t1, Pocillopora_meandrina_HIv1___RNAseq.g24236.t1, Pocillopora_meandrina_HIv1___RNAseq.g24200.t1, Pocillopora_meandrina_HIv1___RNAseq.g24197.t1, Pocillopora_meandrina_HIv1___RNAseq.g24202.t1, Pocillopora_meandrina_HIv1___RNAseq.g24226.t1, Pocillopora_meandrina_HIv1___TS.g12167.t1, Pocillopora_meandrina_HIv1___TS.g12172.t1, Pocillopora_meandrina_HIv1___TS.g12149.t1, Pocillopora_meandrina_HIv1___RNAseq.g24235.t1, Pocillopora_meandrina_HIv1___RNAseq.g24207.t1, Pocillopora_meandrina_HIv1___RNAseq.g24196.t1, Pocillopora_meandrina_HIv1___RNAseq.g24222.t1, Pocillopora_meandrina_HIv1___RNAseq.g24214.t1, Pocillopora_meandrina_HIv1___RNAseq.g24185.t1
OG0000135	FUN_026632-T1, FUN_026655-T1, FUN_026646-T1, FUN_026631-T1	Pocillopora_meandrina_HIv1___RNAseq.g3227.t1, Pocillopora_meandrina_HIv1___RNAseq.g3220.t1, Pocillopora_meandrina_HIv1___RNAseq.g3217.t2, Pocillopora_meandrina_HIv1___RNAseq.g3225.t1, Pocillopora_meandrina_HIv1___RNAseq.g3226.t1, Pocillopora_meandrina_HIv1___RNAseq.g3224.t1, Pocillopora_meandrina_HIv1___RNAseq.g658.t1, Pocillopora_meandrina_HIv1___RNAseq.g4860.t1, Pocillopora_meandrina_HIv1___RNAseq.g3184.t1, Pocillopora_meandrina_HIv1___TS.g18290.t1, Pocillopora_meandrina_HIv1___RNAseq.g4862.t1, Pocillopora_meandrina_HIv1___RNAseq.g4852.t1, Pocillopora_meandrina_HIv1___RNAseq.g3222.t1
OG0000137	FUN_045140-T1, FUN_045293-T1	Pocillopora_meandrina_HIv1___RNAseq.g22690.t1
OG0000142	FUN_009316-T1	Pocillopora_meandrina_HIv1___RNAseq.g16393.t1
OG0000142	FUN_009336-T1	Pocillopora_meandrina_HIv1___RNAseq.g22964.t1
OG0000144	FUN_045427-T1, FUN_032593-T1, FUN_032671-T3, FUN_032671-T2, FUN_033060-T1, FUN_032763-T1, FUN_032720-T1, FUN_032721-T1, FUN_032667-T1, FUN_032659-T1, FUN_033108-T1, FUN_033113-T1, FUN_032665-T1, FUN_032718-T1, FUN_032728-T2, FUN_032728-T1, FUN_032733-T1, FUN_032732-T1, FUN_032717-T1, FUN_032731-T2, FUN_032731-T1, FUN_032660-T1, FUN_032675-T1, FUN_032666-T1, FUN_032658-T1, FUN_032716-T1, FUN_032673-T1, FUN_033041-T1	Pocillopora_meandrina_HIv1___RNAseq.g24365.t1
OG0000145	FUN_035121-T2, FUN_035121-T1, FUN_035096-T1	Pocillopora_meandrina_HIv1___RNAseq.g27643.t1
OG0000147	FUN_044935-T1	Pocillopora_meandrina_HIv1___RNAseq.g22530.t1, Pocillopora_meandrina_HIv1___RNAseq.g22074.t1, Pocillopora_meandrina_HIv1___TS.g4277.t2, Pocillopora_meandrina_HIv1___TS.g13639.t1a, Pocillopora_meandrina_HIv1___RNAseq.g2090.t1, Pocillopora_meandrina_HIv1___RNAseq.g19632.t1, Pocillopora_meandrina_HIv1___RNAseq.g9926.t1, Pocillopora_meandrina_HIv1___RNAseq.g10200.t1, Pocillopora_meandrina_HIv1___RNAseq.g19234.t1, Pocillopora_meandrina_HIv1___RNAseq.g9425.t1, Pocillopora_meandrina_HIv1___RNAseq.g27202.t1, Pocillopora_meandrina_HIv1___RNAseq.g1286.t1, Pocillopora_meandrina_HIv1___RNAseq.g25213.t1, Pocillopora_meandrina_HIv1___RNAseq.g25203.t1, Pocillopora_meandrina_HIv1___RNAseq.g28162.t1, Pocillopora_meandrina_HIv1___TS.g17314.t1, Pocillopora_meandrina_HIv1___RNAseq.g13277.t1, Pocillopora_meandrina_HIv1___RNAseq.g16582.t1, Pocillopora_meandrina_HIv1___TS.g19553.t1e, Pocillopora_meandrina_HIv1___TS.g9314.t1, Pocillopora_meandrina_HIv1___RNAseq.g4358.t1, Pocillopora_meandrina_HIv1___RNAseq.g1817.t1, Pocillopora_meandrina_HIv1___RNAseq.g16823.t1a, Pocillopora_meandrina_HIv1___TS.g23457.t1, Pocillopora_meandrina_HIv1___RNAseq.g21897.t1, Pocillopora_meandrina_HIv1___RNAseq.g2089.t1, Pocillopora_meandrina_HIv1___RNAseq.g6599.t1a
OG0000151	FUN_037144-T1, FUN_007642-T1, FUN_031514-T1, FUN_042148-T1, FUN_003357-T1, FUN_031301-T1, FUN_041201-T1, FUN_014732-T1, FUN_014348-T1, FUN_012986-T1, FUN_014213-T1, FUN_042305-T1, FUN_000310-T1, FUN_042264-T1, FUN_041314-T1, FUN_031049-T1, FUN_008607-T1, FUN_014248-T1, FUN_041205-T1, FUN_038612-T1, FUN_019125-T1, FUN_027348-T1, FUN_019126-T1, FUN_042306-T1, FUN_006068-T1, FUN_042357-T1	Pocillopora_meandrina_HIv1___RNAseq.g29915.t1, Pocillopora_meandrina_HIv1___RNAseq.g4870.t2
OG0000153	FUN_006457-T1, FUN_006527-T1, FUN_006550-T1, FUN_006550-T3, FUN_006550-T2, FUN_006473-T1, FUN_044579-T2, FUN_006126-T1	Pocillopora_meandrina_HIv1___TS.g17404.t1a
OG0000155	FUN_045303-T1, FUN_018796-T1, FUN_018873-T1	Pocillopora_meandrina_HIv1___RNAseq.g863.t1, Pocillopora_meandrina_HIv1___RNAseq.g862.t1, Pocillopora_meandrina_HIv1___RNAseq.g28169.t1b
OG0000156	FUN_026997-T1, FUN_036565-T1, FUN_042227-T1, FUN_042231-T1, FUN_002885-T1, FUN_039311-T1, FUN_002929-T1, FUN_043516-T1, FUN_032872-T1, FUN_007738-T1, FUN_044011-T1, FUN_009576-T1, FUN_009604-T1, FUN_035286-T1, FUN_004077-T1, FUN_042147-T1, FUN_038486-T1, FUN_008452-T1, FUN_027013-T1, FUN_009605-T1, FUN_026998-T1	Pocillopora_meandrina_HIv1___RNAseq.g16210.t1
OG0000158	FUN_043442-T1, FUN_009339-T1, FUN_009315-T1, FUN_009320-T1, FUN_009318-T1, FUN_009337-T1, FUN_009338-T1, FUN_009341-T1, FUN_009313-T1, FUN_009322-T1, FUN_009321-T1, FUN_009319-T1, FUN_009342-T1, FUN_009330-T1, FUN_009333-T1, FUN_009331-T1, FUN_009334-T1, FUN_009335-T1, FUN_009332-T1, FUN_009329-T1, FUN_009326-T1, FUN_009325-T1, FUN_009327-T1, FUN_009323-T1, FUN_009324-T1, FUN_009328-T1	Pocillopora_meandrina_HIv1___RNAseq.g24637.t1
OG0000160	FUN_045121-T1	Pocillopora_meandrina_HIv1___TS.g11246.t1
OG0000160	FUN_045242-T1, FUN_045028-T1, FUN_044634-T1, FUN_044540-T1, FUN_045582-T1, FUN_045127-T1	Pocillopora_meandrina_HIv1___RNAseq.g19323.t1, Pocillopora_meandrina_HIv1___RNAseq.g5832.t1, Pocillopora_meandrina_HIv1___RNAseq.g9019.t1, Pocillopora_meandrina_HIv1___RNAseq.g4851.t1, Pocillopora_meandrina_HIv1___RNAseq.g1220.t1, Pocillopora_meandrina_HIv1___RNAseq.g10662.t1, Pocillopora_meandrina_HIv1___RNAseq.g3357.t1, Pocillopora_meandrina_HIv1___TS.g10852.t1, Pocillopora_meandrina_HIv1___RNAseq.g6081.t1, Pocillopora_meandrina_HIv1___RNAseq.g18213.t1, Pocillopora_meandrina_HIv1___RNAseq.g23219.t1, Pocillopora_meandrina_HIv1___RNAseq.g10799.t1, Pocillopora_meandrina_HIv1___RNAseq.g9018.t1, Pocillopora_meandrina_HIv1___RNAseq.g19322.t1, Pocillopora_meandrina_HIv1___RNAseq.g1240.t1, Pocillopora_meandrina_HIv1___TS.g24553.t1, Pocillopora_meandrina_HIv1___RNAseq.g4866.t1, Pocillopora_meandrina_HIv1___RNAseq.g3214.t2, Pocillopora_meandrina_HIv1___RNAseq.g3483.t1, Pocillopora_meandrina_HIv1___RNAseq.g25543.t1
OG0000169	FUN_006014-T1	Pocillopora_meandrina_HIv1___RNAseq.g28130.t1, Pocillopora_meandrina_HIv1___TS.g28705.t1, Pocillopora_meandrina_HIv1___RNAseq.g3256.t1, Pocillopora_meandrina_HIv1___RNAseq.g11471.t1, Pocillopora_meandrina_HIv1___RNAseq.g25174.t1, Pocillopora_meandrina_HIv1___TS.g25398.t1, Pocillopora_meandrina_HIv1___RNAseq.g22073.t1, Pocillopora_meandrina_HIv1___RNAseq.g7552.t1, Pocillopora_meandrina_HIv1___RNAseq.g1252.t1, Pocillopora_meandrina_HIv1___TS.g14207.t1, Pocillopora_meandrina_HIv1___RNAseq.g29050.t1, Pocillopora_meandrina_HIv1___RNAseq.g22038.t1, Pocillopora_meandrina_HIv1___RNAseq.g29035.t1, Pocillopora_meandrina_HIv1___TS.g8389.t1, Pocillopora_meandrina_HIv1___RNAseq.g16595.t1, Pocillopora_meandrina_HIv1___RNAseq.g81.t1, Pocillopora_meandrina_HIv1___RNAseq.g12898.t1, Pocillopora_meandrina_HIv1___RNAseq.g26955.t1, Pocillopora_meandrina_HIv1___RNAseq.g11336.t1, Pocillopora_meandrina_HIv1___RNAseq.g6757.t1, Pocillopora_meandrina_HIv1___TS.g14475.t1, Pocillopora_meandrina_HIv1___RNAseq.g16204.t1, Pocillopora_meandrina_HIv1___RNAseq.g28600.t1
OG0000170	FUN_006668-T1, FUN_006670-T1, FUN_006672-T1, FUN_006664-T1, FUN_006471-T1, FUN_028222-T1, FUN_029885-T1, FUN_006551-T1, FUN_006507-T1, FUN_039371-T1, FUN_006696-T1, FUN_006693-T1, FUN_006695-T1, FUN_006517-T1, FUN_006694-T1, FUN_006486-T1, FUN_006534-T1, FUN_006546-T1, FUN_006539-T1	Pocillopora_meandrina_HIv1___TS.g29364.t1
OG0000171	FUN_018780-T1	Pocillopora_meandrina_HIv1___RNAseq.g9703.t1, Pocillopora_meandrina_HIv1___RNAseq.g9704.t1, Pocillopora_meandrina_HIv1___RNAseq.g9699.t1a
OG0000171	FUN_018269-T1, FUN_018220-T1, FUN_018279-T1, FUN_018386-T1	Pocillopora_meandrina_HIv1___RNAseq.g24758.t1
OG0000172	FUN_019607-T1	Pocillopora_meandrina_HIv1___TS.g18621.t1a
OG0000173	FUN_028556-T1, FUN_028557-T1	Pocillopora_meandrina_HIv1___RNAseq.g20738.t1
OG0000174	FUN_045723-T1	Pocillopora_meandrina_HIv1___TS.g7962.t1b, Pocillopora_meandrina_HIv1___RNAseq.g11870.t1, Pocillopora_meandrina_HIv1___RNAseq.g5430.t1, Pocillopora_meandrina_HIv1___RNAseq.g18185.t1, Pocillopora_meandrina_HIv1___RNAseq.g7289.t2, Pocillopora_meandrina_HIv1___TS.g13632.t1, Pocillopora_meandrina_HIv1___TS.g19214.t1a, Pocillopora_meandrina_HIv1___RNAseq.g22254.t1, Pocillopora_meandrina_HIv1___RNAseq.g13200.t1, Pocillopora_meandrina_HIv1___RNAseq.g2901.t1a, Pocillopora_meandrina_HIv1___RNAseq.g9448.t1, Pocillopora_meandrina_HIv1___RNAseq.g8914.t1, Pocillopora_meandrina_HIv1___RNAseq.g5167.t1, Pocillopora_meandrina_HIv1___RNAseq.g14481.t1, Pocillopora_meandrina_HIv1___RNAseq.g4257.t1, Pocillopora_meandrina_HIv1___RNAseq.g23243.t1, Pocillopora_meandrina_HIv1___RNAseq.g21102.t1, Pocillopora_meandrina_HIv1___RNAseq.g6511.t1, Pocillopora_meandrina_HIv1___RNAseq.g10279.t1, Pocillopora_meandrina_HIv1___RNAseq.g28672.t1a, Pocillopora_meandrina_HIv1___TS.g186.t1, Pocillopora_meandrina_HIv1___TS.g24875.t1a, Pocillopora_meandrina_HIv1___RNAseq.g28166.t1a, Pocillopora_meandrina_HIv1___RNAseq.g7699.t1a, Pocillopora_meandrina_HIv1___TS.g25198.t1, Pocillopora_meandrina_HIv1___RNAseq.g2215.t1
OG0000182	FUN_045144-T1, FUN_045144-T2, FUN_024921-T1, FUN_024921-T2, FUN_024923-T1, FUN_024921-T3, FUN_024517-T2, FUN_024517-T1, FUN_024507-T2, FUN_024507-T1, FUN_024511-T1, FUN_024511-T2	Pocillopora_meandrina_HIv1___RNAseq.g19221.t1
OG0000182	FUN_024520-T1	Pocillopora_meandrina_HIv1___RNAseq.g19561.t1
OG0000191	FUN_032170-T1, FUN_032175-T1, FUN_032173-T1, FUN_002308-T1, FUN_000044-T1, FUN_014422-T1, FUN_016174-T1, FUN_014426-T1, FUN_002319-T1, FUN_000034-T1, FUN_002306-T1, FUN_008507-T1, FUN_002312-T1, FUN_000041-T1, FUN_008509-T1, FUN_017749-T1, FUN_002310-T1, FUN_002321-T1, FUN_002304-T1, FUN_044172-T1, FUN_002316-T1	Pocillopora_meandrina_HIv1___RNAseq.g27978.t1
OG0000194	FUN_008243-T2, FUN_008243-T1	Pocillopora_meandrina_HIv1___RNAseq.g10951.t1, Pocillopora_meandrina_HIv1___RNAseq.g10950.t1
OG0000194	FUN_042134-T2, FUN_015487-T1, FUN_042130-T1, FUN_015486-T1, FUN_042134-T1, FUN_042128-T1	Pocillopora_meandrina_HIv1___TS.g13610.t1, Pocillopora_meandrina_HIv1___RNAseq.g11115.t1, Pocillopora_meandrina_HIv1___RNAseq.g11113.t1
OG0000195	FUN_032031-T1	Pocillopora_meandrina_HIv1___RNAseq.g30346.t1
OG0000195	FUN_009510-T2, FUN_009510-T1, FUN_009500-T1, FUN_009472-T1, FUN_009499-T1, FUN_009489-T1, FUN_009498-T1, FUN_009497-T1, FUN_009502-T1, FUN_009504-T1, FUN_009473-T1, FUN_009509-T1, FUN_009505-T1, FUN_009477-T1	Pocillopora_meandrina_HIv1___RNAseq.g14539.t1
OG0000196	FUN_041024-T1, FUN_043920-T1, FUN_041124-T1, FUN_030521-T1, FUN_030570-T1, FUN_023895-T1, FUN_039205-T1	Pocillopora_meandrina_HIv1___RNAseq.g26197.t1
OG0000199	FUN_034716-T1	Pocillopora_meandrina_HIv1___RNAseq.g24477.t1, Pocillopora_meandrina_HIv1___TS.g25947.t1, Pocillopora_meandrina_HIv1___RNAseq.g11142.t1
OG0000200	FUN_045660-T1	Pocillopora_meandrina_HIv1___RNAseq.g6516.t1
OG0000208	FUN_000425-T1, FUN_000421-T1, FUN_000431-T1, FUN_000420-T1, FUN_000430-T1, FUN_000429-T1, FUN_000424-T1, FUN_000428-T1, FUN_000432-T1, FUN_000427-T1, FUN_000423-T1	Pocillopora_meandrina_HIv1___RNAseq.g1682.t1, Pocillopora_meandrina_HIv1___RNAseq.g1684.t1, Pocillopora_meandrina_HIv1___RNAseq.g15990.t1a
OG0000211	FUN_022561-T1	Pocillopora_meandrina_HIv1___RNAseq.g14320.t1, Pocillopora_meandrina_HIv1___RNAseq.g24633.t1
OG0000212	FUN_028540-T1	Pocillopora_meandrina_HIv1___RNAseq.g12859.t1, Pocillopora_meandrina_HIv1___RNAseq.g2778.t1a, Pocillopora_meandrina_HIv1___RNAseq.g2778.t1c, Pocillopora_meandrina_HIv1___RNAseq.g21929.t1, Pocillopora_meandrina_HIv1___RNAseq.g19495.t1, Pocillopora_meandrina_HIv1___RNAseq.g13079.t1, Pocillopora_meandrina_HIv1___RNAseq.g13014.t1, Pocillopora_meandrina_HIv1___RNAseq.g13050.t1, Pocillopora_meandrina_HIv1___RNAseq.g13073.t1, Pocillopora_meandrina_HIv1___RNAseq.g13069.t1, Pocillopora_meandrina_HIv1___RNAseq.g13059.t1, Pocillopora_meandrina_HIv1___RNAseq.g13015.t1, Pocillopora_meandrina_HIv1___RNAseq.g13049.t1, Pocillopora_meandrina_HIv1___RNAseq.g13043.t1, Pocillopora_meandrina_HIv1___RNAseq.g13037.t1, Pocillopora_meandrina_HIv1___RNAseq.g13082.t1, Pocillopora_meandrina_HIv1___RNAseq.g19479.t1, Pocillopora_meandrina_HIv1___RNAseq.g19496.t1, Pocillopora_meandrina_HIv1___RNAseq.g19468.t1, Pocillopora_meandrina_HIv1___RNAseq.g18447.t1, Pocillopora_meandrina_HIv1___RNAseq.g21920.t1, Pocillopora_meandrina_HIv1___RNAseq.g21919.t1
OG0000215	FUN_045625-T1	Pocillopora_meandrina_HIv1___RNAseq.g11170.t1
OG0000215	FUN_044483-T1, FUN_044542-T1	Pocillopora_meandrina_HIv1___RNAseq.g19295.t1, Pocillopora_meandrina_HIv1___RNAseq.g1810.t1, Pocillopora_meandrina_HIv1___RNAseq.g1430.t1, Pocillopora_meandrina_HIv1___TS.g14383.t1, Pocillopora_meandrina_HIv1___RNAseq.g2776.t1a, Pocillopora_meandrina_HIv1___RNAseq.g14828.t1, Pocillopora_meandrina_HIv1___RNAseq.g12914.t1, Pocillopora_meandrina_HIv1___RNAseq.g28938.t1, Pocillopora_meandrina_HIv1___RNAseq.g7239.t2, Pocillopora_meandrina_HIv1___RNAseq.g26244.t1, Pocillopora_meandrina_HIv1___TS.g18664.t1, Pocillopora_meandrina_HIv1___RNAseq.g7793.t1, Pocillopora_meandrina_HIv1___RNAseq.g14827.t1, Pocillopora_meandrina_HIv1___RNAseq.g3000.t1, Pocillopora_meandrina_HIv1___RNAseq.g2883.t1, Pocillopora_meandrina_HIv1___RNAseq.g24757.t1
OG0000224	FUN_015740-T1, FUN_015745-T1, FUN_027312-T1, FUN_033103-T1, FUN_027032-T1, FUN_015739-T1, FUN_037266-T1, FUN_022846-T1, FUN_007329-T1, FUN_015678-T1, FUN_023793-T1, FUN_031378-T1, FUN_039672-T1, FUN_041191-T1, FUN_004936-T1, FUN_015778-T1, FUN_018734-T1, FUN_002002-T1, FUN_027722-T1, FUN_005085-T1, FUN_032892-T1	Pocillopora_meandrina_HIv1___TS.g9729.t1
OG0000228	FUN_018788-T1, FUN_007615-T1, FUN_015767-T1	Pocillopora_meandrina_HIv1___RNAseq.g29183.t1, Pocillopora_meandrina_HIv1___RNAseq.g205.t1, Pocillopora_meandrina_HIv1___TS.g6718.t1, Pocillopora_meandrina_HIv1___TS.g12379.t1, Pocillopora_meandrina_HIv1___RNAseq.g16612.t1c, Pocillopora_meandrina_HIv1___RNAseq.g1212.t1
OG0000231	FUN_032698-T1	Pocillopora_meandrina_HIv1___RNAseq.g29935.t1, Pocillopora_meandrina_HIv1___RNAseq.g29887.t1, Pocillopora_meandrina_HIv1___RNAseq.g29907.t1, Pocillopora_meandrina_HIv1___RNAseq.g29898.t1, Pocillopora_meandrina_HIv1___RNAseq.g29903.t1, Pocillopora_meandrina_HIv1___RNAseq.g29918.t1, Pocillopora_meandrina_HIv1___RNAseq.g29893.t1, Pocillopora_meandrina_HIv1___TS.g25187.t2, Pocillopora_meandrina_HIv1___RNAseq.g29934.t1, Pocillopora_meandrina_HIv1___RNAseq.g29932.t1, Pocillopora_meandrina_HIv1___TS.g25165.t1, Pocillopora_meandrina_HIv1___RNAseq.g29896.t1c, Pocillopora_meandrina_HIv1___RNAseq.g29933.t1, Pocillopora_meandrina_HIv1___TS.g25145.t1, Pocillopora_meandrina_HIv1___RNAseq.g29902.t1, Pocillopora_meandrina_HIv1___RNAseq.g29916.t1, Pocillopora_meandrina_HIv1___RNAseq.g29906.t1, Pocillopora_meandrina_HIv1___RNAseq.g29885.t1, Pocillopora_meandrina_HIv1___RNAseq.g29892.t1, Pocillopora_meandrina_HIv1___RNAseq.g29910.t1, Pocillopora_meandrina_HIv1___RNAseq.g29921.t1
OG0000232	FUN_035987-T1	Pocillopora_meandrina_HIv1___RNAseq.g12346.t1
OG0000233	FUN_039386-T1	Pocillopora_meandrina_HIv1___RNAseq.g26494.t1, Pocillopora_meandrina_HIv1___RNAseq.g20735.t1
OG0000235	FUN_044454-T1	Pocillopora_meandrina_HIv1___TS.g4219.t1, Pocillopora_meandrina_HIv1___RNAseq.g6714.t1, Pocillopora_meandrina_HIv1___RNAseq.g14605.t1, Pocillopora_meandrina_HIv1___RNAseq.g14614.t1
OG0000249	FUN_043197-T1	Pocillopora_meandrina_HIv1___RNAseq.g7696.t1
OG0000250	FUN_028318-T1, FUN_027784-T1	Pocillopora_meandrina_HIv1___TS.g11399.t1, Pocillopora_meandrina_HIv1___RNAseq.g16372.t1, Pocillopora_meandrina_HIv1___RNAseq.g16352.t2b, Pocillopora_meandrina_HIv1___RNAseq.g16380.t1, Pocillopora_meandrina_HIv1___RNAseq.g16381.t1, Pocillopora_meandrina_HIv1___RNAseq.g16373.t1, Pocillopora_meandrina_HIv1___TS.g11386.t1, Pocillopora_meandrina_HIv1___TS.g11387.t1, Pocillopora_meandrina_HIv1___TS.g11372.t1, Pocillopora_meandrina_HIv1___TS.g11377.t1, Pocillopora_meandrina_HIv1___RNAseq.g16355.t1, Pocillopora_meandrina_HIv1___RNAseq.g16364.t1, Pocillopora_meandrina_HIv1___RNAseq.g16357.t1, Pocillopora_meandrina_HIv1___TS.g11379.t1, Pocillopora_meandrina_HIv1___RNAseq.g16351.t1, Pocillopora_meandrina_HIv1___TS.g11403.t2, Pocillopora_meandrina_HIv1___RNAseq.g16367.t1, Pocillopora_meandrina_HIv1___TS.g11376.t1, Pocillopora_meandrina_HIv1___RNAseq.g16388.t1
OG0000253	FUN_038506-T1	Pocillopora_meandrina_HIv1___RNAseq.g22152.t1, Pocillopora_meandrina_HIv1___RNAseq.g7645.t1a, Pocillopora_meandrina_HIv1___RNAseq.g891.t1, Pocillopora_meandrina_HIv1___RNAseq.g887.t1, Pocillopora_meandrina_HIv1___RNAseq.g890.t1, Pocillopora_meandrina_HIv1___RNAseq.g871.t1, Pocillopora_meandrina_HIv1___RNAseq.g11324.t1, Pocillopora_meandrina_HIv1___RNAseq.g15758.t1, Pocillopora_meandrina_HIv1___RNAseq.g870.t1, Pocillopora_meandrina_HIv1___TS.g5410.t1, Pocillopora_meandrina_HIv1___TS.g5408.t1, Pocillopora_meandrina_HIv1___RNAseq.g865.t1, Pocillopora_meandrina_HIv1___RNAseq.g878.t1
OG0000254	FUN_045794-T1	Pocillopora_meandrina_HIv1___TS.g16570.t1, Pocillopora_meandrina_HIv1___RNAseq.g25050.t1, Pocillopora_meandrina_HIv1___RNAseq.g25014.t1, Pocillopora_meandrina_HIv1___RNAseq.g25007.t1, Pocillopora_meandrina_HIv1___TS.g9287.t1, Pocillopora_meandrina_HIv1___RNAseq.g13219.t1, Pocillopora_meandrina_HIv1___RNAseq.g13221.t1, Pocillopora_meandrina_HIv1___TS.g630.t1a, Pocillopora_meandrina_HIv1___RNAseq.g15761.t1, Pocillopora_meandrina_HIv1___RNAseq.g16998.t1a, Pocillopora_meandrina_HIv1___RNAseq.g657.t1, Pocillopora_meandrina_HIv1___RNAseq.g3326.t1, Pocillopora_meandrina_HIv1___RNAseq.g28958.t1a, Pocillopora_meandrina_HIv1___RNAseq.g25633.t1, Pocillopora_meandrina_HIv1___RNAseq.g22231.t1, Pocillopora_meandrina_HIv1___RNAseq.g16840.t1, Pocillopora_meandrina_HIv1___TS.g11389.t1, Pocillopora_meandrina_HIv1___TS.g20100.t1, Pocillopora_meandrina_HIv1___RNAseq.g2636.t1, Pocillopora_meandrina_HIv1___RNAseq.g18376.t1
