Orthogroup	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep
OG0012994	FUN_024438-T1	Pocillopora_meandrina_HIv1___RNAseq.g18715.t1
OG0012995	FUN_024439-T1	Pocillopora_meandrina_HIv1___RNAseq.g18714.t1
OG0012996	FUN_024441-T1	Pocillopora_meandrina_HIv1___RNAseq.g18713.t1
OG0012998	FUN_024443-T1	Pocillopora_meandrina_HIv1___TS.g28102.t1
OG0012999	FUN_024444-T1	Pocillopora_meandrina_HIv1___RNAseq.g18709.t1
OG0013000	FUN_024445-T1	Pocillopora_meandrina_HIv1___RNAseq.g18708.t1
OG0013001	FUN_024446-T1	Pocillopora_meandrina_HIv1___RNAseq.g18707.t1
OG0013002	FUN_024447-T1	Pocillopora_meandrina_HIv1___TS.g28098.t1
OG0013003	FUN_024449-T1	Pocillopora_meandrina_HIv1___RNAseq.g18704.t1
OG0013004	FUN_024450-T1	Pocillopora_meandrina_HIv1___RNAseq.g18853.t1
OG0013005	FUN_024452-T1	Pocillopora_meandrina_HIv1___TS.g27970.t1
OG0013006	FUN_024453-T1	Pocillopora_meandrina_HIv1___RNAseq.g18578.t1
OG0013007	FUN_024454-T1	Pocillopora_meandrina_HIv1___RNAseq.g18577.t1
OG0013008	FUN_024455-T1	Pocillopora_meandrina_HIv1___RNAseq.g18575.t1
OG0013009	FUN_024456-T1	Pocillopora_meandrina_HIv1___RNAseq.g18574.t1
OG0013010	FUN_024457-T1	Pocillopora_meandrina_HIv1___TS.g27964.t1
OG0013011	FUN_024460-T1	Pocillopora_meandrina_HIv1___RNAseq.g14859.t1
OG0013013	FUN_024477-T1	Pocillopora_meandrina_HIv1___RNAseq.g18569.t1
OG0013014	FUN_024480-T1	Pocillopora_meandrina_HIv1___RNAseq.g19065.t1
OG0013015	FUN_024481-T1	Pocillopora_meandrina_HIv1___RNAseq.g19066.t2
OG0013016	FUN_024483-T1	Pocillopora_meandrina_HIv1___RNAseq.g19068.t1
OG0013017	FUN_024484-T1	Pocillopora_meandrina_HIv1___RNAseq.g19069.t1
OG0013018	FUN_024485-T1	Pocillopora_meandrina_HIv1___RNAseq.g19070.t1
OG0013019	FUN_024487-T1	Pocillopora_meandrina_HIv1___RNAseq.g18539.t1
OG0013021	FUN_024523-T1	Pocillopora_meandrina_HIv1___RNAseq.g18541.t1
OG0013022	FUN_024555-T2	Pocillopora_meandrina_HIv1___RNAseq.g18654.t1
OG0013023	FUN_024556-T1	Pocillopora_meandrina_HIv1___RNAseq.g18655.t1
OG0013024	FUN_024557-T1	Pocillopora_meandrina_HIv1___RNAseq.g18656.t1
OG0013025	FUN_024558-T1	Pocillopora_meandrina_HIv1___RNAseq.g18657.t1
OG0013026	FUN_024561-T1	Pocillopora_meandrina_HIv1___RNAseq.g18660.t1
OG0013027	FUN_024564-T1	Pocillopora_meandrina_HIv1___RNAseq.g18662.t1
OG0013028	FUN_024566-T1	Pocillopora_meandrina_HIv1___RNAseq.g19087.t1
OG0013029	FUN_024567-T1	Pocillopora_meandrina_HIv1___RNAseq.g19088.t1
OG0013030	FUN_024588-T1	Pocillopora_meandrina_HIv1___RNAseq.g19109.t1
OG0013031	FUN_024589-T1	Pocillopora_meandrina_HIv1___RNAseq.g19110.t1
OG0013032	FUN_024592-T1	Pocillopora_meandrina_HIv1___RNAseq.g19122.t1
OG0013033	FUN_024593-T1	Pocillopora_meandrina_HIv1___RNAseq.g19123.t1
OG0013034	FUN_024594-T1	Pocillopora_meandrina_HIv1___RNAseq.g19124.t1
OG0013035	FUN_024595-T1	Pocillopora_meandrina_HIv1___RNAseq.g19128.t1
OG0013036	FUN_024596-T1	Pocillopora_meandrina_HIv1___TS.g28511.t1
OG0013038	FUN_024615-T1	Pocillopora_meandrina_HIv1___RNAseq.g19148.t1
OG0013039	FUN_024616-T1	Pocillopora_meandrina_HIv1___RNAseq.g19149.t1
OG0013040	FUN_024617-T1	Pocillopora_meandrina_HIv1___RNAseq.g19150.t1
OG0013041	FUN_024618-T1	Pocillopora_meandrina_HIv1___RNAseq.g19153.t1
OG0013042	FUN_024619-T1	Pocillopora_meandrina_HIv1___RNAseq.g19154.t1
OG0013043	FUN_024620-T1	Pocillopora_meandrina_HIv1___RNAseq.g19155.t1
OG0013044	FUN_024621-T1	Pocillopora_meandrina_HIv1___TS.g28539.t1
OG0013045	FUN_024622-T1	Pocillopora_meandrina_HIv1___RNAseq.g19156.t1
OG0013046	FUN_024629-T1	Pocillopora_meandrina_HIv1___RNAseq.g18959.t1
OG0013047	FUN_024633-T1	Pocillopora_meandrina_HIv1___RNAseq.g18963.t1
OG0013048	FUN_024671-T1	Pocillopora_meandrina_HIv1___RNAseq.g18966.t1
OG0013049	FUN_024672-T1	Pocillopora_meandrina_HIv1___RNAseq.g19161.t1
OG0013050	FUN_024673-T1	Pocillopora_meandrina_HIv1___TS.g28541.t1
OG0013051	FUN_024677-T1	Pocillopora_meandrina_HIv1___RNAseq.g18952.t1
OG0013052	FUN_024682-T1	Pocillopora_meandrina_HIv1___RNAseq.g18950.t1
OG0013053	FUN_024719-T1	Pocillopora_meandrina_HIv1___RNAseq.g18947.t1
OG0013054	FUN_024722-T1	Pocillopora_meandrina_HIv1___RNAseq.g18944.t1
OG0013055	FUN_024724-T1	Pocillopora_meandrina_HIv1___RNAseq.g18835.t1
OG0013056	FUN_024725-T1	Pocillopora_meandrina_HIv1___RNAseq.g18836.t1
OG0013057	FUN_024726-T1	Pocillopora_meandrina_HIv1___RNAseq.g18837.t1
OG0013058	FUN_024740-T1	Pocillopora_meandrina_HIv1___RNAseq.g18838.t1
OG0013059	FUN_024743-T1	Pocillopora_meandrina_HIv1___RNAseq.g18843.t1
OG0013061	FUN_024748-T1	Pocillopora_meandrina_HIv1___RNAseq.g18844.t2
OG0013062	FUN_024749-T1	Pocillopora_meandrina_HIv1___RNAseq.g18845.t1
OG0013063	FUN_024751-T1	Pocillopora_meandrina_HIv1___RNAseq.g18851.t1
OG0013064	FUN_024753-T1	Pocillopora_meandrina_HIv1___RNAseq.g18834.t1
OG0013065	FUN_024755-T1	Pocillopora_meandrina_HIv1___RNAseq.2312_t
OG0013066	FUN_024757-T1	Pocillopora_meandrina_HIv1___RNAseq.g18827.t1
OG0013067	FUN_024758-T1	Pocillopora_meandrina_HIv1___RNAseq.g18826.t1
OG0013068	FUN_024762-T1	Pocillopora_meandrina_HIv1___RNAseq.g18822.t1
OG0013070	FUN_024772-T1	Pocillopora_meandrina_HIv1___RNAseq.g18816.t1
OG0013072	FUN_024775-T1	Pocillopora_meandrina_HIv1___RNAseq.g18815.t1
OG0013073	FUN_024776-T1	Pocillopora_meandrina_HIv1___RNAseq.g18814.t1
OG0013074	FUN_024778-T1	Pocillopora_meandrina_HIv1___RNAseq.g18804.t1
OG0013075	FUN_024780-T1	Pocillopora_meandrina_HIv1___RNAseq.g18803.t1
OG0013076	FUN_024781-T1	Pocillopora_meandrina_HIv1___TS.g28189.t2
OG0013077	FUN_024783-T1	Pocillopora_meandrina_HIv1___TS.g28188.t1
OG0013078	FUN_024796-T1	Pocillopora_meandrina_HIv1___RNAseq.g18794.t1
OG0013079	FUN_024797-T1	Pocillopora_meandrina_HIv1___RNAseq.g18789.t1
OG0013080	FUN_024804-T1	Pocillopora_meandrina_HIv1___RNAseq.g18778.t2
OG0013081	FUN_024811-T1	Pocillopora_meandrina_HIv1___RNAseq.g18777.t1
OG0013082	FUN_024812-T1	Pocillopora_meandrina_HIv1___RNAseq.g18775.t1
OG0013083	FUN_024814-T1	Pocillopora_meandrina_HIv1___RNAseq.g18773.t1
OG0013084	FUN_024847-T1	Pocillopora_meandrina_HIv1___RNAseq.g3540.t1
OG0013085	FUN_024861-T1	Pocillopora_meandrina_HIv1___RNAseq.g18770.t1
OG0013086	FUN_024863-T1	Pocillopora_meandrina_HIv1___TS.g28157.t1
OG0013087	FUN_024871-T1	Pocillopora_meandrina_HIv1___RNAseq.g18750.t1
OG0013088	FUN_024872-T1	Pocillopora_meandrina_HIv1___RNAseq.g18749.t1
OG0013090	FUN_024900-T1	Pocillopora_meandrina_HIv1___RNAseq.g18747.t1a
OG0013091	FUN_024906-T1	Pocillopora_meandrina_HIv1___RNAseq.g19419.t1
OG0013092	FUN_024907-T1	Pocillopora_meandrina_HIv1___RNAseq.g19418.t1
OG0013093	FUN_024908-T1	Pocillopora_meandrina_HIv1___TS.g28795.t1
OG0013094	FUN_024912-T1	Pocillopora_meandrina_HIv1___RNAseq.g19413.t1
OG0013095	FUN_024942-T1	Pocillopora_meandrina_HIv1___RNAseq.g19445.t1
OG0013096	FUN_024943-T1	Pocillopora_meandrina_HIv1___RNAseq.g19444.t1
OG0013097	FUN_024944-T1	Pocillopora_meandrina_HIv1___RNAseq.g19542.t1
OG0013098	FUN_025031-T1	Pocillopora_meandrina_HIv1___TS.g28790.t2
OG0013099	FUN_025035-T1	Pocillopora_meandrina_HIv1___RNAseq.g19423.t1
OG0013100	FUN_025062-T1	Pocillopora_meandrina_HIv1___RNAseq.g19541.t1
OG0013101	FUN_025097-T1	Pocillopora_meandrina_HIv1___RNAseq.g18137.t1
OG0013102	FUN_025098-T1	Pocillopora_meandrina_HIv1___RNAseq.g19422.t1
OG0013103	FUN_025108-T1	Pocillopora_meandrina_HIv1___RNAseq.g19430.t1
OG0013104	FUN_025109-T1	Pocillopora_meandrina_HIv1___RNAseq.g19429.t1
OG0013105	FUN_025110-T1	Pocillopora_meandrina_HIv1___RNAseq.g19428.t1
OG0013106	FUN_025113-T1	Pocillopora_meandrina_HIv1___RNAseq.g19427.t1
OG0013107	FUN_025116-T1	Pocillopora_meandrina_HIv1___RNAseq.g19426.t1
OG0013110	FUN_025140-T1	Pocillopora_meandrina_HIv1___RNAseq.g19432.t1
OG0013112	FUN_025233-T1	Pocillopora_meandrina_HIv1___RNAseq.g13605.t1
OG0013113	FUN_039321-T1, FUN_025250-T1	Pocillopora_meandrina_HIv1___RNAseq.g13596.t1
OG0013114	FUN_039322-T1, FUN_025251-T1	Pocillopora_meandrina_HIv1___RNAseq.g13595.t1
OG0013115	FUN_025260-T1	Pocillopora_meandrina_HIv1___RNAseq.g13591.t1
OG0013116	FUN_025263-T1	Pocillopora_meandrina_HIv1___RNAseq.g13585.t1
OG0013117	FUN_025264-T1	Pocillopora_meandrina_HIv1___RNAseq.g13586.t1
OG0013118	FUN_025266-T1	Pocillopora_meandrina_HIv1___RNAseq.g13584.t1
OG0013120	FUN_025287-T1	Pocillopora_meandrina_HIv1___RNAseq.g5855.t1, Pocillopora_meandrina_HIv1___RNAseq.g5852.t1
OG0013122	FUN_025291-T1	Pocillopora_meandrina_HIv1___RNAseq.g13475.t1
OG0013123	FUN_025292-T1	Pocillopora_meandrina_HIv1___RNAseq.g13474.t1
OG0013124	FUN_025293-T1	Pocillopora_meandrina_HIv1___TS.g2468.t1
OG0013125	FUN_025294-T1	Pocillopora_meandrina_HIv1___RNAseq.g13469.t1
OG0013126	FUN_025295-T1	Pocillopora_meandrina_HIv1___RNAseq.g13468.t1
OG0013127	FUN_025296-T1	Pocillopora_meandrina_HIv1___RNAseq.g11490.t1
OG0013128	FUN_025297-T1	Pocillopora_meandrina_HIv1___TS.g2463.t1
OG0013129	FUN_025299-T1	Pocillopora_meandrina_HIv1___RNAseq.g13465.t1
OG0013130	FUN_025302-T1	Pocillopora_meandrina_HIv1___RNAseq.g13462.t1
OG0013131	FUN_025303-T1	Pocillopora_meandrina_HIv1___TS.g2457.t1
OG0013132	FUN_025304-T1	Pocillopora_meandrina_HIv1___RNAseq.g13460.t1
OG0013133	FUN_025305-T1	Pocillopora_meandrina_HIv1___TS.g2452.t1
OG0013134	FUN_025306-T1	Pocillopora_meandrina_HIv1___RNAseq.g13454.t1
OG0013135	FUN_025308-T1	Pocillopora_meandrina_HIv1___RNAseq.g13453.t1
OG0013136	FUN_025309-T1	Pocillopora_meandrina_HIv1___RNAseq.g13452.t2
OG0013137	FUN_025310-T1	Pocillopora_meandrina_HIv1___RNAseq.g13451.t1
OG0013138	FUN_025315-T1	Pocillopora_meandrina_HIv1___RNAseq.g13448.t1
OG0013139	FUN_025317-T1	Pocillopora_meandrina_HIv1___RNAseq.g13426.t1
OG0013140	FUN_025318-T1	Pocillopora_meandrina_HIv1___RNAseq.14712_t
OG0013141	FUN_025319-T1	Pocillopora_meandrina_HIv1___RNAseq.g13424.t1
OG0013142	FUN_025321-T1	Pocillopora_meandrina_HIv1___RNAseq.g13423.t1
OG0013143	FUN_025322-T1	Pocillopora_meandrina_HIv1___RNAseq.g13422.t1
OG0013144	FUN_025323-T1	Pocillopora_meandrina_HIv1___RNAseq.g13421.t1
OG0013145	FUN_025324-T1	Pocillopora_meandrina_HIv1___RNAseq.g13420.t1
OG0013146	FUN_025325-T1	Pocillopora_meandrina_HIv1___RNAseq.g13419.t1
OG0013147	FUN_025328-T1	Pocillopora_meandrina_HIv1___RNAseq.g13406.t1
OG0013148	FUN_025331-T1	Pocillopora_meandrina_HIv1___RNAseq.g13404.t2
OG0013149	FUN_025333-T1	Pocillopora_meandrina_HIv1___TS.g2396.t1
OG0013150	FUN_025334-T1	Pocillopora_meandrina_HIv1___RNAseq.g13401.t1
OG0013151	FUN_025342-T1	Pocillopora_meandrina_HIv1___RNAseq.g13380.t1
OG0013152	FUN_025343-T1	Pocillopora_meandrina_HIv1___RNAseq.g13379.t1
OG0013154	FUN_025350-T1	Pocillopora_meandrina_HIv1___RNAseq.g13374.t1
OG0013155	FUN_025361-T1	Pocillopora_meandrina_HIv1___RNAseq.14643_t
OG0013156	FUN_025362-T1	Pocillopora_meandrina_HIv1___RNAseq.g13347.t1
OG0013157	FUN_025363-T1	Pocillopora_meandrina_HIv1___RNAseq.g13346.t1
OG0013158	FUN_025364-T1	Pocillopora_meandrina_HIv1___RNAseq.g13345.t1
OG0013159	FUN_025368-T1	Pocillopora_meandrina_HIv1___RNAseq.g13331.t1
OG0013160	FUN_025370-T1	Pocillopora_meandrina_HIv1___RNAseq.g13330.t1
OG0013161	FUN_025372-T1	Pocillopora_meandrina_HIv1___RNAseq.g13329.t1
OG0013162	FUN_025373-T1	Pocillopora_meandrina_HIv1___RNAseq.g13328.t1
OG0013164	FUN_025387-T1	Pocillopora_meandrina_HIv1___RNAseq.g5036.t1, Pocillopora_meandrina_HIv1___TS.g10296.t1
OG0013165	FUN_025392-T1	Pocillopora_meandrina_HIv1___RNAseq.g13301.t1
OG0013166	FUN_025393-T1	Pocillopora_meandrina_HIv1___RNAseq.g13303.t1
OG0013167	FUN_025394-T1	Pocillopora_meandrina_HIv1___RNAseq.g13304.t1
OG0013169	FUN_025410-T1	Pocillopora_meandrina_HIv1___RNAseq.14602_t
OG0013170	FUN_025411-T1	Pocillopora_meandrina_HIv1___RNAseq.g13310.t1
OG0013171	FUN_025412-T1	Pocillopora_meandrina_HIv1___RNAseq.g13312.t1
OG0013174	FUN_025425-T1	Pocillopora_meandrina_HIv1___RNAseq.g13315.t1
OG0013175	FUN_025426-T1	Pocillopora_meandrina_HIv1___RNAseq.g13320.t1
OG0013176	FUN_025427-T1	Pocillopora_meandrina_HIv1___RNAseq.g13321.t1
OG0013177	FUN_025431-T1	Pocillopora_meandrina_HIv1___RNAseq.g13326.t1
OG0013178	FUN_025432-T1	Pocillopora_meandrina_HIv1___RNAseq.g13327.t1
OG0013179	FUN_025433-T1	Pocillopora_meandrina_HIv1___RNAseq.g13300.t1a
OG0013180	FUN_025434-T2, FUN_025434-T1	Pocillopora_meandrina_HIv1___RNAseq.g13300.t1b
OG0013181	FUN_025436-T1	Pocillopora_meandrina_HIv1___RNAseq.g13298.t1
OG0013182	FUN_025438-T1	Pocillopora_meandrina_HIv1___RNAseq.g13296.t1
OG0013183	FUN_025439-T1	Pocillopora_meandrina_HIv1___RNAseq.g13295.t1
OG0013184	FUN_025441-T1	Pocillopora_meandrina_HIv1___RNAseq.g13294.t1
OG0013185	FUN_025459-T1	Pocillopora_meandrina_HIv1___RNAseq.g13245.t1
OG0013186	FUN_025464-T1	Pocillopora_meandrina_HIv1___RNAseq.g13242.t1
OG0013187	FUN_025466-T1	Pocillopora_meandrina_HIv1___RNAseq.g13240.t1
OG0013188	FUN_025502-T1	Pocillopora_meandrina_HIv1___RNAseq.g13230.t2
OG0013189	FUN_025503-T1	Pocillopora_meandrina_HIv1___RNAseq.g13229.t1
OG0013190	FUN_025504-T1	Pocillopora_meandrina_HIv1___RNAseq.g13217.t1
OG0013191	FUN_025505-T1	Pocillopora_meandrina_HIv1___RNAseq.g13216.t1
OG0013193	FUN_025511-T1	Pocillopora_meandrina_HIv1___RNAseq.g13212.t1
OG0013194	FUN_025512-T1	Pocillopora_meandrina_HIv1___RNAseq.g13211.t1
OG0013195	FUN_025516-T1	Pocillopora_meandrina_HIv1___RNAseq.g13210.t1
OG0013196	FUN_025517-T1	Pocillopora_meandrina_HIv1___RNAseq.14497_t
OG0013197	FUN_025518-T1	Pocillopora_meandrina_HIv1___RNAseq.g13207.t1
OG0013198	FUN_025519-T1	Pocillopora_meandrina_HIv1___RNAseq.g13206.t1
OG0013199	FUN_025520-T1	Pocillopora_meandrina_HIv1___RNAseq.g13205.t1
OG0013200	FUN_025527-T1	Pocillopora_meandrina_HIv1___RNAseq.g23047.t1
OG0013201	FUN_025530-T1	Pocillopora_meandrina_HIv1___TS.g2807.t1
OG0013202	FUN_025531-T1	Pocillopora_meandrina_HIv1___RNAseq.g13803.t1
OG0013203	FUN_025539-T1	Pocillopora_meandrina_HIv1___RNAseq.g13801.t1
OG0013204	FUN_025540-T1	Pocillopora_meandrina_HIv1___RNAseq.g13800.t1
OG0013205	FUN_025541-T1	Pocillopora_meandrina_HIv1___RNAseq.g13799.t1
OG0013207	FUN_025556-T1	Pocillopora_meandrina_HIv1___RNAseq.g13790.t1
OG0013208	FUN_025557-T1	Pocillopora_meandrina_HIv1___RNAseq.g13789.t1
OG0013209	FUN_025558-T1	Pocillopora_meandrina_HIv1___RNAseq.g13788.t2b
OG0013210	FUN_025561-T1	Pocillopora_meandrina_HIv1___TS.g2789.t1
OG0013211	FUN_025564-T2	Pocillopora_meandrina_HIv1___TS.g2787.t2
OG0013213	FUN_025570-T2	Pocillopora_meandrina_HIv1___RNAseq.g13774.t1
OG0013214	FUN_025571-T1	Pocillopora_meandrina_HIv1___TS.g2769.t1
OG0013215	FUN_025572-T1	Pocillopora_meandrina_HIv1___RNAseq.g13766.t1
OG0013216	FUN_025573-T1	Pocillopora_meandrina_HIv1___RNAseq.g13765.t2
OG0013217	FUN_025577-T1	Pocillopora_meandrina_HIv1___RNAseq.g13761.t1
OG0013218	FUN_025578-T1	Pocillopora_meandrina_HIv1___RNAseq.g13760.t1
OG0013219	FUN_025579-T1	Pocillopora_meandrina_HIv1___RNAseq.g13759.t1
OG0013220	FUN_025580-T1	Pocillopora_meandrina_HIv1___RNAseq.g13742.t1
OG0013221	FUN_025583-T1	Pocillopora_meandrina_HIv1___RNAseq.g13738.t1
OG0013222	FUN_025585-T1	Pocillopora_meandrina_HIv1___TS.g2735.t1
OG0013223	FUN_025595-T1	Pocillopora_meandrina_HIv1___RNAseq.g13622.t1
OG0013224	FUN_025596-T1	Pocillopora_meandrina_HIv1___RNAseq.g23150.t1
OG0013225	FUN_025599-T1	Pocillopora_meandrina_HIv1___RNAseq.g23142.t1
OG0013226	FUN_025600-T1	Pocillopora_meandrina_HIv1___RNAseq.g23141.t1
OG0013227	FUN_025605-T1	Pocillopora_meandrina_HIv1___RNAseq.g23140.t1
OG0013228	FUN_025607-T1	Pocillopora_meandrina_HIv1___RNAseq.g23132.t1
OG0013229	FUN_025625-T1	Pocillopora_meandrina_HIv1___RNAseq.g23124.t1, Pocillopora_meandrina_HIv1___RNAseq.g23125.t1a
OG0013230	FUN_025629-T1	Pocillopora_meandrina_HIv1___TS.g16003.t1
OG0013233	FUN_025642-T1	Pocillopora_meandrina_HIv1___RNAseq.g23097.t1
OG0013234	FUN_025644-T1	Pocillopora_meandrina_HIv1___RNAseq.g23094.t1
OG0013235	FUN_025649-T1	Pocillopora_meandrina_HIv1___RNAseq.g23087.t2c
OG0013236	FUN_025650-T1	Pocillopora_meandrina_HIv1___RNAseq.g23087.t2a
OG0013237	FUN_025651-T1	Pocillopora_meandrina_HIv1___RNAseq.g23086.t1
OG0013238	FUN_025656-T1	Pocillopora_meandrina_HIv1___RNAseq.g23077.t1
OG0013239	FUN_025657-T1	Pocillopora_meandrina_HIv1___RNAseq.g23075.t1
OG0013240	FUN_025658-T1	Pocillopora_meandrina_HIv1___RNAseq.g23074.t1
OG0013241	FUN_025659-T1	Pocillopora_meandrina_HIv1___RNAseq.g23073.t1
OG0013242	FUN_025661-T1	Pocillopora_meandrina_HIv1___RNAseq.g23064.t1
OG0013243	FUN_025662-T1	Pocillopora_meandrina_HIv1___RNAseq.g23063.t1
OG0013244	FUN_025663-T1	Pocillopora_meandrina_HIv1___RNAseq.g23062.t1
OG0013245	FUN_025665-T1	Pocillopora_meandrina_HIv1___TS.g15949.t1
OG0013246	FUN_025666-T1	Pocillopora_meandrina_HIv1___RNAseq.g23061.t1
OG0013247	FUN_025668-T1	Pocillopora_meandrina_HIv1___RNAseq.g23059.t1
OG0013248	FUN_025669-T1	Pocillopora_meandrina_HIv1___RNAseq.g23058.t1
OG0013249	FUN_025670-T1	Pocillopora_meandrina_HIv1___TS.g15944.t1
OG0013250	FUN_025671-T1	Pocillopora_meandrina_HIv1___RNAseq.g23056.t1
OG0013251	FUN_025672-T1	Pocillopora_meandrina_HIv1___RNAseq.g23055.t1
OG0013252	FUN_025673-T1	Pocillopora_meandrina_HIv1___RNAseq.g1882.t1
OG0013253	FUN_025677-T1	Pocillopora_meandrina_HIv1___RNAseq.g13121.t1
OG0013254	FUN_025680-T1	Pocillopora_meandrina_HIv1___RNAseq.g13116.t1
OG0013255	FUN_025681-T1	Pocillopora_meandrina_HIv1___RNAseq.g13115.t1
OG0013256	FUN_025682-T1	Pocillopora_meandrina_HIv1___TS.g2103.t1
OG0013257	FUN_025684-T1	Pocillopora_meandrina_HIv1___RNAseq.g13117.t1
OG0013258	FUN_025686-T1	Pocillopora_meandrina_HIv1___RNAseq.g13112.t1
OG0013259	FUN_025688-T1	Pocillopora_meandrina_HIv1___TS.g2158.t1
OG0013260	FUN_025689-T1	Pocillopora_meandrina_HIv1___RNAseq.g13163.t2a
OG0013261	FUN_025690-T1	Pocillopora_meandrina_HIv1___RNAseq.g13163.t2b
OG0013262	FUN_025691-T2	Pocillopora_meandrina_HIv1___RNAseq.g13162.t1
OG0013263	FUN_025692-T1	Pocillopora_meandrina_HIv1___RNAseq.g13161.t2
OG0013264	FUN_025698-T1	Pocillopora_meandrina_HIv1___TS.g2830.t1
OG0013265	FUN_025699-T1	Pocillopora_meandrina_HIv1___RNAseq.g13830.t1
OG0013266	FUN_025701-T1	Pocillopora_meandrina_HIv1___RNAseq.g13828.t1
OG0013267	FUN_025702-T1	Pocillopora_meandrina_HIv1___RNAseq.g13827.t1
OG0013268	FUN_025716-T1	Pocillopora_meandrina_HIv1___RNAseq.g10446.t1
OG0013269	FUN_025720-T1	Pocillopora_meandrina_HIv1___RNAseq.g10451.t1
OG0013270	FUN_025722-T1	Pocillopora_meandrina_HIv1___RNAseq.g10452.t1
OG0013271	FUN_025723-T1	Pocillopora_meandrina_HIv1___RNAseq.g10454.t2
OG0013272	FUN_025724-T1	Pocillopora_meandrina_HIv1___RNAseq.g10456.t1
OG0013273	FUN_025730-T1	Pocillopora_meandrina_HIv1___RNAseq.g10436.t1
OG0013274	FUN_025733-T1	Pocillopora_meandrina_HIv1___RNAseq.g10433.t1
OG0013275	FUN_025734-T1	Pocillopora_meandrina_HIv1___TS.g13847.t1
OG0013276	FUN_025736-T1	Pocillopora_meandrina_HIv1___RNAseq.g10430.t1
OG0013277	FUN_025737-T1	Pocillopora_meandrina_HIv1___RNAseq.g10429.t1
OG0013278	FUN_025748-T1	Pocillopora_meandrina_HIv1___RNAseq.g10413.t1
OG0013279	FUN_025750-T1	Pocillopora_meandrina_HIv1___RNAseq.g10411.t1
OG0013280	FUN_025752-T1	Pocillopora_meandrina_HIv1___TS.g13824.t1
OG0013281	FUN_025755-T1	Pocillopora_meandrina_HIv1___RNAseq.g10416.t1
OG0013282	FUN_025758-T1	Pocillopora_meandrina_HIv1___RNAseq.g10419.t1
OG0013283	FUN_025760-T1	Pocillopora_meandrina_HIv1___RNAseq.g10421.t1
OG0013284	FUN_025762-T1	Pocillopora_meandrina_HIv1___RNAseq.g10422.t1
OG0013285	FUN_025764-T1	Pocillopora_meandrina_HIv1___RNAseq.g10375.t1
OG0013286	FUN_025765-T1	Pocillopora_meandrina_HIv1___RNAseq.g10374.t1
OG0013287	FUN_025766-T1	Pocillopora_meandrina_HIv1___TS.g13787.t1
OG0013288	FUN_025767-T1	Pocillopora_meandrina_HIv1___RNAseq.g10372.t1
OG0013289	FUN_025768-T1	Pocillopora_meandrina_HIv1___RNAseq.g10371.t1
OG0013291	FUN_025770-T1	Pocillopora_meandrina_HIv1___RNAseq.g10368.t1
OG0013292	FUN_025771-T1	Pocillopora_meandrina_HIv1___RNAseq.g10367.t1
OG0013293	FUN_025774-T1	Pocillopora_meandrina_HIv1___RNAseq.g10364.t1
OG0013294	FUN_025775-T1	Pocillopora_meandrina_HIv1___RNAseq.g10363.t1
OG0013295	FUN_025778-T1	Pocillopora_meandrina_HIv1___RNAseq.g10360.t1
OG0013296	FUN_025779-T1	Pocillopora_meandrina_HIv1___RNAseq.g10359.t1
OG0013297	FUN_025780-T1	Pocillopora_meandrina_HIv1___RNAseq.g10358.t1
OG0013298	FUN_025782-T1	Pocillopora_meandrina_HIv1___RNAseq.g10389.t1
OG0013299	FUN_025784-T1	Pocillopora_meandrina_HIv1___TS.g13806.t1
OG0013300	FUN_025790-T1	Pocillopora_meandrina_HIv1___RNAseq.g10399.t1
OG0013301	FUN_025793-T1	Pocillopora_meandrina_HIv1___RNAseq.g10402.t1
OG0013303	FUN_025795-T1	Pocillopora_meandrina_HIv1___RNAseq.g10378.t1
OG0013304	FUN_025798-T1	Pocillopora_meandrina_HIv1___RNAseq.g10383.t1
OG0013305	FUN_025800-T1	Pocillopora_meandrina_HIv1___RNAseq.g10386.t2
OG0013306	FUN_025802-T1	Pocillopora_meandrina_HIv1___RNAseq.g10356.t1
OG0013307	FUN_025803-T1	Pocillopora_meandrina_HIv1___RNAseq.g10355.t1
OG0013308	FUN_025806-T1	Pocillopora_meandrina_HIv1___RNAseq.g10347.t1
OG0013309	FUN_025810-T1	Pocillopora_meandrina_HIv1___RNAseq.g9333.t1
OG0013310	FUN_025813-T1	Pocillopora_meandrina_HIv1___RNAseq.g9335.t1
OG0013311	FUN_025814-T1	Pocillopora_meandrina_HIv1___RNAseq.g9336.t1
OG0013312	FUN_025820-T1	Pocillopora_meandrina_HIv1___RNAseq.g9340.t1
OG0013313	FUN_025821-T1	Pocillopora_meandrina_HIv1___RNAseq.g9341.t1
OG0013314	FUN_025822-T1	Pocillopora_meandrina_HIv1___RNAseq.g9343.t1
OG0013315	FUN_025823-T1	Pocillopora_meandrina_HIv1___RNAseq.g9342.t1
OG0013316	FUN_025824-T1	Pocillopora_meandrina_HIv1___RNAseq.g9344.t1
OG0013318	FUN_025835-T1	Pocillopora_meandrina_HIv1___RNAseq.g9347.t1
OG0013319	FUN_025838-T1	Pocillopora_meandrina_HIv1___RNAseq.g10332.t1
OG0013320	FUN_025840-T1	Pocillopora_meandrina_HIv1___RNAseq.g10336.t1
OG0013321	FUN_025841-T1	Pocillopora_meandrina_HIv1___RNAseq.g10337.t1
OG0013322	FUN_025842-T1	Pocillopora_meandrina_HIv1___TS.g13751.t1
