# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/31-Apul-lncRNA/Apul-lncRNA.gtf" "-o" "../output/32-Apul-lncRNA-matrix/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/32-Apul-lncRNA-matrix/RNA-ACR-140.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-145.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-150.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-173.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/32-Apul-lncRNA-matrix/RNA-ACR-140.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-145.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-150.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-173.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-178.sorted.bam
lncRNA_29160	ptg000035l	169464	170220	+	757	27	10	2	64	6
lncRNA_29161	ptg000035l	180108	180457	+	350	0	0	0	0	38
lncRNA_29162	ptg000035l	240779	241158	+	380	101	0	3	0	1
lncRNA_29163	ptg000035l	254570	255539	+	970	0	0	4	0	107
lncRNA_29164	ptg000035l	258032	258348	+	317	6	28	1	5	14
lncRNA_29165	ptg000035l	283028	283704	+	677	6	0	10	2	109
lncRNA_29166	ptg000035l	302834	304234	+	1401	12	10	22	0	205
lncRNA_29167	ptg000035l	310377	311042	+	666	24	0	14	6	226
lncRNA_29168	ptg000035l	334235	335159	+	925	18	0	10	8	180
lncRNA_29169	ptg000035l	342687	344225	+	1539	12	2	38	66	126
lncRNA_29170	ptg000035l	356517	357436	+	920	22	0	6	0	59
lncRNA_29171	ptg000035l	362398	362991	+	594	20	0	32	0	44
lncRNA_29172	ptg000035l	370747	371116	+	370	0	0	0	6	44
lncRNA_29173	ptg000035l	382507	383095	+	589	0	2	5	2	35
lncRNA_29174	ptg000035l	384083	384483	+	401	6	0	4	0	15
lncRNA_29175	ptg000035l	388618	389118	+	501	0	0	0	0	20
lncRNA_29176	ptg000035l	393887	394222	+	336	1	1	2	0	27
lncRNA_29177	ptg000035l	399410	400062	+	653	41	0	38	2	7
lncRNA_29178	ptg000035l	414244	415617	+	1374	8	0	65	8	210
lncRNA_29179	ptg000035l	422732	423373	+	642	0	0	0	0	45
lncRNA_29180	ptg000035l	429767	430239	+	473	4	26	24	6	0
lncRNA_29181	ptg000035l	431243	431832	+	590	2	0	7	0	101
lncRNA_29182	ptg000035l	434926	436528	+	1603	13	2	47	5	286
lncRNA_29183	ptg000035l	442684	443538	+	855	11	2	45	0	198
lncRNA_29184	ptg000035l	444209	444424	+	216	9	0	6	0	16
lncRNA_29185	ptg000035l	503924	504531	+	608	8	0	8	4	69
lncRNA_29186	ptg000035l	506262	507703	+	1442	4	0	24	0	168
lncRNA_29187	ptg000035l	508408	508775	+	368	30	0	17	0	76
lncRNA_29188	ptg000035l	512439	515119	+	2681	41	0	59	12	263
lncRNA_29189	ptg000035l	521673	521937	+	265	7	10	21	41	12
lncRNA_29190	ptg000035l	540328	541015	+	688	35	2	9	16	141
lncRNA_29191	ptg000035l	541671	542221	+	551	8	0	18	0	106
lncRNA_29192	ptg000035l	554181	554553	+	373	8	0	2	9	58
lncRNA_29193	ptg000035l	567019	567245	+	227	0	0	1	15	40
lncRNA_29194	ptg000035l	573238	573476	+	239	0	0	4	18	0
lncRNA_29195	ptg000035l	584493	585026	+	534	14	0	10	2	67
lncRNA_29196	ptg000035l	590820	591183	+	364	18	2	38	2	104
lncRNA_29197	ptg000035l	594299	594768	+	470	0	0	0	2	38
lncRNA_29198	ptg000035l	614157	614708	+	552	14	4	35	14	41
lncRNA_29199	ptg000035l	616481	616695	+	215	0	20	0	3	0
lncRNA_29200	ptg000035l	630351	630735	+	385	67	0	26	0	110
lncRNA_29201	ptg000035l	634057	635536	+	1480	4	0	9	0	65
lncRNA_29202	ptg000035l	635899	636430	+	532	0	10	16	0	60
lncRNA_29203	ptg000035l	648839	650095	+	1257	40	0	21	0	90
lncRNA_29204	ptg000035l	654812	655057	+	246	0	0	0	0	16
lncRNA_29205	ptg000035l	655873	657179	+	1307	12	0	76	0	90
lncRNA_29206	ptg000035l	662308	662761	+	454	14	0	22	0	42
lncRNA_29207	ptg000035l	663045	663458	+	414	13	0	8	0	87
lncRNA_29208	ptg000035l	663805	664047	+	243	10	2	19	0	21
lncRNA_29209	ptg000035l	669649	670253	+	605	12	0	4	1	41
lncRNA_29210	ptg000035l	685643	686047	+	405	16	2	24	6	75
lncRNA_29211	ptg000035l	710146	710884	+	739	6	0	19	0	109
lncRNA_29212	ptg000035l	711163	712004	+	842	23	4	13	10	72
lncRNA_29213	ptg000035l	725219	725636	+	418	0	2	0	0	5
lncRNA_29214	ptg000035l	727486	729040	+	1555	6	0	18	4	40
lncRNA_29215	ptg000035l	740179	741431	+	1253	14	0	28	0	61
lncRNA_29216	ptg000035l	778736	779292	+	557	0	0	6	0	6
lncRNA_29217	ptg000035l	894503	896040	+	1538	0	0	0	1	10
lncRNA_29218	ptg000035l	995790	996519	+	730	6	0	0	0	8
lncRNA_29219	ptg000035l	997873	999392	+	1520	2	3	14	0	30
lncRNA_29220	ptg000035l	1000267	1001621	+	1355	20	5	18	24	131
lncRNA_29221	ptg000035l	1003993	1005147	+	1155	34	0	67	6	168
lncRNA_29222	ptg000035l	1010442	1011050	+	609	4	2	20	0	109
lncRNA_29223	ptg000035l	1011368	1012872	+	1505	2	0	24	2	148
lncRNA_29224	ptg000035l	1034309	1034754	+	446	0	0	3	0	1
lncRNA_29225	ptg000035l	1047801	1048766	+	966	1	0	0	0	9
lncRNA_29226	ptg000035l	1056424	1056670	+	247	0	0	0	0	16
lncRNA_29227	ptg000035l	1099482	1100352	+	871	13	8	44	19	147
lncRNA_29228	ptg000035l	1289120	1289599	+	480	2	0	4	0	13
lncRNA_29229	ptg000035l	1291462	1291719	+	258	42	0	0	0	0
lncRNA_29230	ptg000035l	1304278	1305260	+	983	75	23	28	5	204
lncRNA_29231	ptg000035l	1307575	1307785	+	211	31	17	7	54	13
lncRNA_29232	ptg000035l	1312058	1312473	+	416	0	32	0	0	0
lncRNA_29233	ptg000035l	1315027	1315455	+	429	4	0	0	0	32
lncRNA_29234	ptg000035l	1323359	1324675	+	1317	11	2	55	14	84
lncRNA_29235	ptg000035l	1328228	1329335	+	1108	4	0	4	2	99
lncRNA_29236	ptg000035l	1330563	1331439	+	877	0	2	0	0	85
lncRNA_29237	ptg000035l	1331761	1332603	+	843	10	0	31	0	33
lncRNA_29238	ptg000035l	1347949	1348323	+	375	26	0	34	6	44
lncRNA_29239	ptg000035l	1357903	1358462	+	560	1	0	9	0	54
lncRNA_29240	ptg000035l	1369264	1369555	+	292	0	0	0	0	37
lncRNA_29241	ptg000035l	1374057	1375983	+	1927	8	2	35	0	168
lncRNA_29242	ptg000035l	1386108	1387103	+	996	11	44	18	43	107
lncRNA_29243	ptg000035l	1394210	1395318	+	1109	25	0	11	2	172
lncRNA_29244	ptg000035l	1409498	1410338	+	841	16	0	1	6	115
lncRNA_29245	ptg000035l	1421210	1421787	+	578	36	0	30	2	82
lncRNA_29246	ptg000035l	1423578	1423993	+	416	9	0	5	0	58
lncRNA_29247	ptg000035l	1436103	1437038	+	936	20	0	20	4	73
lncRNA_29248	ptg000035l	1440903	1442793	+	1891	3	0	8	8	58
lncRNA_29249	ptg000035l	1458494	1459301	+	808	11	0	24	7	56
lncRNA_29250	ptg000035l	1482380	1482948	+	569	0	0	3	0	10
lncRNA_29251	ptg000035l	1523707	1524520	+	814	0	0	2	0	18
lncRNA_29252	ptg000035l	1527692	1527988	+	297	3	0	5	0	1
lncRNA_29253	ptg000035l	1598075	1598813	+	739	1	0	6	0	20
lncRNA_29254	ptg000035l	1717589	1719160	+	1572	4	2	33	0	65
lncRNA_29255	ptg000035l	1838033	1838700	+	668	37	0	56	12	52
lncRNA_29256	ptg000035l	1839182	1840070	+	889	3	1	49	0	105
lncRNA_29257	ptg000035l	1888496	1889328	+	833	115	64	2	23	100
lncRNA_29258	ptg000035l	1907310	1907527	+	218	2	0	0	0	39
lncRNA_29259	ptg000035l	1908613	1909049	+	437	0	0	38	0	0
lncRNA_29260	ptg000035l	1913332	1913664	+	333	4	2	6	7	67
lncRNA_29261	ptg000035l	1930008	1930449	+	442	2	0	48	1	31
lncRNA_29262	ptg000035l	1937708	1938045	+	338	5	0	36	2	73
lncRNA_29263	ptg000035l	1987333	1987811	+	479	41	0	3	20	14
lncRNA_29264	ptg000035l	1989543	1990663	+	1121	17	0	19	0	0
lncRNA_29265	ptg000035l	1991153	1991506	+	354	0	0	4	6	31
lncRNA_29266	ptg000035l	2014809	2015011	+	203	0	0	0	0	5
lncRNA_29267	ptg000035l	2037515	2037921	+	407	0	2	28	0	0
lncRNA_29268	ptg000035l	2044258	2044749	+	492	0	2	9	0	44
lncRNA_29269	ptg000035l	2047819	2048204	+	386	0	2	18	0	34
lncRNA_29270	ptg000035l	2065530	2065792	+	263	4	0	8	0	27
lncRNA_29271	ptg000035l	2075654	2075984	+	331	5	0	22	2	0
lncRNA_29272	ptg000035l	2084323	2084609	+	287	0	0	34	0	0
lncRNA_29273	ptg000035l	2121493	2121738	+	246	1	1	19	1	45
lncRNA_29274	ptg000035l	2129384	2129625	+	242	4	18	0	15	4
lncRNA_29275	ptg000035l	2130663	2130974	+	312	5	0	30	0	14
lncRNA_29276	ptg000035l	2131766	2132128	+	363	25	10	6	26	35
lncRNA_29277	ptg000035l	2195594	2195949	+	356	4	46	1	10	6
lncRNA_29278	ptg000035l	2242249	2242460	+	212	0	0	14	1	44
lncRNA_29279	ptg000035l	2248296	2248823	+	528	10	0	9	0	72
lncRNA_29280	ptg000035l	2256227	2256695	+	469	0	0	6	1	48
lncRNA_29281	ptg000035l	2271293	2271605	+	313	2	0	10	1	0
lncRNA_29282	ptg000035l	2288309	2288846	+	538	0	0	46	2	26
lncRNA_29283	ptg000035l	2291686	2291953	+	268	0	1	28	0	0
lncRNA_29284	ptg000035l	2300894	2301845	+	952	27	46	39	17	131
lncRNA_29285	ptg000035l	2302825	2303565	+	741	10	52	4	17	33
lncRNA_29286	ptg000035l	2312207	2312726	+	520	0	0	52	7	0
lncRNA_29287	ptg000035l	2320072	2320408	+	337	0	0	24	0	0
lncRNA_29288	ptg000035l	2325909	2326588	+	680	21	2	26	12	22
lncRNA_29289	ptg000035l	2338949	2339306	+	358	0	0	0	0	0
lncRNA_29290	ptg000035l	2344942	2345977	+	1036	45	0	31	12	131
lncRNA_29291	ptg000035l	2350028	2350323	+	296	26	0	2	1	45
lncRNA_29292	ptg000035l	2355229	2355831	+	603	0	0	0	0	0
lncRNA_29293	ptg000035l	2382146	2382440	+	295	2	0	4	0	139
lncRNA_29294	ptg000035l	2383031	2383628	+	598	3	0	42	0	34
lncRNA_29295	ptg000035l	2391116	2391934	+	819	78	0	0	16	0
lncRNA_29296	ptg000035l	2393811	2394744	+	934	0	0	19	6	91
lncRNA_29297	ptg000035l	2403023	2403243	+	221	0	0	18	0	0
lncRNA_29298	ptg000035l	2407659	2408249	+	591	12	1	44	0	62
lncRNA_29299	ptg000035l	2511071	2511327	+	257	15	0	12	0	23
lncRNA_29300	ptg000035l	2511779	2512240	+	462	13	4	11	30	61
lncRNA_29301	ptg000035l	2537192	2538188	+	997	53	8	72	1	121
lncRNA_29302	ptg000035l	2568319	2568691	+	373	0	0	21	0	2
lncRNA_29303	ptg000035l	2577665	2578497	+	833	5	0	10	0	68
lncRNA_29304	ptg000035l	2592269	2592499	+	231	10	0	24	0	0
lncRNA_29305	ptg000035l	2605283	2605824	+	542	7	0	10	0	45
lncRNA_29306	ptg000035l	2618604	2618868	+	265	0	33	0	44	1
lncRNA_29307	ptg000035l	2626782	2627879	+	1098	77	0	179	3	397
lncRNA_29308	ptg000035l	2629537	2629849	+	313	4	2	4	2	7
lncRNA_29309	ptg000035l	2638395	2639189	+	795	19	0	7	28	78
lncRNA_29310	ptg000035l	2668159	2668537	+	379	32	0	0	0	0
lncRNA_29311	ptg000035l	2670936	2671209	+	274	0	0	0	0	28
lncRNA_29312	ptg000035l	2685037	2685390	+	354	2	0	19	0	38
lncRNA_29313	ptg000035l	2688087	2688344	+	258	22	0	0	1	0
lncRNA_29314	ptg000035l	2691668	2692165	+	498	19	0	55	3	6
lncRNA_29315	ptg000035l	2692721	2693273	+	553	14	12	62	15	27
lncRNA_29316	ptg000035l	2729781	2730046	+	266	35	35	5	16	34
lncRNA_29317	ptg000035l	2764730	2765295	+	566	34	0	76	0	179
lncRNA_29318	ptg000035l	2773578	2774392	+	815	32	0	28	4	105
lncRNA_29319	ptg000035l	2774726	2775221	+	496	24	0	32	0	60
lncRNA_29320	ptg000035l	2777145	2777420	+	276	38	0	0	35	0
lncRNA_29321	ptg000035l	2781656	2782744	+	1089	12	0	6	1	86
lncRNA_29322	ptg000035l	2801497	2802584	+	1088	3	3	19	6	176
lncRNA_29323	ptg000035l	2804471	2804875	+	405	0	0	6	0	35
lncRNA_29324	ptg000035l	2814388	2814863	+	476	1	0	15	0	52
lncRNA_29325	ptg000035l	2819426	2820037	+	612	0	0	16	0	168
lncRNA_29326	ptg000035l	2821160	2822259	+	1100	10	0	25	0	114
lncRNA_29327	ptg000035l	2827880	2828357	+	478	8	0	0	2	0
lncRNA_29328	ptg000035l	2837347	2837562	+	216	0	0	0	0	30
lncRNA_29329	ptg000035l	2844721	2845107	+	387	2	0	8	0	48
lncRNA_29330	ptg000035l	2876839	2877160	+	322	30	0	0	0	0
lncRNA_29331	ptg000035l	2891579	2892192	+	614	9	4	30	9	88
lncRNA_29332	ptg000035l	3053925	3054718	+	794	8	24	4	19	165
lncRNA_29333	ptg000035l	3065552	3065785	+	234	24	10	9	3	0
lncRNA_29334	ptg000035l	3080421	3080752	+	332	0	0	0	7	41
lncRNA_29335	ptg000035l	3085489	3086067	+	579	22	0	24	0	190
lncRNA_29336	ptg000035l	3137715	3137932	+	218	4	0	0	14	1
lncRNA_29337	ptg000035l	3166723	3167130	+	408	100	95	14	137	7
lncRNA_29338	ptg000035l	3214732	3215133	+	402	0	0	31	0	0
lncRNA_29339	ptg000035l	3285091	3285335	+	245	0	0	0	0	80
lncRNA_29340	ptg000035l	3285749	3286006	+	258	0	0	0	0	35
lncRNA_29341	ptg000035l	3295847	3296279	+	433	1	0	0	0	28
lncRNA_29342	ptg000035l	3349965	3351571	+	1607	39	0	111	16	752
lncRNA_29343	ptg000035l	3357708	3357941	+	234	31	8	27	16	1
lncRNA_29344	ptg000035l	3365263	3365468	+	206	0	0	25	0	0
lncRNA_29345	ptg000035l	3381036	3381688	+	653	3	8	8	0	66
lncRNA_29346	ptg000035l	3388141	3388788	+	648	0	0	0	2	43
lncRNA_29347	ptg000035l	3422903	3423493	+	591	36	7	14	2	82
lncRNA_29348	ptg000035l	3443347	3444271	+	925	36	110	53	11	19
lncRNA_29349	ptg000035l	3447656	3448526	+	871	1	1	1	0	34
lncRNA_29350	ptg000035l	3455584	3456615	+	1032	1	0	2	2	115
lncRNA_29351	ptg000035l	3466692	3467335	+	644	13	0	3	1	58
lncRNA_29352	ptg000035l	3472892	3473136	+	245	0	2	25	0	9
lncRNA_29353	ptg000035l	3549279	3549523	+	245	2	0	0	18	8
lncRNA_29354	ptg000035l	3555946	3556652	+	707	6	2	32	0	182
lncRNA_29355	ptg000035l	3578495	3579204	+	710	0	0	0	0	0
lncRNA_29356	ptg000035l	3583049	3583330	+	282	0	0	0	0	0
lncRNA_29357	ptg000035l	3584718	3585321	+	604	0	0	0	0	0
lncRNA_29358	ptg000035l	3591882	3592835	+	954	14	21	74	6	86
lncRNA_29359	ptg000035l	3593693	3594059	+	367	53	0	32	1	21
lncRNA_29360	ptg000035l	3611731	3612001	+	271	8	4	17	2	1
lncRNA_29361	ptg000035l	3622735	3623179	+	445	57	38	58	33	32
lncRNA_29362	ptg000035l	3635704	3636437	+	734	4	0	37	0	70
lncRNA_29363	ptg000035l	3641689	3641956	+	268	0	0	16	0	24
lncRNA_29364	ptg000035l	3648706	3649020	+	315	58	1	8	1	0
lncRNA_29365	ptg000035l	3663244	3663913	+	670	28	5	40	24	48
lncRNA_29366	ptg000035l	3664549	3665562	+	1014	92	83	93	112	129
lncRNA_29367	ptg000035l	3672514	3672928	+	415	22	47	31	71	12
lncRNA_29368	ptg000035l	3673238	3681546	+	8309	876	1077	509	1073	1040
lncRNA_29369	ptg000035l	3751970	3753522	+	1553	55	22	62	16	402
lncRNA_29370	ptg000035l	3876815	3877143	+	329	25	10	23	27	0
lncRNA_29371	ptg000035l	3943886	3944730	+	845	7	8	48	0	76
lncRNA_29372	ptg000035l	3946016	3946413	+	398	35	9	35	3	217
lncRNA_29373	ptg000035l	4053396	4053695	+	300	0	0	0	0	21
lncRNA_29374	ptg000035l	4125241	4126074	+	834	15	8	28	13	110
lncRNA_29375	ptg000035l	4126607	4127305	+	699	30	18	16	6	12
lncRNA_29376	ptg000035l	4168456	4169163	+	708	4	6	6	12	62
lncRNA_29377	ptg000035l	4293056	4294094	+	1039	30	281	12	178	117
lncRNA_29378	ptg000035l	4327493	4327823	+	331	31	16	54	40	78
lncRNA_29379	ptg000035l	4373218	4373513	+	296	8	2	21	16	6
lncRNA_29380	ptg000035l	4394462	4394812	+	351	38	33	23	37	36
lncRNA_29381	ptg000035l	4395911	4396344	+	434	0	6	4	11	32
lncRNA_29382	ptg000035l	4397093	4397532	+	440	44	19	13	13	29
lncRNA_29383	ptg000035l	4521844	4522139	+	296	1	0	1	8	9
lncRNA_29384	ptg000035l	4534862	4535085	+	224	0	0	0	0	15
lncRNA_29385	ptg000035l	4537306	4537566	+	261	0	0	16	0	2
lncRNA_29386	ptg000035l	4553652	4554722	+	1071	95	8	19	16	174
lncRNA_29387	ptg000035l	4556253	4557047	+	795	58	10	3	22	6
lncRNA_29388	ptg000035l	4559153	4559849	+	697	42	17	4	51	64
lncRNA_29389	ptg000035l	4690689	4692530	+	1842	52	22	68	38	187
lncRNA_29390	ptg000035l	4735324	4735894	+	571	0	0	0	0	1
lncRNA_29391	ptg000035l	4745736	4746320	+	585	0	0	0	0	1
lncRNA_29392	ptg000035l	4748345	4749044	+	700	59	6	76	3	247
lncRNA_29393	ptg000035l	4758340	4759387	+	1048	1	0	0	0	1
lncRNA_29394	ptg000035l	4761390	4761971	+	582	0	0	0	0	0
lncRNA_29395	ptg000035l	4763999	4764581	+	583	0	0	0	0	0
lncRNA_29396	ptg000035l	4933939	4934525	+	587	45	6	32	16	248
lncRNA_29397	ptg000035l	4935356	4935633	+	278	0	32	0	14	2
lncRNA_29398	ptg000035l	4951942	4952235	+	294	0	0	0	0	20
lncRNA_29399	ptg000035l	4961105	4961486	+	382	12	0	9	12	36
lncRNA_29400	ptg000035l	4964128	4972364	+	8237	1039	1247	629	704	761
lncRNA_29401	ptg000035l	4982489	4983548	+	1060	27	2	107	2	101
lncRNA_29402	ptg000035l	5093784	5094509	+	726	0	0	0	14	26
lncRNA_29403	ptg000035l	5097137	5098299	+	1163	27	49	72	41	21
lncRNA_29404	ptg000035l	5175479	5176071	+	593	36	0	0	0	31
lncRNA_29405	ptg000035l	5258105	5258375	+	271	22	2	21	5	119
lncRNA_29406	ptg000035l	5276437	5276876	+	440	30	0	6	0	3
lncRNA_29407	ptg000035l	5283235	5283608	+	374	9	24	20	2	9
lncRNA_29408	ptg000035l	5283922	5284168	+	247	37	12	16	15	23
lncRNA_29409	ptg000035l	5284614	5285275	+	662	39	16	35	45	24
lncRNA_29410	ptg000035l	5348584	5349047	+	464	43	16	99	16	239
lncRNA_29411	ptg000035l	5534514	5535350	+	837	525	9	149	525	218
lncRNA_29412	ptg000035l	5549274	5550336	+	1063	0	0	0	0	0
lncRNA_29413	ptg000035l	5552709	5553623	+	915	154	45	7	144	76
lncRNA_29414	ptg000035l	5580103	5580420	+	318	5	7	7	13	14
lncRNA_29415	ptg000035l	5630810	5631103	+	294	14	0	3	4	45
lncRNA_29416	ptg000035l	5632423	5633115	+	693	21	0	38	2	72
lncRNA_29417	ptg000035l	5805226	5805505	+	280	0	0	0	0	41
lncRNA_29418	ptg000035l	5816512	5816757	+	246	163	3	103	110	12
lncRNA_29419	ptg000035l	5824924	5826049	+	1126	18	8	23	10	193
lncRNA_29420	ptg000035l	5827924	5829175	+	1252	56	0	20	6	206
lncRNA_29421	ptg000035l	5831421	5832194	+	774	15	6	62	43	142
lncRNA_29422	ptg000035l	5843405	5844106	+	702	29	4	34	8	187
lncRNA_29423	ptg000035l	5856308	5856515	+	208	4	0	9	25	0
lncRNA_29424	ptg000035l	5856812	5857207	+	396	8	0	0	23	1
lncRNA_29425	ptg000035l	5858684	5859388	+	705	0	0	1	219	0
lncRNA_29426	ptg000035l	5868897	5869801	+	905	0	0	0	123	0
lncRNA_29427	ptg000035l	5875711	5876486	+	776	45	2	43	10	95
lncRNA_29428	ptg000035l	5920491	5920915	+	425	17	0	28	0	47
lncRNA_29429	ptg000035l	5921128	5921453	+	326	22	0	4	0	21
lncRNA_29430	ptg000035l	5936255	5936882	+	628	11	0	13	2	45
lncRNA_29431	ptg000035l	6087352	6092427	+	5076	90	63	138	225	358
lncRNA_29432	ptg000035l	6094974	6095502	+	529	29	6	26	60	6
lncRNA_29433	ptg000035l	6098208	6099751	+	1544	36	1	20	27	212
lncRNA_29434	ptg000035l	6111689	6112406	+	718	23	0	29	5	153
lncRNA_29435	ptg000035l	6130027	6130369	+	343	96	1	116	6	673
lncRNA_29436	ptg000035l	6163982	6165010	+	1029	17	3	68	28	293
lncRNA_29437	ptg000035l	6249652	6249865	+	214	2	2	0	11	4
lncRNA_29438	ptg000035l	6316786	6317393	+	608	6	2	51	52	25
lncRNA_29439	ptg000035l	6407065	6407350	+	286	0	0	0	31	4
lncRNA_29440	ptg000035l	6412118	6412887	+	770	22	0	6	62	12
lncRNA_29441	ptg000035l	6439215	6439507	+	293	22	39	25	10	4
lncRNA_29442	ptg000035l	6546393	6546792	+	400	16	26	20	71	43
lncRNA_29443	ptg000035l	6569064	6569285	+	222	0	8	22	0	0
lncRNA_29444	ptg000035l	6728101	6728410	+	310	2	0	6	2	45
lncRNA_29445	ptg000035l	6947486	6948104	+	619	60	0	140	2	0
lncRNA_29446	ptg000035l	6965972	6966958	+	987	57	6	108	1	377
lncRNA_29447	ptg000035l	6996216	6996707	+	492	16	0	0	2	44
lncRNA_29448	ptg000035l	7003873	7004794	+	922	18	0	25	0	24
lncRNA_29449	ptg000035l	7117719	7118446	+	728	6	32	0	110	17
lncRNA_29450	ptg000035l	7119191	7119704	+	514	10	0	10	3	38
lncRNA_29451	ptg000035l	7136390	7136988	+	599	8	5	9	0	67
lncRNA_29452	ptg000035l	7169206	7170022	+	817	18	5	4	9	68
lncRNA_29453	ptg000035l	7170939	7171139	+	201	38	11	6	52	39
lncRNA_29454	ptg000035l	7248381	7248692	+	312	12	0	24	9	92
lncRNA_29455	ptg000035l	7442013	7443198	+	1186	0	2	16	8	132
lncRNA_29456	ptg000035l	7444072	7444483	+	412	11	10	22	0	57
lncRNA_29457	ptg000035l	7452500	7453246	+	747	2	27	4	4	57
lncRNA_29458	ptg000035l	7594550	7595072	+	523	24	4	21	8	53
lncRNA_29459	ptg000035l	7602466	7602855	+	390	2	0	22	0	57
lncRNA_29460	ptg000035l	7656195	7656517	+	323	27	2	1	0	1
lncRNA_29461	ptg000035l	7667482	7668294	+	813	15	13	28	0	102
lncRNA_29462	ptg000035l	7671238	7673388	+	2151	45	6	33	38	333
lncRNA_29463	ptg000035l	7676028	7678090	+	2063	37	21	1	47	162
lncRNA_29464	ptg000035l	7766769	7766982	+	214	33	0	2	0	0
lncRNA_29465	ptg000035l	7785350	7785597	+	248	0	0	0	0	20
lncRNA_29466	ptg000035l	7815465	7815947	+	483	48	0	60	14	210
lncRNA_29467	ptg000035l	7819089	7819816	+	728	26	0	33	11	140
lncRNA_29468	ptg000035l	7820892	7821697	+	806	78	1	29	0	448
lncRNA_29469	ptg000035l	7829740	7829954	+	215	6	0	16	0	0
lncRNA_29470	ptg000035l	7888842	7889461	+	620	18	36	0	8	66
lncRNA_29471	ptg000035l	7894890	7895763	+	874	0	0	0	0	0
lncRNA_29472	ptg000035l	7972827	7974304	+	1478	211	11	202	30	1043
lncRNA_29473	ptg000035l	7978930	7982309	+	3380	344	266	294	825	850
lncRNA_29474	ptg000035l	7996131	7996526	+	396	0	0	0	0	30
lncRNA_29475	ptg000035l	8108053	8108945	+	893	23	1	50	4	280
lncRNA_29476	ptg000035l	8120121	8120788	+	668	18	0	56	2	73
lncRNA_29477	ptg000035l	8245982	8246217	+	236	0	38	18	1	6
lncRNA_29478	ptg000035l	8281605	8282112	+	508	1	0	22	0	49
lncRNA_29479	ptg000035l	8287241	8289119	+	1879	12	0	77	0	149
lncRNA_29480	ptg000035l	8303206	8303640	+	435	0	0	0	0	45
lncRNA_29481	ptg000035l	8310734	8311269	+	536	15	0	49	6	163
lncRNA_29482	ptg000035l	8315269	8315533	+	265	9	0	14	46	0
lncRNA_29483	ptg000035l	8316389	8316730	+	342	22	14	39	26	30
lncRNA_29484	ptg000035l	8330377	8330704	+	328	44	20	44	21	41
lncRNA_29485	ptg000035l	8368462	8369880	+	1419	8	31	2	2	42
lncRNA_29486	ptg000035l	8372984	8373571	+	588	6	0	2	5	57
lncRNA_29487	ptg000035l	8440447	8442319	+	1873	21	9	89	11	133
lncRNA_29488	ptg000035l	8442816	8447037	+	4222	381	108	99	342	412
lncRNA_29489	ptg000035l	8447750	8448626	+	877	69	23	34	32	18
lncRNA_29490	ptg000035l	8449352	8449578	+	227	8	6	15	13	10
lncRNA_29491	ptg000035l	8461937	8462340	+	404	10	0	2	0	94
lncRNA_29492	ptg000035l	8566781	8567100	+	320	41	0	4	7	6
lncRNA_29493	ptg000035l	8575325	8575544	+	220	97	14	2	0	7
lncRNA_29494	ptg000035l	8681471	8681841	+	371	4	4	2	6	111
lncRNA_29495	ptg000035l	8821110	8821387	+	278	10	1	72	6	127
lncRNA_29496	ptg000035l	8839517	8839720	+	204	26	0	6	16	42
lncRNA_29497	ptg000035l	8872328	8872546	+	219	44	25	2	2	0
lncRNA_29498	ptg000035l	8905999	8906590	+	592	6	25	43	27	26
lncRNA_29499	ptg000035l	8931196	8931613	+	418	49	0	2	4	26
lncRNA_29500	ptg000035l	8937019	8940665	+	3647	159	59	45	48	333
lncRNA_29501	ptg000035l	8945782	8946547	+	766	0	0	0	2	67
lncRNA_29502	ptg000035l	9101022	9101381	+	360	0	0	20	0	0
lncRNA_29503	ptg000035l	9167533	9167840	+	308	31	22	0	7	0
lncRNA_29504	ptg000035l	9220902	9221201	+	300	30	0	0	16	17
lncRNA_29505	ptg000035l	9221584	9221896	+	313	6	0	4	25	15
lncRNA_29506	ptg000035l	9222355	9222650	+	296	16	0	18	19	6
lncRNA_29507	ptg000035l	9226916	9227180	+	265	15	0	16	25	12
lncRNA_29508	ptg000035l	9242794	9243123	+	330	1	7	21	4	4
lncRNA_29509	ptg000035l	9390688	9390931	+	244	18	13	3	0	17
lncRNA_29510	ptg000035l	9409460	9409693	+	234	20	25	0	0	0
lncRNA_29511	ptg000035l	9457073	9457557	+	485	13	0	10	5	78
lncRNA_29512	ptg000035l	9458843	9459125	+	283	57	204	65	93	57
lncRNA_29513	ptg000035l	9472484	9472724	+	241	0	0	0	0	0
lncRNA_29514	ptg000035l	9481147	9481556	+	410	0	0	0	0	0
