# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-Apul-lncRNA-pipeline/Apul-lncRNA.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-140.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-145.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-150.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-173.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-140.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-145.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-150.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-173.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-178.sorted.bam
lncRNA_30011	ptg000036l	2954782	2955431	+	650	28	2	24	8	200.50
lncRNA_30012	ptg000036l	2958866	2959467	+	602	77.83	0	90	20	301
lncRNA_30013	ptg000036l	2960340	2960629	+	290	0	0	16	0	9
lncRNA_30014	ptg000036l	2965220	2967092	+	1873	203	213	58	86	48
lncRNA_30015	ptg000036l	2967443	2967754	+	312	0	0	18	0.50	23.50
lncRNA_30016	ptg000036l	2983781	2984046	+	266	30.50	45.50	13	4	19.50
lncRNA_30017	ptg000036l	2993751	2995166	+	1416	22	38	42.67	0.57	143.86
lncRNA_30018	ptg000036l	2995479	2995811	+	333	0	0	2	2	40
lncRNA_30019	ptg000036l	3101320	3102432	+	1113	12	8	40	0	210
lncRNA_30020	ptg000036l	3104894	3106569	+	1676	52	6	93	6.50	330
lncRNA_30021	ptg000036l	3107889	3108320	+	432	8	0	74	0	252
lncRNA_30022	ptg000036l	3117624	3118861	+	1238	58	0	47	16	250
lncRNA_30023	ptg000036l	3139556	3139982	+	427	4	4	53.50	0	126
lncRNA_30024	ptg000036l	3146931	3147724	+	794	10	0	0	0	57
lncRNA_30025	ptg000036l	3148705	3149614	+	910	19	0	64	0	204
lncRNA_30026	ptg000036l	3158546	3158868	+	323	18	0	26	2	99
lncRNA_30027	ptg000036l	3165121	3165368	+	248	30	0	5.01	3.83	8.33
lncRNA_30028	ptg000036l	3167137	3169192	+	2056	14.52	11.82	90.58	52.71	325.57
lncRNA_30029	ptg000036l	3170397	3170660	+	264	3.78	0.40	11.80	0.57	30.10
lncRNA_30030	ptg000036l	3172871	3173097	+	227	4.13	0	1.60	0.47	14.79
lncRNA_30031	ptg000036l	3188421	3190295	+	1875	15.10	4.97	26.50	43.90	113.24
lncRNA_30032	ptg000036l	3225267	3226541	+	1275	29	10	90	0	275
lncRNA_30033	ptg000036l	3227169	3228569	+	1401	25	0	44	7	137
lncRNA_30034	ptg000036l	3235346	3235841	+	496	30	0	22	0	64
lncRNA_30035	ptg000036l	3236160	3236601	+	442	0	0	16	2	47
lncRNA_30036	ptg000036l	3239023	3239842	+	820	4	0	39	0	124
lncRNA_30037	ptg000036l	3244712	3245187	+	476	2	0	0	0	48
lncRNA_30038	ptg000036l	3245555	3249988	+	4434	219.30	423.58	325.62	211.87	1009.30
lncRNA_30039	ptg000036l	3251680	3251989	+	310	2.79	4.43	6.62	21.09	4.75
lncRNA_30040	ptg000036l	3257617	3258466	+	850	114	2	116	16	288
lncRNA_30041	ptg000036l	3258956	3259241	+	286	0	0	17	0	32
lncRNA_30042	ptg000036l	3270212	3271095	+	884	69.70	66.10	33.50	5	51.68
lncRNA_30043	ptg000036l	3273740	3275670	+	1931	25	2	100	6	480.50
lncRNA_30044	ptg000036l	3281885	3282659	+	775	181.71	16.27	68.65	4	143.35
lncRNA_30045	ptg000036l	3286668	3288854	+	2187	16	0	155.50	6	539.00
lncRNA_30046	ptg000036l	3294165	3294438	+	274	0	0	28	0	10
lncRNA_30047	ptg000036l	3294879	3296255	+	1377	20.50	0	20.25	4.50	208.50
lncRNA_30048	ptg000036l	3302773	3303591	+	819	34.11	15.61	83.53	4.42	204.93
lncRNA_30049	ptg000036l	3303832	3304686	+	855	29.40	5.64	7.67	21.07	59.71
lncRNA_30050	ptg000036l	3305460	3307629	+	2170	84.58	10	57.67	21.50	351.50
lncRNA_30051	ptg000036l	3310086	3310401	+	316	2	0	17	2	85
lncRNA_30052	ptg000036l	3328800	3329427	+	628	22	6	4	0	80
lncRNA_30053	ptg000036l	3346618	3347280	+	663	28.79	0	41.00	0	98.50
lncRNA_30054	ptg000036l	3352428	3353206	+	779	25.40	1.10	110.80	16.46	278.54
lncRNA_30055	ptg000036l	3361179	3362010	+	832	36	2	72	0	320
lncRNA_30056	ptg000036l	3362893	3363616	+	724	33	3	40	8.10	177
lncRNA_30057	ptg000036l	3369539	3370158	+	620	10	1	8.50	0	62.00
lncRNA_30058	ptg000036l	3377883	3378607	+	725	18	0	0	2.42	43
lncRNA_30059	ptg000036l	3381895	3382278	+	384	2	0	2	0	36
lncRNA_30060	ptg000036l	3405495	3406365	+	871	20.20	3	131	17	258.00
lncRNA_30061	ptg000036l	3435404	3436014	+	611	3.83	4.15	2.27	40.25	5.75
lncRNA_30062	ptg000036l	3478278	3478762	+	485	3	0	0	0	41
lncRNA_30063	ptg000036l	3480181	3482200	+	2020	48	9	49	9	280.29
lncRNA_30064	ptg000036l	3485592	3485952	+	361	4	0	12	2	42
lncRNA_30065	ptg000036l	3488780	3489088	+	309	2	2	18	0	27
lncRNA_30066	ptg000036l	3491453	3492051	+	599	4	1	11	0	86
lncRNA_30067	ptg000036l	3495927	3496583	+	657	0	2	6	2	80
lncRNA_30068	ptg000036l	3513996	3514300	+	305	0	1	23	0	56
lncRNA_30069	ptg000036l	3537983	3538197	+	215	0	0	0	27	0
lncRNA_30070	ptg000036l	3545995	3547618	+	1624	48	13	187	36.39	564.17
lncRNA_30071	ptg000036l	3555531	3556542	+	1012	3	0	71	0	185
lncRNA_30072	ptg000036l	3567680	3570180	+	2501	28.50	0	87.00	8	412.60
lncRNA_30073	ptg000036l	3575754	3576503	+	750	19.50	0	43.53	0	107.83
lncRNA_30074	ptg000036l	3615303	3616205	+	903	42.00	6.90	62.50	0	238.56
lncRNA_30075	ptg000036l	3617171	3618324	+	1154	0	5	19.50	0	83.33
lncRNA_30076	ptg000036l	3629989	3631723	+	1735	35.00	8	86.50	2	428.27
lncRNA_30077	ptg000036l	3634176	3634757	+	582	0.38	0.50	0.25	1.08	45.75
lncRNA_30078	ptg000036l	3643014	3643662	+	649	39	0	51.10	2	365.33
lncRNA_30079	ptg000036l	3674721	3676164	+	1444	3	0	38	6	136.10
lncRNA_30080	ptg000036l	3680137	3683196	+	3060	35	4	123	10	512
lncRNA_30081	ptg000036l	3697446	3698865	+	1420	30.33	11.00	135.87	38.36	466.04
lncRNA_30082	ptg000036l	3708066	3708266	+	201	18	0	9	1	1
lncRNA_30083	ptg000036l	3725227	3725495	+	269	1.40	0.29	16.33	2.27	8.20
lncRNA_30084	ptg000036l	3736570	3736999	+	430	21	5	21	8	118
lncRNA_30085	ptg000036l	3739652	3740717	+	1066	35.55	0.71	17.03	1.12	90.94
lncRNA_30086	ptg000036l	3741154	3742227	+	1074	30.78	0.53	44.19	4.96	254.27
lncRNA_30087	ptg000036l	3742802	3743567	+	766	16	0	12	2	68.50
lncRNA_30088	ptg000036l	3750179	3750447	+	269	0	0	0	18	4
lncRNA_30089	ptg000036l	3781791	3782001	+	211	7.32	0.40	0.65	0.75	14.98
lncRNA_30090	ptg000036l	3864618	3865154	+	537	33.25	4.50	55	3.50	233.08
lncRNA_30091	ptg000036l	3872859	3874124	+	1266	8	3	59	0	184
lncRNA_30092	ptg000036l	3895663	3896200	+	538	49.50	9	10	8	6
lncRNA_30093	ptg000036l	3896778	3897897	+	1120	26	2	11	21	88
lncRNA_30094	ptg000036l	3944383	3944764	+	382	85	12	16	9	56
lncRNA_30095	ptg000036l	3970808	3971546	+	739	15.17	60.50	11.64	17.21	59.91
lncRNA_30096	ptg000036l	3972093	3972550	+	458	27.75	0	15.01	2.25	74.50
lncRNA_30097	ptg000036l	3977461	3977744	+	284	0	0	0	0	51.50
lncRNA_30098	ptg000036l	3984412	3984870	+	459	31.75	0	10.00	0	126.50
lncRNA_30099	ptg000036l	3986043	3986592	+	550	16.50	0	20.20	0	96.45
lncRNA_30100	ptg000036l	4006372	4006847	+	476	0	0	34	0	4
lncRNA_30101	ptg000036l	4012108	4013037	+	930	56	0	85	4	216.00
lncRNA_30102	ptg000036l	4017597	4017815	+	219	0	0	10	12	80
lncRNA_30103	ptg000036l	4046007	4046253	+	247	4.00	0.20	5.25	25.48	0.10
lncRNA_30104	ptg000036l	4087480	4087765	+	286	0	0	0	4	22
lncRNA_30105	ptg000036l	4101440	4106897	+	5458	316.60	203.50	173.62	179.27	995.75
lncRNA_30106	ptg000036l	4120664	4120890	+	227	0	0	16	0	2
lncRNA_30107	ptg000036l	4187255	4188593	+	1339	115	0	86	0	187.33
lncRNA_30108	ptg000036l	4203277	4203985	+	709	67	4	66	0	352
lncRNA_30109	ptg000036l	4210647	4210861	+	215	21.50	0	8.00	12	78.33
lncRNA_30110	ptg000036l	4216294	4216785	+	492	2.88	0	44	8.22	77.83
lncRNA_30111	ptg000036l	4225879	4226717	+	839	38	0	6	12	113
lncRNA_30112	ptg000036l	4285893	4286450	+	558	4	0	35.50	0	57
lncRNA_30113	ptg000036l	4286663	4286950	+	288	27.71	0	4.69	11.55	22.65
lncRNA_30114	ptg000036l	4290196	4290412	+	217	0	0	12	1	26
lncRNA_30115	ptg000036l	4313337	4313681	+	345	26.91	0	32.80	11.35	173.55
lncRNA_30116	ptg000036l	4313985	4315653	+	1669	64.28	5.83	89.34	8.17	465.47
lncRNA_30117	ptg000036l	4332993	4334250	+	1258	4	12	21.50	7.25	104.67
lncRNA_30118	ptg000036l	4395184	4395530	+	347	5	0	18	2	66
lncRNA_30119	ptg000036l	4414005	4414419	+	415	0	28.50	0	0	0
lncRNA_30120	ptg000036l	4440256	4440867	+	612	62.83	18	129.67	13.67	660.08
lncRNA_30121	ptg000036l	4495260	4495945	+	686	2	67.17	3	64.50	5
lncRNA_30122	ptg000036l	4540454	4540689	+	236	1	0	0	48	0.33
lncRNA_30123	ptg000036l	4552911	4553375	+	465	12	0	0	43	0
lncRNA_30124	ptg000036l	4589758	4591064	+	1307	125	5	151	26	643
lncRNA_30125	ptg000036l	4594730	4594991	+	262	0	0	0	0	18
lncRNA_30126	ptg000036l	4612121	4612333	+	213	0	2	14	0	4
lncRNA_30127	ptg000036l	4613861	4614905	+	1045	21	0	98	1.50	276
lncRNA_30128	ptg000036l	4679125	4681427	+	2303	96.50	11.77	84.70	31.03	644.76
lncRNA_30129	ptg000036l	4719183	4720339	+	1157	82.62	1.90	113.01	5.44	342.29
lncRNA_30130	ptg000036l	4726588	4726837	+	250	24.76	0.22	2	3.30	0.54
lncRNA_30131	ptg000036l	4728038	4728280	+	243	0	0	35	2	7
lncRNA_30132	ptg000036l	4825348	4825912	+	565	19.50	4.50	67.50	0	217.50
lncRNA_30133	ptg000036l	4878686	4879259	+	574	0	0	26	0	50
lncRNA_30134	ptg000036l	4930229	4931330	+	1102	10.88	3.89	33.57	5.37	107.47
lncRNA_30135	ptg000036l	4933657	4934238	+	582	14.17	0	35.75	8	150.58
lncRNA_30136	ptg000036l	4965043	4965398	+	356	25.50	0	20.25	0	8
lncRNA_30137	ptg000036l	4975001	4975598	+	598	0	0	21	2	54
lncRNA_30138	ptg000036l	4982652	4982970	+	319	25	0	2	0	29
lncRNA_30139	ptg000036l	5033618	5034487	+	870	12.43	7.54	2.14	65.51	8.22
lncRNA_30140	ptg000036l	5053693	5055629	+	1937	21	63.50	136	101.50	261
lncRNA_30141	ptg000036l	5055900	5056779	+	880	1.50	28	14	36	64.50
lncRNA_30142	ptg000036l	5073017	5073669	+	653	5	0	13	12	382
lncRNA_30143	ptg000036l	5085485	5085758	+	274	0	0	18	0	4
lncRNA_30144	ptg000036l	5092806	5093919	+	1114	23.29	1.87	23.09	10.00	155.86
lncRNA_30145	ptg000036l	5105641	5107891	+	2251	90.42	10	202.93	2	756.34
lncRNA_30146	ptg000036l	5108941	5109777	+	837	61.02	0	55.62	6	196.34
lncRNA_30147	ptg000036l	5110455	5111406	+	952	65.03	0	45	0	209
lncRNA_30148	ptg000036l	5133329	5134172	+	844	28.25	0	32	0.50	204
lncRNA_30149	ptg000036l	5135391	5135884	+	494	2.30	12	24.67	0	202.21
lncRNA_30150	ptg000036l	5139534	5140314	+	781	83.60	5.20	66.07	25.62	438.07
lncRNA_30151	ptg000036l	5146773	5147071	+	299	30.09	24.33	0	0.40	41.47
lncRNA_30152	ptg000036l	5155123	5159686	+	4564	136.23	5.88	173.10	32.49	1044.97
lncRNA_30153	ptg000036l	5163171	5163690	+	520	108.17	9.40	198.98	30.35	571.78
lncRNA_30154	ptg000036l	5170128	5171111	+	984	44.82	29.87	2.45	26.29	119.47
lncRNA_30155	ptg000036l	5171784	5172073	+	290	29.68	0	8.59	0.50	20.49
lncRNA_30156	ptg000036l	5197150	5201980	+	4831	226.64	17.66	354.69	63.47	1432.53
lncRNA_30157	ptg000036l	5271217	5271590	+	374	2.78	0	4.09	0	42.36
lncRNA_30158	ptg000036l	5302885	5303416	+	532	53.27	3.30	92.55	13.31	283.58
lncRNA_30159	ptg000036l	5412003	5413928	+	1926	39.31	2.17	48.84	13.32	162.21
lncRNA_30160	ptg000036l	5422232	5423631	+	1400	34.84	0	37.72	3.51	143.39
lncRNA_30161	ptg000036l	5435066	5435467	+	402	32.01	2.08	42.24	3.54	156.10
lncRNA_30162	ptg000036l	5587760	5588252	+	493	77.16	7.40	130.04	22.64	367.81
lncRNA_30163	ptg000036l	5629400	5630109	+	710	23.18	3.15	43.89	2.40	140.54
lncRNA_30164	ptg000036l	5673266	5674347	+	1082	34.51	8	171.11	10.85	550.00
lncRNA_30165	ptg000036l	5738907	5739226	+	320	29.22	2	75.60	8.18	187.21
lncRNA_30166	ptg000036l	5739901	5740331	+	431	6.55	0	24.07	7	91.00
lncRNA_30167	ptg000036l	5776824	5777233	+	410	14.28	0	41.74	1.62	75.59
lncRNA_30168	ptg000036l	5780194	5780480	+	287	23.03	0.75	22.20	2.50	116.45
lncRNA_30169	ptg000036l	5781258	5784206	+	2949	131.60	7.40	163.40	18.51	635.83
lncRNA_30170	ptg000036l	5786590	5788613	+	2024	86.53	4.50	275.27	18.78	704.60
lncRNA_30171	ptg000036l	5789466	5793180	+	3715	208.30	13.49	281.91	34.74	1247.15
lncRNA_30172	ptg000036l	5813811	5815940	+	2130	83.33	12.22	137.48	27.42	514.59
lncRNA_30173	ptg000036l	5819395	5819931	+	537	121.44	12.00	203.34	25.65	624.04
lncRNA_30174	ptg000036l	5836827	5841867	+	5041	215.15	19.47	362.18	54.70	1176.91
lncRNA_30175	ptg000036l	6052793	6053369	+	577	83.99	4.90	125.08	15.57	318.53
lncRNA_30176	ptg000036l	6129427	6131503	+	2077	55.81	2.60	66.44	17.18	263.66
lncRNA_30177	ptg000036l	6205958	6208304	+	2347	93.69	19.30	134.98	32.91	373.35
lncRNA_30178	ptg000036l	6214085	6214565	+	481	60.12	5.10	98.85	11.95	310.01
lncRNA_30179	ptg000036l	6284324	6284661	+	338	9.33	0	50	4	77
lncRNA_30180	ptg000036l	6284955	6286270	+	1316	83.00	10.80	43.49	4.08	229.13
lncRNA_30181	ptg000036l	6286801	6287293	+	493	63.00	0	54	1	133.67
lncRNA_30182	ptg000036l	6302514	6302999	+	486	36.93	0	61.66	0.67	124.47
lncRNA_30183	ptg000036l	6303323	6303655	+	333	0	0	8	0	30.10
lncRNA_30184	ptg000036l	6304489	6305265	+	777	2.64	0	12.92	0.67	56.82
lncRNA_30185	ptg000037l	261479	261957	+	479	9.21	1.38	17.77	1.20	62.15
lncRNA_30186	ptg000038l	299226	299703	+	478	9.21	1.38	13.77	2.48	61.94
lncRNA_30187	ptg000038l	16411	17474	+	1064	417.49	427.99	118.90	71.90	114.81
lncRNA_30188	ptg000038l	379803	380867	+	1065	382.67	397.14	112.83	60.85	107.56
lncRNA_30189	ptg000039l	60547	65602	+	5056	121.00	138.50	82.58	140.00	184.19
lncRNA_30190	ptg000039l	106333	109624	+	3292	304	57	309.25	202	844
lncRNA_30191	ptg000039l	162291	162749	+	459	2	9	0	52	22
lncRNA_30192	ptg000039l	475632	475922	+	291	83	8.33	17	57	29
lncRNA_30193	ptg000039l	522242	522977	+	736	41	28	17	30	27
lncRNA_30194	ptg000039l	610326	612546	+	2221	444.50	1389.50	758.50	648.50	214
lncRNA_30195	ptg000039l	610838	612546	+	1709	352.50	1004.50	578.50	474.50	164
lncRNA_30196	ptg000039l	634436	643807	+	9372	304.15	181.35	214.01	226.70	194.97
lncRNA_30197	ptg000039l	634509	643807	+	9299	304.15	181.35	214.01	226.70	194.97
lncRNA_30198	ptg000039l	634528	643807	+	9280	304.15	181.35	214.01	226.70	194.97
lncRNA_30199	ptg000039l	682875	684786	+	1912	1123	862	519.33	969	1120.50
lncRNA_30200	ptg000039l	738184	743889	+	5706	62.24	27.97	56.64	45.50	208.29
lncRNA_30201	ptg000039l	738675	743889	+	5215	55.80	25.99	50.69	42.43	193.06
lncRNA_30202	ptg000039l	797099	799455	+	2357	2496	2988	2105	3070	2571
lncRNA_30203	ptg000039l	949961	952902	+	2942	134.66	130.80	18.59	146.10	157.99
lncRNA_30204	ptg000039l	949977	954746	+	4770	198.65	198.37	20.02	219.95	214.70
lncRNA_30205	ptg000039l	1029093	1032533	+	3441	189.91	167.32	169.28	62.84	536.08
lncRNA_30206	ptg000039l	2106	3432	+	1327	1442.75	1474	1432	1920	1026
lncRNA_30207	ptg000039l	60547	65472	+	4926	121.00	138.50	82.58	140.00	184.19
lncRNA_30208	ptg000039l	84488	85171	+	684	136.25	56	45	65	46
lncRNA_30209	ptg000039l	129789	130417	+	629	74	3	137	72	486
lncRNA_30210	ptg000039l	248472	252411	+	3940	325.50	306	226.83	195.00	307
lncRNA_30211	ptg000039l	311010	316899	+	5890	182.72	1065.96	142.55	292.87	123.73
lncRNA_30212	ptg000039l	311038	316899	+	5862	182.72	1065.96	142.55	292.87	123.73
lncRNA_30213	ptg000039l	449952	459030	+	9079	171.37	115.03	859.82	16.65	169.89
lncRNA_30214	ptg000039l	546275	547119	+	845	0	0	31	0	11
lncRNA_30215	ptg000039l	636507	637962	+	1456	60.25	46.00	31.62	20.50	19.26
lncRNA_30216	ptg000039l	716194	720549	+	4356	369.50	264	302.33	199.50	251.61
lncRNA_30217	ptg000039l	716194	720549	+	4356	369.50	264	302.33	199.50	251.61
lncRNA_30218	ptg000039l	734145	739571	+	5427	41.30	25.64	45.04	40.60	161.47
lncRNA_30219	ptg000039l	734266	742102	+	7837	45.08	31.66	53.18	52.02	183.35
lncRNA_30220	ptg000039l	734362	743889	+	9528	81.96	44.13	80.21	68.81	296.78
lncRNA_30221	ptg000039l	737103	743889	+	6787	73.29	36.63	73.88	56.72	270.28
lncRNA_30222	ptg000039l	737732	742102	+	4371	25.49	16.27	31.44	33.31	95.87
lncRNA_30223	ptg000039l	737738	743889	+	6152	62.74	29.67	58.47	50.11	210.31
lncRNA_30224	ptg000039l	743079	743889	+	811	22.78	5.00	17.28	13.00	89.89
lncRNA_30225	ptg000039l	745211	746111	+	901	39.77	2.87	41.31	5.33	248.17
lncRNA_30226	ptg000039l	749405	751625	+	2221	265.40	12.17	132.44	58.58	1740.25
lncRNA_30227	ptg000039l	755122	756337	+	1216	38.83	1.50	17.58	6.83	44.33
lncRNA_30228	ptg000039l	755127	763847	+	8721	78.95	45.58	132.91	29.65	172.23
lncRNA_30229	ptg000039l	875889	877558	+	1670	420.37	52	8.60	7.33	42
lncRNA_30230	ptg000039l	949977	953867	+	3891	151.65	148.37	19.02	164.95	175.70
lncRNA_30231	ptg000039l	949977	953867	+	3891	151.65	148.37	19.02	164.95	175.70
lncRNA_30232	ptg000039l	949977	953867	+	3891	151.65	148.37	19.02	164.95	175.70
lncRNA_30233	ptg000039l	952148	953867	+	1720	31.57	35.07	0.80	44.36	47.25
lncRNA_30234	ptg000039l	952148	953867	+	1720	31.57	35.07	0.80	44.36	47.25
lncRNA_30235	ptg000039l	952182	953867	+	1686	31.00	32.07	0.80	43.36	46.96
lncRNA_30236	ptg000039l	955848	959362	+	3515	6.29	8	320.95	4	194.36
lncRNA_30237	ptg000039l	955848	959362	+	3515	6.29	8	320.95	4	194.36
lncRNA_30238	ptg000039l	1085786	1091228	+	5443	60.32	67.74	421.49	202.26	613.14
lncRNA_30239	ptg000039l	1105291	1110741	+	5451	61.64	37.85	264.32	239.60	614.04
lncRNA_30240	ptg000039l	63393	64457	+	1065	13.00	0	14.58	1.00	41.44
lncRNA_30241	ptg000039l	67357	67732	+	376	16	0	0	2	40
lncRNA_30242	ptg000039l	103184	104390	+	1207	84	4	60	56	259
lncRNA_30243	ptg000039l	277446	277835	+	390	37	24	17	64	19
lncRNA_30244	ptg000039l	332689	333063	+	375	2	0	6	0	38
lncRNA_30245	ptg000039l	346425	346911	+	487	22	0	42	0	70
lncRNA_30246	ptg000039l	358037	358775	+	739	23.00	10	60	9	212.64
lncRNA_30247	ptg000039l	442060	442347	+	288	1	27	14	52.75	16.20
lncRNA_30248	ptg000039l	479291	479498	+	208	13.39	69.81	19.38	21.07	12.53
lncRNA_30249	ptg000039l	566983	567439	+	457	6	21	25	20	37
lncRNA_30250	ptg000039l	731191	732297	+	1107	90	10.30	66.07	31.34	79
lncRNA_30251	ptg000039l	747007	747659	+	653	146.61	1.60	35.25	37.58	653.07
lncRNA_30252	ptg000039l	752096	752344	+	249	69.67	2.50	10.50	16.50	201.08
lncRNA_30253	ptg000039l	913506	914225	+	720	785	555	158	420	226
lncRNA_30254	ptg000039l	926077	926413	+	337	32.43	0	56.38	6.50	0
lncRNA_30255	ptg000039l	981086	981916	+	831	51	10.50	80	7	223
lncRNA_30256	ptg000039l	984803	986214	+	1412	15	0	32	3	179.83
lncRNA_30257	ptg000039l	1023490	1023696	+	207	31.33	3	13.00	0	50.50
lncRNA_30258	ptg000039l	1033926	1034343	+	418	11.50	3	11	14.50	43
lncRNA_30259	ptg000039l	1034893	1035181	+	289	0	0	17	0	11.50
lncRNA_30260	ptg000039l	1078338	1079990	+	1653	33.49	11.37	370.14	115.71	1195.88
lncRNA_30261	ptg000040l	104456	104928	+	473	9.92	1.75	13.53	1.57	87.00
lncRNA_30262	ptg000040l	287738	288774	+	1037	18.93	2.86	27.55	7.12	115.92
lncRNA_30263	ptg000040l	237988	238380	+	393	78.92	4.34	74.75	2.93	239.42
lncRNA_30264	ptg000040l	445777	446046	+	270	35.54	4.83	30.70	1.00	109.15
lncRNA_30265	ptg000040l	484038	484423	+	386	30.33	6.40	23.45	9.42	42.31
lncRNA_30266	ptg000043l	59487	63940	+	4454	10.44	3.03	327.83	45.74	123.65
lncRNA_30267	ptg000043l	67796	72599	+	4804	11.26	2.13	182.65	22.49	92.98
lncRNA_30268	ptg000043l	67796	72599	+	4804	11.26	2.13	182.65	22.49	92.98
lncRNA_30269	ptg000045l	56480	58077	+	1598	4.52	0.15	26.30	0.40	44.54
lncRNA_30270	ptg000045l	56484	58077	+	1594	4.52	0.15	26.30	0.40	44.54
lncRNA_30271	ptg000045l	24703	26252	+	1550	6.63	0.30	42.68	1.40	54.68
lncRNA_30272	ptg000045l	22884	23337	+	454	32.70	3.20	91.89	6.20	323.09
lncRNA_30273	ptg000045l	54697	56175	+	1479	36.30	4.70	102.09	10.20	350.87
lncRNA_30274	ptg000046l	27171	28102	+	932	80.10	3.25	251.65	21.30	932.56
lncRNA_30275	ptg000046l	33044	33446	+	403	2.15	0.10	5.31	0.30	35.88
lncRNA_30276	ptg000047l	64291	67789	+	3499	85.86	119.62	238.60	134.62	685.64
lncRNA_30277	ptg000047l	97237	100766	+	3530	83.85	122.84	235.97	133.81	702.96
lncRNA_30278	ptg000047l	129044	132518	+	3475	88.49	129.86	234.53	138.23	686.51
lncRNA_30279	ptg000047l	265132	269861	+	4730	3343.41	5537.96	78.03	2981.38	720.30
lncRNA_30280	ptg000047l	265146	269861	+	4716	3343.41	5534.96	77.03	2981.38	718.30
lncRNA_30281	ptg000047l	273062	273417	+	356	6	20	0	13	46
lncRNA_30282	ptg000047l	409467	410809	+	1343	24.33	63.08	30.08	47.33	84.67
lncRNA_30283	ptg000047l	496527	500747	+	4221	365.90	460.18	192.82	321.53	268.58
lncRNA_30284	ptg000047l	496598	500747	+	4150	365.90	456.18	192.82	319.53	268.28
lncRNA_30285	ptg000047l	498396	500747	+	2352	361.60	437.15	174.24	310.66	228.99
lncRNA_30286	ptg000047l	509470	514428	+	4959	443.16	230.01	229.95	315.82	292.97
lncRNA_30287	ptg000047l	511283	514428	+	3146	411.82	182.33	219.74	290.83	246.66
lncRNA_30288	ptg000047l	512273	514428	+	2156	393.82	182.33	201.24	272.33	154.66
lncRNA_30289	ptg000047l	542714	547700	+	4987	377.73	5.07	406.15	284.86	154.66
lncRNA_30290	ptg000047l	542714	547700	+	4987	377.73	5.07	406.15	284.86	154.66
lncRNA_30291	ptg000047l	542731	547700	+	4970	377.73	5.07	406.15	284.86	154.66
lncRNA_30292	ptg000047l	687063	687594	+	532	125	39	47	38	63
lncRNA_30293	ptg000047l	1104910	1106514	+	1605	131.51	289.10	8.29	181.76	3.80
lncRNA_30294	ptg000047l	1510763	1513084	+	2322	94	5	54	108	8
lncRNA_30295	ptg000047l	1618205	1619432	+	1228	8	0	1	0	58
lncRNA_30296	ptg000047l	1618205	1621039	+	2835	8	0	1	0	64
lncRNA_30297	ptg000047l	1631716	1633295	+	1580	1058	920	563	902	418
lncRNA_30298	ptg000047l	1660447	1662942	+	2496	208.75	2	2	365.45	55
lncRNA_30299	ptg000047l	1762834	1765559	+	2726	153.66	55.39	1312.43	82.53	106.96
lncRNA_30300	ptg000047l	1766822	1773077	+	6256	29	5	14	0	85
lncRNA_30301	ptg000047l	1793823	1794487	+	665	5	16	8	7	42.50
lncRNA_30302	ptg000047l	1793834	1795357	+	1524	17	23	16	13	52.50
lncRNA_30303	ptg000047l	1967747	1969985	+	2239	4017.50	1840.83	1467.00	1090.50	2928.33
lncRNA_30304	ptg000047l	1907749	1912211	+	4463	45.73	417.00	179.33	18.97	1179.61
lncRNA_30305	ptg000047l	1973977	1974215	+	239	6	0	0	0	30
lncRNA_30306	ptg000047l	2015524	2019757	+	4234	263.92	262.84	246.40	377.27	189.44
