# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-Apul-lncRNA-pipeline/Apul-lncRNA.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-140.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-145.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-150.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-173.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-140.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-145.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-150.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-173.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-178.sorted.bam
lncRNA_29718	ptg000036l	5259769	5266911	+	7143	133.44	1.03	218.73	28.36	667.38
lncRNA_29719	ptg000036l	5282471	5286628	+	4158	122.73	9.16	189.81	15.86	598.52
lncRNA_29720	ptg000036l	5287065	5287267	+	203	10.88	0	12.92	0	84.16
lncRNA_29721	ptg000036l	5291535	5294180	+	2646	92.83	125.30	91.93	343.41	265.27
lncRNA_29722	ptg000036l	5308616	5309856	+	1241	27.66	2.22	26.44	3.51	106.41
lncRNA_29723	ptg000036l	5309978	5314554	+	4577	46.02	6.03	70.43	12.08	287.00
lncRNA_29724	ptg000036l	5317665	5334803	+	17139	161.26	19.70	282.55	31.30	1052.40
lncRNA_29725	ptg000036l	5340905	5344439	+	3535	127.21	4.06	114.15	38.16	449.81
lncRNA_29726	ptg000036l	5347063	5348226	+	1164	18.19	0.58	14.72	0.83	74.36
lncRNA_29727	ptg000036l	5347063	5349540	+	2478	44.27	0.63	62.48	3.34	209.08
lncRNA_29728	ptg000036l	5347172	5349540	+	2369	44.18	0.51	61.38	3.24	202.28
lncRNA_29729	ptg000036l	5351584	5373755	+	22172	371.79	20.51	518.88	61.56	1863.91
lncRNA_29730	ptg000036l	5367614	5373755	+	6142	60.73	7.67	113.26	10.21	342.91
lncRNA_29731	ptg000036l	5390165	5396411	+	6247	100.08	6.40	257.60	14.19	762.09
lncRNA_29732	ptg000036l	5397865	5399328	+	1464	33.05	0.63	51.91	4.22	171.81
lncRNA_29733	ptg000036l	5417374	5420531	+	3158	180.07	16.82	268.29	38.21	772.53
lncRNA_29734	ptg000036l	5441687	5453267	+	11581	262.97	13.34	395.42	46.25	1326.41
lncRNA_29735	ptg000036l	5442038	5450598	+	8561	192.31	12.52	299.20	37.63	1001.31
lncRNA_29736	ptg000036l	5455264	5469804	+	14541	192.73	9.93	330.96	33.56	1288.23
lncRNA_29737	ptg000036l	5457323	5472829	+	15507	196.90	15.35	333.73	37.78	1292.29
lncRNA_29738	ptg000036l	5469805	5472829	+	3025	48.13	6.15	77.02	9.30	293.64
lncRNA_29739	ptg000036l	5480881	5495077	+	14197	191.41	9.95	419.90	41.10	1671.44
lncRNA_29740	ptg000036l	5482177	5492425	+	10249	96.00	7.35	279.67	31.31	1161.51
lncRNA_29741	ptg000036l	5488894	5492425	+	3532	40.06	1.65	102.91	10.19	356.43
lncRNA_29742	ptg000036l	5524021	5536542	+	12522	119.81	15.65	256.13	25.74	1097.69
lncRNA_29743	ptg000036l	5524666	5532810	+	8145	72.67	7.59	146.62	13.97	562.90
lncRNA_29744	ptg000036l	5538069	5541813	+	3745	75.56	5.07	69.36	5.05	268.92
lncRNA_29745	ptg000036l	5554088	5558575	+	4488	93.49	9.53	219.65	32.73	702.82
lncRNA_29746	ptg000036l	5567302	5582511	+	15210	159.05	6.14	229.52	24.62	1040.61
lncRNA_29747	ptg000036l	5575415	5582511	+	7097	76.50	3.54	114.74	10.41	486.55
lncRNA_29748	ptg000036l	5576902	5580981	+	4080	49.18	2.60	61.34	5.87	260.71
lncRNA_29749	ptg000036l	5595416	5597796	+	2381	28.27	4.50	106.82	9.93	414.29
lncRNA_29750	ptg000036l	5610215	5610581	+	367	20.12	12.25	17.04	11.21	3
lncRNA_29751	ptg000036l	5662956	5671884	+	8929	87.77	15.24	194.74	28.69	791.45
lncRNA_29752	ptg000036l	5666994	5671884	+	4891	40.69	11.23	100.12	12.86	357.09
lncRNA_29753	ptg000036l	5749649	5755034	+	5386	124.23	24.41	375.46	38.01	818.54
lncRNA_29754	ptg000036l	5749774	5755034	+	5261	124.23	24.41	375.46	38.01	811.37
lncRNA_29755	ptg000036l	5757645	5770817	+	13173	416.03	47.38	678.42	74.79	2394.65
lncRNA_29756	ptg000036l	5761939	5769280	+	7342	224.57	23.06	285.71	25.57	1099.66
lncRNA_29757	ptg000036l	5765362	5768238	+	2877	63.86	5.87	84.36	9.03	358.62
lncRNA_29758	ptg000036l	5772199	5779806	+	7608	218.14	5.64	356.12	25.66	1143.89
lncRNA_29759	ptg000036l	5775037	5779806	+	4770	113.30	2.14	197.85	10.36	623.51
lncRNA_29760	ptg000036l	5793817	5803464	+	9648	293.62	11.86	464.76	51.72	1841.74
lncRNA_29761	ptg000036l	5846986	5853001	+	6016	125.66	6.72	208.92	20.26	861.15
lncRNA_29762	ptg000036l	5857666	5864295	+	6630	171.46	10.10	366.46	24.47	1208.84
lncRNA_29763	ptg000036l	5859011	5864295	+	5285	85.00	1.20	242.59	16.27	686.63
lncRNA_29764	ptg000036l	5872245	5874753	+	2509	130.31	21.71	186.12	21.12	496.28
lncRNA_29765	ptg000036l	5876977	5888133	+	11157	184.31	26.73	422.51	54.15	1377.22
lncRNA_29766	ptg000036l	5877702	5945111	+	67410	1192.19	89.77	1884.78	224.94	6836.92
lncRNA_29767	ptg000036l	5905852	5912058	+	6207	90.27	5.39	133.87	13.93	468.56
lncRNA_29768	ptg000036l	5905881	5925762	+	19882	279.58	21.33	410.07	39.59	1554.82
lncRNA_29769	ptg000036l	5908298	5912058	+	3761	43.09	3.46	88.74	7.35	309.39
lncRNA_29770	ptg000036l	5909346	5912058	+	2713	35.59	3.34	70.92	6.78	235.45
lncRNA_29771	ptg000036l	5912391	5917611	+	5221	80.68	4.01	129.24	11.88	478.25
lncRNA_29772	ptg000036l	5915925	5943483	+	27559	560.09	38.80	721.42	111.05	3042.08
lncRNA_29773	ptg000036l	6014450	6022902	+	8453	142.81	4.19	181.90	24.56	664.89
lncRNA_29774	ptg000036l	6016173	6026853	+	10681	329.96	23.32	310.09	40.06	1133.20
lncRNA_29775	ptg000036l	6099355	6200748	+	101394	2014.18	121.27	2533.58	316.52	9360.11
lncRNA_29776	ptg000036l	6099368	6105058	+	5691	43.41	1.18	113.22	7.29	350.87
lncRNA_29777	ptg000036l	6099368	6107266	+	7899	62.89	1.45	144.86	9.02	437.04
lncRNA_29778	ptg000036l	6103413	6107266	+	3854	29.63	0.72	66.11	4.80	190.57
lncRNA_29779	ptg000036l	6144663	6156645	+	11983	272.18	28.67	357.24	35.50	1237.83
lncRNA_29780	ptg000036l	6150132	6156645	+	6514	131.78	6.68	136.76	11.64	511.78
lncRNA_29781	ptg000036l	6158093	6200748	+	42656	816.18	56.82	1115.81	120.89	4302.70
lncRNA_29782	ptg000036l	6184892	6201334	+	16443	262.32	15.86	313.77	27.16	1328.32
lncRNA_29783	ptg000036l	6184892	6201334	+	16443	262.32	15.86	313.77	27.16	1328.32
lncRNA_29784	ptg000036l	6196202	6198423	+	2222	71.36	4.40	59.81	6.86	309.94
lncRNA_29785	ptg000036l	6200083	6202657	+	2575	102.90	3.87	97.69	17.73	474.73
lncRNA_29786	ptg000036l	6200284	6201334	+	1051	34.68	1.17	28.75	4.22	129.57
lncRNA_29787	ptg000036l	5892035	5900647	+	8613	113.54	8.48	199.29	17.37	685.63
lncRNA_29788	ptg000036l	5895933	5901853	+	5921	69.31	4.78	82.83	6.46	295.47
lncRNA_29789	ptg000036l	5895933	5901853	+	5921	69.31	4.78	82.83	6.46	295.47
lncRNA_29790	ptg000036l	5895933	5901853	+	5921	69.31	4.78	82.83	6.46	295.47
lncRNA_29791	ptg000036l	5896524	5901853	+	5330	68.77	4.58	82.09	6.31	285.71
lncRNA_29792	ptg000036l	5898554	5900647	+	2094	40.04	1.66	31.17	3.44	86.82
lncRNA_29793	ptg000036l	5956156	5978872	+	22717	595.83	73.29	895.54	168.06	3693.16
lncRNA_29794	ptg000036l	5963307	5966897	+	3591	111.10	4.61	110.42	18.87	469.12
lncRNA_29795	ptg000036l	5990531	6000193	+	9663	446.24	19.38	641.41	58.29	1942.76
lncRNA_29796	ptg000036l	6022118	6023871	+	1754	47.91	0.41	46.95	3.85	158.44
lncRNA_29797	ptg000036l	6036508	6046241	+	9734	264.29	18.06	382.03	46.19	1206.24
lncRNA_29798	ptg000036l	6065142	6085273	+	20132	974.84	76.92	1449.05	147.95	5906.74
lncRNA_29799	ptg000036l	6078271	6082555	+	4285	145.16	8.19	192.66	21.96	834.88
lncRNA_29800	ptg000036l	6080935	6084435	+	3501	131.38	3.01	144.74	13.83	652.55
lncRNA_29801	ptg000036l	6088852	6094200	+	5349	371.50	23.07	298.30	65.78	933.15
lncRNA_29802	ptg000036l	6106069	6119043	+	12975	268.23	8.50	241.36	29.16	829.60
lncRNA_29803	ptg000036l	6132006	6139874	+	7869	161.42	5.56	197.72	22.27	737.00
lncRNA_29804	ptg000036l	6135355	6143755	+	8401	202.75	13.69	263.27	33.15	820.24
lncRNA_29805	ptg000036l	6241370	6248439	+	7070	138.30	2.87	173.62	24.49	508.38
lncRNA_29806	ptg000036l	6250713	6271760	+	21048	319.56	19.16	432.87	49.08	1341.47
lncRNA_29807	ptg000036l	6260257	6267790	+	7534	107.23	5.32	116.34	13.86	426.74
lncRNA_29808	ptg000036l	6260257	6267790	+	7534	107.23	5.32	116.34	13.86	426.74
lncRNA_29809	ptg000036l	6278676	6283673	+	4998	153.32	54.70	193.63	192.50	717.86
lncRNA_29810	ptg000036l	6288176	6297009	+	8834	473.16	32.58	287.24	66.96	1093.19
lncRNA_29811	ptg000036l	6297803	6300855	+	3053	60.48	0.90	73.05	5.98	197.96
lncRNA_29812	ptg000036l	82757	83104	+	348	27.27	1.16	40.17	16.79	24.82
lncRNA_29813	ptg000036l	107867	109199	+	1333	45.00	1764.92	51.50	185.83	79.17
lncRNA_29814	ptg000036l	194666	194942	+	277	11.50	0.50	13.67	4.50	38.00
lncRNA_29815	ptg000036l	201486	201779	+	294	7.50	9	9.00	40	8
lncRNA_29816	ptg000036l	202478	202726	+	249	1.83	5.20	0	0.25	20.20
lncRNA_29817	ptg000036l	212751	213012	+	262	25	1	7.33	8	41.33
lncRNA_29818	ptg000036l	256217	256501	+	285	20	8	12.83	111.50	33.50
lncRNA_29819	ptg000036l	312851	313619	+	769	3.50	0	7.05	13.73	50.33
lncRNA_29820	ptg000036l	315690	317159	+	1470	31.50	14.00	63	2.50	134
lncRNA_29821	ptg000036l	320437	320693	+	257	16.50	20.50	27.12	2.17	12.83
lncRNA_29822	ptg000036l	322042	323128	+	1087	73.79	0	81.33	0	260.48
lncRNA_29823	ptg000036l	352276	352557	+	282	5	12	4	0	29.83
lncRNA_29824	ptg000036l	367965	368228	+	264	0	0	25.00	4	7.08
lncRNA_29825	ptg000036l	528328	528631	+	304	1.28	7.99	1.43	4.10	28.38
lncRNA_29826	ptg000036l	534932	535146	+	215	3	0	3.50	0	25
lncRNA_29827	ptg000036l	588707	589073	+	367	7.66	1.20	21.25	0.50	0.58
lncRNA_29828	ptg000036l	621293	621974	+	682	39	0	24	0	278
lncRNA_29829	ptg000036l	684138	684576	+	439	27.50	2.50	0	55	0
lncRNA_29830	ptg000036l	704759	704978	+	220	3.50	14.50	0	2	0
lncRNA_29831	ptg000036l	707845	708096	+	252	2.75	0.60	1.50	0.60	20.10
lncRNA_29832	ptg000036l	732938	733832	+	895	16.31	1.48	43.91	3.75	162.46
lncRNA_29833	ptg000036l	759397	759826	+	430	0	0	26	0	21
lncRNA_29834	ptg000036l	764930	765753	+	824	15.00	0	37.50	1	98.50
lncRNA_29835	ptg000036l	781191	781454	+	264	89	3	0	24	0
lncRNA_29836	ptg000036l	796254	797231	+	978	14.57	0	157.21	3.77	165.53
lncRNA_29837	ptg000036l	846529	847334	+	806	26.50	0	28	2.10	129
lncRNA_29838	ptg000036l	850025	850244	+	220	0	11	17.50	0	5.33
lncRNA_29839	ptg000036l	856725	857060	+	336	0	0	0	0	24
lncRNA_29840	ptg000036l	885403	885986	+	584	5.50	1	33.50	0	154
lncRNA_29841	ptg000036l	888326	889203	+	878	16	0	30	11	252
lncRNA_29842	ptg000036l	897040	898099	+	1060	36	0	85	18	490
lncRNA_29843	ptg000036l	909529	910657	+	1129	8	0	37	4	139
lncRNA_29844	ptg000036l	925105	925617	+	513	17	0.25	35	1	71.25
lncRNA_29845	ptg000036l	931503	931735	+	233	0	0	0	0	20
lncRNA_29846	ptg000036l	961677	963324	+	1648	0	18	8.89	4.50	153.29
lncRNA_29847	ptg000036l	998798	999068	+	271	2	0	6	0	38
lncRNA_29848	ptg000036l	1000417	1000856	+	440	52	0	7	4	44
lncRNA_29849	ptg000036l	1011376	1011812	+	437	17	0	14	6	62
lncRNA_29850	ptg000036l	1032562	1032839	+	278	14	0	24	0	0
lncRNA_29851	ptg000036l	1050848	1051167	+	320	8.91	4.96	3.04	0.17	37.00
lncRNA_29852	ptg000036l	1149562	1150529	+	968	166.85	83.54	101.00	143.44	1.17
lncRNA_29853	ptg000036l	1151228	1151673	+	446	7.06	29.18	5.45	9.34	7.48
lncRNA_29854	ptg000036l	1163619	1163866	+	248	0	0	0	0	28.50
lncRNA_29855	ptg000036l	1173703	1174134	+	432	0	0	0	0	56
lncRNA_29856	ptg000036l	1186370	1186669	+	300	0	0	0	0	23
lncRNA_29857	ptg000036l	1192710	1193129	+	420	0	0	0	0	42
lncRNA_29858	ptg000036l	1236664	1237273	+	610	0	0	0	0	88
lncRNA_29859	ptg000036l	1239497	1239987	+	491	5	2.50	0	5	60.50
lncRNA_29860	ptg000036l	1242423	1242999	+	577	24.37	45.50	2.10	13.76	44.98
lncRNA_29861	ptg000036l	1245679	1245918	+	240	0	0.12	27	17.50	2
lncRNA_29862	ptg000036l	1246383	1246638	+	256	9.75	6.03	3.33	20.22	0.70
lncRNA_29863	ptg000036l	1252707	1252993	+	287	0	0	8	13.25	116
lncRNA_29864	ptg000036l	1258011	1258326	+	316	0	0	0	0	155
lncRNA_29865	ptg000036l	1261261	1261474	+	214	0	0	0	0	134.18
lncRNA_29866	ptg000036l	1265456	1266105	+	650	25.67	0	15.40	0.50	152.64
lncRNA_29867	ptg000036l	1283031	1283658	+	628	38.83	17.67	26.50	11.92	104.92
lncRNA_29868	ptg000036l	1285204	1285485	+	282	0	0	0	54.00	0
lncRNA_29869	ptg000036l	1293646	1294257	+	612	4	2	111	4	251
lncRNA_29870	ptg000036l	1315529	1316269	+	741	0	0	0	0	132
lncRNA_29871	ptg000036l	1319144	1319646	+	503	0	0	0	0	55.33
lncRNA_29872	ptg000036l	1319897	1321094	+	1198	49.97	276.67	261.22	111.53	585.03
lncRNA_29873	ptg000036l	1322593	1323291	+	699	97.71	6.71	31.50	16.44	11.59
lncRNA_29874	ptg000036l	1346411	1347757	+	1347	35	17	0	0	180.50
lncRNA_29875	ptg000036l	1359376	1360034	+	659	18.50	1	13	1	205
lncRNA_29876	ptg000036l	1440053	1440616	+	564	7.00	0	9.00	4.00	159.50
lncRNA_29877	ptg000036l	1444073	1445160	+	1088	19.50	0	16	4.50	285.83
lncRNA_29878	ptg000036l	1451175	1451992	+	818	49	2	36	0	226
lncRNA_29879	ptg000036l	1458786	1459010	+	225	0	0	0.50	2.04	19.83
lncRNA_29880	ptg000036l	1460797	1461542	+	746	12	0	24	0	131
lncRNA_29881	ptg000036l	1485755	1486031	+	277	54.75	0.50	0	1.33	2.75
lncRNA_29882	ptg000036l	1510133	1511173	+	1041	15	0	18	0	98
lncRNA_29883	ptg000036l	1511631	1512443	+	813	10	0	42	0	65
lncRNA_29884	ptg000036l	1517103	1517326	+	224	18	0	0	3.53	35
lncRNA_29885	ptg000036l	1531560	1532636	+	1077	0	0	9	4.83	111
lncRNA_29886	ptg000036l	1535304	1535877	+	574	10	0	0	0	92
lncRNA_29887	ptg000036l	1565902	1566397	+	496	32	2	36	2	250
lncRNA_29888	ptg000036l	1575312	1575640	+	329	0	0	16	0	0
lncRNA_29889	ptg000036l	1586872	1587708	+	837	326.17	259.78	219.20	17.20	406.00
lncRNA_29890	ptg000036l	1588619	1590095	+	1477	22	15	6	11	193.25
lncRNA_29891	ptg000036l	1592051	1592457	+	407	0	0	36.67	0.67	4.50
lncRNA_29892	ptg000036l	1592701	1592978	+	278	52.50	0	3	2	6
lncRNA_29893	ptg000036l	1645993	1647082	+	1090	49	2	60	10	474.17
lncRNA_29894	ptg000036l	1647658	1649308	+	1651	33	1.50	33.31	19.12	298.80
lncRNA_29895	ptg000036l	1659224	1659721	+	498	11.50	0	1	0	81
lncRNA_29896	ptg000036l	1660577	1661077	+	501	7.67	0.67	29.67	0	42.75
lncRNA_29897	ptg000036l	1685794	1686137	+	344	14	0	0	2	38
lncRNA_29898	ptg000036l	1688847	1690680	+	1834	51	7.50	90.75	2	317.92
lncRNA_29899	ptg000036l	1698203	1698685	+	483	4	0	0	0	33
lncRNA_29900	ptg000036l	1699489	1699931	+	443	14	0	23	3	239
lncRNA_29901	ptg000036l	1704462	1705017	+	556	12	6	25	0	61
lncRNA_29902	ptg000036l	1719263	1719542	+	280	9.50	0.20	29.96	3.91	146.87
lncRNA_29903	ptg000036l	1720251	1721818	+	1568	7.10	0.60	2.10	0.24	183.70
lncRNA_29904	ptg000036l	1724327	1724774	+	448	22.50	0	16	5	149.75
lncRNA_29905	ptg000036l	1739413	1739648	+	236	0	0	0	0	16
lncRNA_29906	ptg000036l	1750272	1751546	+	1275	21.50	2	43.00	1.00	305.00
lncRNA_29907	ptg000036l	1756802	1757749	+	948	8.28	0.43	14.61	1.67	78.17
lncRNA_29908	ptg000036l	1758569	1759051	+	483	16.68	73.60	16.53	18.57	18.34
lncRNA_29909	ptg000036l	1766807	1767016	+	210	0	0	0	0	17
lncRNA_29910	ptg000036l	1770944	1772334	+	1391	110	1	44	0	290
lncRNA_29911	ptg000036l	1775521	1775932	+	412	2	0	30	0	59.50
lncRNA_29912	ptg000036l	1787528	1787783	+	256	9.83	0	20.17	0	55.50
lncRNA_29913	ptg000036l	1789068	1789319	+	252	0	0	5	44	0
lncRNA_29914	ptg000036l	1815634	1816661	+	1028	2	0	54	0	336.60
lncRNA_29915	ptg000036l	1817183	1817922	+	740	8	0	27	2	61
lncRNA_29916	ptg000036l	1819003	1819687	+	685	9	0	23.00	4	229.50
lncRNA_29917	ptg000036l	1833853	1834849	+	997	8.50	2	36	4	186.43
lncRNA_29918	ptg000036l	1836968	1837401	+	434	4	0	7.00	2	63.67
lncRNA_29919	ptg000036l	1841405	1841785	+	381	3.50	0	23	0	195
lncRNA_29920	ptg000036l	1851675	1851891	+	217	18	0	1	0	20
lncRNA_29921	ptg000036l	1870610	1873052	+	2443	67.84	7.30	111.88	19.70	739.55
lncRNA_29922	ptg000036l	1882365	1883144	+	780	23	0	4	14	119
lncRNA_29923	ptg000036l	1922558	1923141	+	584	65.64	1.00	1.10	0	2.33
lncRNA_29924	ptg000036l	1929652	1930147	+	496	50	6	55	8	269
lncRNA_29925	ptg000036l	1933468	1933785	+	318	3	0	7	0	64
lncRNA_29926	ptg000036l	1937374	1937792	+	419	4	0	0	2	52
lncRNA_29927	ptg000036l	1979733	1980898	+	1166	7	0	20	4	170.50
lncRNA_29928	ptg000036l	1984866	1985288	+	423	8	0	0	0	50
lncRNA_29929	ptg000036l	1990197	1990657	+	461	10	6	26	4	37
lncRNA_29930	ptg000036l	1999641	2000261	+	621	0	0	2	1.50	92.43
lncRNA_29931	ptg000036l	2053030	2053538	+	509	24.30	4.60	28	2.00	84.26
lncRNA_29932	ptg000036l	2053992	2054314	+	323	15.83	18.51	20.30	18.17	33.74
lncRNA_29933	ptg000036l	2057080	2057812	+	733	2	0	10	0	56
lncRNA_29934	ptg000036l	2059493	2060248	+	756	14.92	1.30	45.94	2.35	204.00
lncRNA_29935	ptg000036l	2064905	2066536	+	1632	11.50	0	21	3	170.50
lncRNA_29936	ptg000036l	2090218	2091187	+	970	0.33	0	8	8	268.00
lncRNA_29937	ptg000036l	2096268	2096512	+	245	5.83	2	6.67	1.50	27.33
lncRNA_29938	ptg000036l	2101208	2101542	+	335	18.81	0.12	8.32	30.59	1.25
lncRNA_29939	ptg000036l	2102502	2102722	+	221	3	0	0	22.34	2.50
lncRNA_29940	ptg000036l	2103227	2103810	+	584	12.06	6.32	13.84	2.20	40.87
lncRNA_29941	ptg000036l	2105151	2106062	+	912	6	0	22	0	144.83
lncRNA_29942	ptg000036l	2115334	2115726	+	393	11.67	3.93	26.73	0	58.63
lncRNA_29943	ptg000036l	2141821	2142510	+	690	26	6	27	0	248
lncRNA_29944	ptg000036l	2158154	2158488	+	335	3	0	11	0	124
lncRNA_29945	ptg000036l	2171753	2172514	+	762	23	0	8	0	96
lncRNA_29946	ptg000036l	2175554	2176002	+	449	0	0	0	0	41
lncRNA_29947	ptg000036l	2204449	2206425	+	1977	104	8	72	10	592
lncRNA_29948	ptg000036l	2223850	2224938	+	1089	46	0	30	0	385
lncRNA_29949	ptg000036l	2240288	2241413	+	1126	14	0	18	0	150
lncRNA_29950	ptg000036l	2259191	2259424	+	234	2	2	0	8.50	59.50
lncRNA_29951	ptg000036l	2269020	2269737	+	718	0	0	2	0	69
lncRNA_29952	ptg000036l	2272517	2273296	+	780	10	0	2	35	83
lncRNA_29953	ptg000036l	2276722	2277093	+	372	0	0	10	0	29
lncRNA_29954	ptg000036l	2280738	2282126	+	1389	9	0	10	0	144
lncRNA_29955	ptg000036l	2315793	2316095	+	303	16	0	2	0	55
lncRNA_29956	ptg000036l	2325439	2326168	+	730	6	0	22	3	92
lncRNA_29957	ptg000036l	2339602	2340256	+	655	14	0	27.75	0	125.33
lncRNA_29958	ptg000036l	2363902	2364607	+	706	12	0	28	0	177
lncRNA_29959	ptg000036l	2369795	2370432	+	638	4	0	30	19	90
lncRNA_29960	ptg000036l	2374914	2375337	+	424	35	0	61	14	76
lncRNA_29961	ptg000036l	2375731	2376580	+	850	24	1	28	3.50	142
lncRNA_29962	ptg000036l	2383718	2384938	+	1221	20	3	52	2.25	241
lncRNA_29963	ptg000036l	2387660	2388062	+	403	16	0	5	0	110
lncRNA_29964	ptg000036l	2389251	2389584	+	334	34.33	24.17	8.50	2.58	30
lncRNA_29965	ptg000036l	2390729	2391560	+	832	4	0	30	0	126
lncRNA_29966	ptg000036l	2404291	2404917	+	627	34	11.50	9	21.50	34.50
lncRNA_29967	ptg000036l	2414691	2415754	+	1064	18.50	0	28.50	50.25	115
lncRNA_29968	ptg000036l	2416719	2417398	+	680	4	0	0	21	58
lncRNA_29969	ptg000036l	2417921	2418484	+	564	0	0	0	9.50	38.50
lncRNA_29970	ptg000036l	2419195	2420045	+	851	7	0	0	69.75	98.50
lncRNA_29971	ptg000036l	2434981	2436126	+	1146	40	0	17	8	201
lncRNA_29972	ptg000036l	2460828	2461697	+	870	0	0	5	2	63
lncRNA_29973	ptg000036l	2474439	2474717	+	279	26.50	38.50	53.50	1.33	102.58
lncRNA_29974	ptg000036l	2487305	2487561	+	257	1	1.18	3.50	10.57	27.88
lncRNA_29975	ptg000036l	2495242	2495456	+	215	0	0	20	0	0
lncRNA_29976	ptg000036l	2500051	2500659	+	609	0	0	45	0	98
lncRNA_29977	ptg000036l	2561547	2561929	+	383	11.30	27.33	2.00	16	8.00
lncRNA_29978	ptg000036l	2593672	2594250	+	579	1	0	23	0	88.50
lncRNA_29979	ptg000036l	2605101	2606276	+	1176	5.01	4.40	21.07	0.75	303.40
lncRNA_29980	ptg000036l	2612887	2613631	+	745	16	0	14.83	7.85	480.28
lncRNA_29981	ptg000036l	2621841	2622243	+	403	81.74	13.63	0	3.80	0
lncRNA_29982	ptg000036l	2626553	2627526	+	974	0	0	0	0	82.67
lncRNA_29983	ptg000036l	2631209	2631442	+	234	2	0	0	0	34
lncRNA_29984	ptg000036l	2649188	2650870	+	1683	28.57	7	47.25	20.02	139.69
lncRNA_29985	ptg000036l	2665054	2665753	+	700	177.25	2.58	56.83	9	427.18
lncRNA_29986	ptg000036l	2677346	2677774	+	429	0	0	4	0	30
lncRNA_29987	ptg000036l	2678393	2679219	+	827	18	5	22	1	80
lncRNA_29988	ptg000036l	2681993	2682407	+	415	32	2	32	2	163
lncRNA_29989	ptg000036l	2699280	2700450	+	1171	6	0	22	2	193.83
lncRNA_29990	ptg000036l	2701994	2702893	+	900	39	2	0	12	202
lncRNA_29991	ptg000036l	2713819	2714177	+	359	12.16	68.70	4.49	42.84	17.48
lncRNA_29992	ptg000036l	2715470	2716004	+	535	42	0	67	12	218
lncRNA_29993	ptg000036l	2717331	2717605	+	275	0	0	1	2	36
lncRNA_29994	ptg000036l	2750230	2750569	+	340	10.25	7.33	677.96	18.78	17.80
lncRNA_29995	ptg000036l	2751346	2751632	+	287	8	0	13.50	2	38
lncRNA_29996	ptg000036l	2760607	2762257	+	1651	17.72	3.48	17.36	2.12	107.26
lncRNA_29997	ptg000036l	2762513	2764143	+	1631	41.16	4.77	47.67	0.55	220.99
lncRNA_29998	ptg000036l	2840557	2840861	+	305	0	0	16	0	73
lncRNA_29999	ptg000036l	2842672	2843166	+	495	24.67	3.90	5.31	15.67	40.84
lncRNA_30000	ptg000036l	2855935	2860003	+	4069	94.12	204.75	27.21	4.92	136.28
lncRNA_30001	ptg000036l	2864311	2864683	+	373	17.50	0	14.92	0	35.83
lncRNA_30002	ptg000036l	2876391	2877215	+	825	4.50	0	2	0	112
lncRNA_30003	ptg000036l	2885272	2885761	+	490	0	0	8	0	124
lncRNA_30004	ptg000036l	2893217	2894237	+	1021	17	2	32.50	0.50	270.83
lncRNA_30005	ptg000036l	2897924	2898787	+	864	12.50	0	2	0	139
lncRNA_30006	ptg000036l	2909722	2910604	+	883	57.25	0	55	5	232.11
lncRNA_30007	ptg000036l	2920602	2921715	+	1114	131.22	13.81	47.40	14.03	101.44
lncRNA_30008	ptg000036l	2923198	2924064	+	867	2	0	108.25	5.83	8.43
lncRNA_30009	ptg000036l	2941995	2942614	+	620	319.53	74.72	49.55	242.91	64.27
lncRNA_30010	ptg000036l	2942851	2943915	+	1065	2399.40	395.90	364.61	1696.94	322.25
